|6.6.6
echon_3.tab                                                                                         
           2
P(bar)  
   1.0000000000000000     
   402.67785234899327     
         150
T(K)    
   275.00000000000000     
   13.693467336683417     
         200
           5
rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K     
  3510.392       7.989492       4.625447       2860308.      0.2066655E-04
  3511.566       7.993765       4.626523       2860687.      0.2061169E-04
  3512.738       7.998030       4.627597       2861066.      0.2055714E-04
  3513.908       8.002288       4.628670       2861445.      0.2050288E-04
  3515.076       8.006537       4.629740       2861824.      0.2044893E-04
  3516.446       8.010672       4.631047       2862393.      0.2040246E-04
  3517.610       8.014905       4.632115       2862771.      0.2034914E-04
  3518.007       8.005244       4.633657       2862525.      0.2038429E-04
  3519.011       8.007318       4.634813       2862775.      0.2034479E-04
  3520.170       8.011523       4.635876       2863152.      0.2029193E-04
  3520.789       8.009420       4.637755       2863075.      0.2029648E-04
  3521.943       8.013601       4.638814       2863450.      0.2024409E-04
  3523.096       8.017774       4.639872       2863826.      0.2019197E-04
  3524.246       8.021940       4.640928       2864201.      0.2014014E-04
  3525.207       8.023588       4.642137       2864423.      0.2010142E-04
  3526.354       8.027737       4.643190       2864797.      0.2005012E-04
  3527.499       8.031879       4.644241       2865171.      0.1999909E-04
  3528.642       8.036013       4.645291       2865544.      0.1994834E-04
  3529.784       8.040139       4.646339       2865917.      0.1989785E-04
  3531.026       8.045111       4.647756       2866355.      0.1985130E-04
  3532.164       8.049222       4.648801       2866727.      0.1980134E-04
  3533.300       8.053325       4.649844       2867099.      0.1975164E-04
  3534.434       8.057421       4.650885       2867471.      0.1970220E-04
  3535.566       8.061510       4.651925       2867842.      0.1965302E-04
  3536.696       8.065591       4.652964       2868213.      0.1960409E-04
  3537.825       8.069665       4.654001       2868584.      0.1955541E-04
  3538.952       8.073733       4.655036       2868954.      0.1950699E-04
  3540.077       8.077793       4.656070       2869324.      0.1945881E-04
  3541.282       8.082605       4.657418       2869741.      0.1941384E-04
  3542.404       8.086650       4.658449       2870110.      0.1936615E-04
  3543.524       8.090689       4.659478       2870479.      0.1931870E-04
  3544.642       8.094720       4.660506       2870847.      0.1927149E-04
  3545.758       8.098744       4.661532       2871215.      0.1922452E-04
  3546.873       8.102761       4.662557       2871583.      0.1917778E-04
  3547.986       8.106772       4.663580       2871950.      0.1913127E-04
  3549.097       8.110776       4.664602       2872317.      0.1908500E-04
  3550.207       8.114773       4.665622       2872684.      0.1903896E-04
  3551.407       8.119553       4.667009       2873101.      0.1899640E-04
  3552.513       8.123535       4.668026       2873467.      0.1895081E-04
  3553.617       8.127511       4.669042       2873833.      0.1890545E-04
  3554.720       8.131481       4.670056       2874198.      0.1886030E-04
  3555.821       8.135443       4.671069       2874563.      0.1881538E-04
  3556.856       8.139787       4.671924       2874878.      0.1876885E-04
  3557.954       8.143736       4.672934       2875242.      0.1872435E-04
  3559.050       8.147679       4.673943       2875606.      0.1868007E-04
  3560.145       8.151615       4.674950       2875970.      0.1863599E-04
  3561.238       8.155545       4.675956       2876333.      0.1859213E-04
  3562.329       8.159469       4.676961       2876696.      0.1854848E-04
  3563.419       8.163386       4.677964       2877059.      0.1850504E-04
  3564.547       8.167597       4.679097       2877446.      0.1846334E-04
  3565.634       8.171501       4.680097       2877808.      0.1842031E-04
  3566.750       8.175680       4.681214       2878186.      0.1837868E-04
  3567.833       8.179571       4.682212       2878547.      0.1833605E-04
  3568.915       8.183456       4.683208       2878908.      0.1829363E-04
  3569.996       8.187335       4.684202       2879269.      0.1825141E-04
  3571.023       8.191205       4.684993       2879600.      0.1820795E-04
  3572.284       8.195724       4.686544       2880049.      0.1816717E-04
  3584.553       8.250432       4.718725       2885179.      0.1803589E-04
  3580.964       8.233247       4.706739       2883546.      0.1803128E-04
  3591.397       8.280131       4.733716       2887879.      0.1791723E-04
  3592.456       8.283945       4.734682       2888226.      0.1787708E-04
  3593.514       8.287754       4.735647       2888574.      0.1783712E-04
  3594.570       8.291556       4.736610       2888921.      0.1779734E-04
  3595.624       8.295353       4.737572       2889267.      0.1775774E-04
  3596.677       8.299144       4.738533       2889614.      0.1771833E-04
  3597.729       8.302929       4.739493       2889960.      0.1767909E-04
  3598.779       8.306708       4.740451       2890306.      0.1764003E-04
  3616.273       8.387078       4.787232       2897584.      0.1748985E-04
  3617.307       8.390816       4.788167       2897917.      0.1745203E-04
  3618.339       8.394548       4.789101       2898249.      0.1741437E-04
  3619.370       8.398275       4.790033       2898582.      0.1737689E-04
  3620.400       8.401997       4.790964       2898914.      0.1733957E-04
  3621.428       8.405712       4.791894       2899245.      0.1730242E-04
  3628.203       8.436816       4.808699       2901987.      0.1723006E-04
  3629.224       8.440509       4.809619       2902313.      0.1719353E-04
  3630.243       8.444197       4.810538       2902640.      0.1715715E-04
  3631.261       8.447880       4.811456       2902966.      0.1712094E-04
  3632.277       8.451557       4.812373       2903292.      0.1708489E-04
  3633.292       8.455229       4.813288       2903617.      0.1704900E-04
  3634.306       8.458896       4.814203       2903942.      0.1701326E-04
  3635.319       8.462557       4.815116       2904267.      0.1697768E-04
  3636.330       8.466212       4.816028       2904592.      0.1694225E-04
  3641.075       8.487769       4.827152       2906474.      0.1688563E-04
  3642.080       8.491406       4.828057       2906795.      0.1685069E-04
  3643.084       8.495039       4.828961       2907116.      0.1681590E-04
  3644.087       8.498666       4.829864       2907436.      0.1678126E-04
  3645.088       8.502289       4.830766       2907757.      0.1674676E-04
  3646.088       8.505905       4.831667       2908077.      0.1671242E-04
  3647.086       8.509517       4.832566       2908397.      0.1667822E-04
  3648.083       8.513124       4.833465       2908716.      0.1664417E-04
  3649.079       8.516725       4.834362       2909036.      0.1661026E-04
  3652.652       8.532627       4.842164       2910422.      0.1656233E-04
  3653.643       8.536213       4.843056       2910739.      0.1652882E-04
  3654.633       8.539794       4.843947       2911055.      0.1649546E-04
  3655.621       8.543370       4.844837       2911371.      0.1646224E-04
  3655.567       8.541861       4.842501       2911279.      0.1643207E-04
  3654.832       8.537013       4.838320       2910897.      0.1640527E-04
  3693.899       8.629099       4.947079       2926962.      0.1990190E-04
  3695.495       8.634855       4.949215       2927423.      0.1986536E-04
  3696.475       8.638195       4.950180       2927622.      0.1983389E-04
  3697.454       8.641531       4.951143       2927819.      0.1980253E-04
  3698.431       8.644863       4.952106       2928017.      0.1977127E-04
  3699.408       8.648191       4.953067       2928214.      0.1974012E-04
  3706.905       8.676929       4.967112       2931112.      0.1965614E-04
  3707.875       8.680241       4.968065       2931304.      0.1962544E-04
  3708.843       8.683548       4.969016       2931495.      0.1959484E-04
  3709.811       8.686852       4.969966       2931686.      0.1956434E-04
  3710.777       8.690151       4.970916       2931877.      0.1953394E-04
  3714.590       8.704442       4.977093       2933252.      0.1948147E-04
  3715.552       8.707730       4.978038       2933440.      0.1945137E-04
  3716.513       8.711013       4.978981       2933628.      0.1942138E-04
  3717.473       8.714293       4.979924       2933815.      0.1939148E-04
  3718.431       8.717568       4.980865       2934002.      0.1936169E-04
  3719.389       8.720840       4.981805       2934189.      0.1933199E-04
  3720.346       8.724108       4.982744       2934376.      0.1930239E-04
  3721.302       8.727372       4.983682       2934562.      0.1927288E-04
  3722.256       8.730632       4.984619       2934748.      0.1924347E-04
  3725.490       8.742710       4.989817       2935854.      0.1919760E-04
  3726.440       8.745959       4.990750       2936037.      0.1916846E-04
  3727.390       8.749204       4.991682       2936221.      0.1913942E-04
  3728.339       8.752446       4.992612       2936404.      0.1911047E-04
  3729.287       8.755684       4.993542       2936587.      0.1908161E-04
  3730.234       8.758917       4.994471       2936769.      0.1905285E-04
  3731.179       8.762148       4.995398       2936951.      0.1902418E-04
  3732.124       8.765374       4.996325       2937134.      0.1899560E-04
  3733.068       8.768596       4.997250       2937315.      0.1896711E-04
  3735.601       8.778104       5.001065       2938142.      0.1892837E-04
  3736.541       8.781316       5.001988       2938322.      0.1890012E-04
  3737.481       8.784525       5.002909       2938501.      0.1887196E-04
  3738.419       8.787730       5.003829       2938681.      0.1884389E-04
  3739.357       8.790932       5.004748       2938860.      0.1881591E-04
  3740.293       8.794130       5.005666       2939039.      0.1878801E-04
  3741.229       8.797324       5.006583       2939217.      0.1876021E-04
  3742.163       8.800514       5.007499       2939396.      0.1873249E-04
  3743.096       8.803701       5.008414       2939574.      0.1870486E-04
  3745.383       8.812333       5.011907       2940277.      0.1866979E-04
  3746.313       8.815510       5.012819       2940453.      0.1864238E-04
  3747.243       8.818684       5.013730       2940629.      0.1861505E-04
  3748.171       8.821854       5.014640       2940805.      0.1858781E-04
  3749.099       8.825021       5.015549       2940981.      0.1856066E-04
  3750.025       8.828184       5.016457       2941156.      0.1853359E-04
  3750.951       8.831343       5.017364       2941331.      0.1850660E-04
  3751.875       8.834499       5.018270       2941506.      0.1847970E-04
  3752.799       8.837652       5.019175       2941681.      0.1845288E-04
  3754.863       8.845526       5.022357       2942278.      0.1842115E-04
  3755.783       8.848669       5.023260       2942451.      0.1839453E-04
  3427.788       7.131002       3.572796       2874887.      0.1948592E-04
  3505.669       7.970389       4.618502       2939973.      0.2147479E-04
  3506.869       7.974790       4.619617       2940418.      0.2141798E-04
  3508.049       7.979092       4.620700       2940847.      0.2136084E-04
  3509.374       7.983524       4.622012       2941416.      0.2130919E-04
  3510.551       7.987809       4.623090       2941844.      0.2125272E-04
  3511.725       7.992085       4.624167       2942272.      0.2119657E-04
  3512.898       7.996353       4.625243       2942700.      0.2114072E-04
  3514.068       8.000613       4.626317       2943127.      0.2108519E-04
  3515.076       8.005226       4.627096       2943399.      0.2102468E-04
  3516.242       8.009470       4.628166       2943826.      0.2096972E-04
  3516.634       7.999697       4.629717       2943605.      0.2100655E-04
  3517.647       8.001877       4.630871       2943906.      0.2096513E-04
  3518.807       8.006093       4.631937       2944331.      0.2091064E-04
  3519.457       8.003797       4.633692       2944335.      0.2091678E-04
  3520.613       8.007989       4.634754       2944759.      0.2086278E-04
  3521.767       8.012174       4.635814       2945182.      0.2080908E-04
  3522.920       8.016351       4.636873       2945605.      0.2075566E-04
  3523.882       8.018035       4.638085       2945871.      0.2071551E-04
  3525.031       8.022195       4.639140       2946293.      0.2066265E-04
  3526.177       8.026348       4.640194       2946714.      0.2061006E-04
  3527.322       8.030493       4.641247       2947136.      0.2055776E-04
  3528.465       8.034630       4.642298       2947557.      0.2050573E-04
  3529.732       8.039417       4.643613       2948081.      0.2045896E-04
  3530.871       8.043539       4.644661       2948501.      0.2040749E-04
  3532.009       8.047653       4.645707       2948920.      0.2035629E-04
  3533.144       8.051760       4.646751       2949339.      0.2030535E-04
  3534.278       8.055859       4.647794       2949758.      0.2025468E-04
  3535.410       8.059951       4.648835       2950176.      0.2020428E-04
  3536.541       8.064036       4.649875       2950594.      0.2015413E-04
  3537.669       8.068114       4.650913       2951011.      0.2010424E-04
  3538.796       8.072185       4.651950       2951428.      0.2005460E-04
  3540.032       8.076867       4.653252       2951932.      0.2000967E-04
  3541.155       8.080923       4.654286       2952348.      0.1996054E-04
  3542.277       8.084971       4.655318       2952763.      0.1991167E-04
  3543.396       8.089012       4.656348       2953179.      0.1986305E-04
  3544.515       8.093047       4.657377       2953593.      0.1981467E-04
  3545.631       8.097074       4.658404       2954008.      0.1976653E-04
  3546.746       8.101095       4.659430       2954422.      0.1971863E-04
  3547.859       8.105109       4.660455       2954836.      0.1967098E-04
  3548.970       8.109115       4.661478       2955249.      0.1962356E-04
  3550.181       8.113702       4.662760       2955738.      0.1958046E-04
  3551.288       8.117694       4.663780       2956150.      0.1953352E-04
  3552.395       8.121680       4.664799       2956562.      0.1948680E-04
  3553.499       8.125659       4.665816       2956974.      0.1944032E-04
  3554.602       8.129631       4.666831       2957385.      0.1939406E-04
  3555.928       8.134211       4.668585       2957954.      0.1935581E-04
  3557.028       8.138169       4.669597       2958365.      0.1931003E-04
  3558.126       8.142121       4.670608       2958774.      0.1926446E-04
  3559.222       8.146066       4.671618       2959184.      0.1921912E-04
  3560.317       8.150005       4.672626       2959593.      0.1917399E-04
  3561.410       8.153937       4.673632       2960002.      0.1912908E-04
  3562.502       8.157863       4.674638       2960410.      0.1908439E-04
  3563.592       8.161782       4.675642       2960818.      0.1903991E-04
  3564.681       8.165695       4.676644       2961225.      0.1899564E-04
  3565.838       8.170180       4.677894       2961675.      0.1895436E-04
  3566.923       8.174080       4.678893       2962082.      0.1891051E-04
  3568.007       8.177973       4.679891       2962488.      0.1886687E-04
  3569.089       8.181860       4.680888       2962894.      0.1882343E-04
  3570.119       8.185737       4.681681       2963266.      0.1877867E-04
  3571.198       8.189612       4.682676       2963672.      0.1873564E-04
  3572.275       8.193480       4.683668       2964076.      0.1869280E-04
  3573.370       8.197474       4.684729       2964492.      0.1865088E-04
  3574.452       8.201400       4.685742       2964901.      0.1860877E-04
  3575.525       8.205250       4.686731       2965305.      0.1856653E-04
  3578.311       8.216927       4.692503       2966517.      0.1851090E-04
  3579.379       8.220762       4.693487       2966919.      0.1846914E-04
  3594.736       8.289958       4.734256       2974052.      0.1831872E-04
  3595.791       8.293757       4.735219       2974443.      0.1827816E-04
  3596.844       8.297550       4.736181       2974833.      0.1823778E-04
  3597.896       8.301337       4.737141       2975223.      0.1819759E-04
  3591.106       8.269454       4.716126       2971922.      0.1821213E-04
  3592.161       8.273243       4.717094       2972317.      0.1817185E-04
  3593.214       8.277026       4.718060       2972712.      0.1813176E-04
  3594.266       8.280803       4.719026       2973106.      0.1809185E-04
  3595.317       8.284574       4.719990       2973500.      0.1805212E-04
  3596.366       8.288339       4.720952       2973894.      0.1801257E-04
  3611.258       8.356172       4.760262       2980754.      0.1787546E-04
  3612.293       8.359902       4.761205       2981136.      0.1783701E-04
  3613.327       8.363627       4.762147       2981519.      0.1779873E-04
  3614.360       8.367346       4.763087       2981901.      0.1776061E-04
  3615.391       8.371059       4.764027       2982282.      0.1772267E-04
  3616.420       8.374767       4.764965       2982664.      0.1768489E-04
  3617.449       8.378470       4.765901       2983045.      0.1764728E-04
  3618.476       8.382167       4.766837       2983425.      0.1760983E-04
  3619.501       8.385858       4.767771       2983805.      0.1757254E-04
  3628.794       8.428263       4.791405       2988023.      0.1748321E-04
  3629.810       8.431929       4.792327       2988396.      0.1744667E-04
  3630.825       8.435589       4.793247       2988769.      0.1741029E-04
  3631.838       8.439245       4.794167       2989142.      0.1737407E-04
  3632.851       8.442894       4.795085       2989514.      0.1733800E-04
  3633.861       8.446539       4.796002       2989886.      0.1730208E-04
  3634.871       8.450178       4.796918       2990258.      0.1726632E-04
  3635.879       8.453812       4.797833       2990629.      0.1723071E-04
  3636.886       8.457441       4.798747       2991000.      0.1719525E-04
  3643.443       8.487226       4.814710       2993935.      0.1712788E-04
  3644.443       8.490835       4.815615       2994301.      0.1709299E-04
  3645.441       8.494438       4.816519       2994667.      0.1705825E-04
  3646.438       8.498036       4.817422       2995032.      0.1702366E-04
  3650.933       8.518292       4.828149       2997002.      0.1697323E-04
  3651.924       8.521874       4.829045       2997364.      0.1693909E-04
  3690.089       8.613587       4.937989       3015620.      0.2057273E-04
  3694.474       8.630332       4.946027       3017441.      0.2051294E-04
  3695.455       8.633678       4.946994       3017685.      0.2048067E-04
  3696.435       8.637020       4.947960       3017930.      0.2044850E-04
  3697.414       8.640357       4.948925       3018174.      0.2041644E-04
  3698.391       8.643690       4.949889       3018418.      0.2038448E-04
  3696.679       8.636281       4.944762       3017425.      0.2037433E-04
  3697.657       8.639610       4.945727       3017670.      0.2034248E-04
  3698.633       8.642934       4.946690       3017915.      0.2031074E-04
  3699.608       8.646254       4.947652       3018160.      0.2027911E-04
  3700.583       8.649571       4.948613       3018404.      0.2024758E-04
  3706.461       8.672184       4.959318       3020886.      0.2017979E-04
  3707.430       8.675485       4.960273       3021126.      0.2014866E-04
  3708.397       8.678782       4.961226       3021365.      0.2011763E-04
  3709.363       8.682076       4.962178       3021604.      0.2008670E-04
  3710.328       8.685365       4.963129       3021842.      0.2005587E-04
  3711.292       8.688651       4.964079       3022081.      0.2002515E-04
  3712.255       8.691932       4.965028       3022318.      0.1999452E-04
  3713.217       8.695210       4.965976       3022556.      0.1996400E-04
  3714.178       8.698484       4.966922       3022793.      0.1993358E-04
  3718.951       8.716767       4.975341       3024750.      0.1987641E-04
  3719.907       8.720028       4.976282       3024984.      0.1984633E-04
  3720.862       8.723284       4.977222       3025217.      0.1981634E-04
  3721.816       8.726537       4.978161       3025450.      0.1978645E-04
  3722.769       8.729786       4.979099       3025682.      0.1975665E-04
  3723.721       8.733032       4.980036       3025914.      0.1972695E-04
  3724.672       8.736273       4.980971       3026146.      0.1969735E-04
  3725.621       8.739511       4.981906       3026378.      0.1966784E-04
  3726.570       8.742744       4.982840       3026609.      0.1963843E-04
  3730.541       8.757934       4.989671       3028182.      0.1958924E-04
  3731.485       8.761156       4.990600       3028410.      0.1956012E-04
  3732.429       8.764375       4.991528       3028638.      0.1953109E-04
  3733.371       8.767589       4.992455       3028865.      0.1950216E-04
  3734.313       8.770800       4.993381       3029093.      0.1947332E-04
  3735.253       8.774007       4.994306       3029320.      0.1944457E-04
  3736.192       8.777210       4.995229       3029546.      0.1941591E-04
  3737.131       8.780410       4.996152       3029772.      0.1938734E-04
  3738.068       8.783606       4.997074       3029998.      0.1935886E-04
  3741.448       8.796542       5.002786       3031289.      0.1931574E-04
  3742.381       8.799727       5.003703       3031512.      0.1928752E-04
  3743.314       8.802909       5.004620       3031735.      0.1925940E-04
  3744.246       8.806086       5.005536       3031958.      0.1923136E-04
  3745.176       8.809261       5.006450       3032180.      0.1920340E-04
  3746.106       8.812431       5.007364       3032403.      0.1917554E-04
  3747.035       8.815598       5.008277       3032624.      0.1914776E-04
  3747.963       8.818762       5.009188       3032846.      0.1912007E-04
  3748.889       8.821922       5.010099       3033067.      0.1909246E-04
  3751.872       8.833388       5.015135       3034160.      0.1905395E-04
  3752.795       8.836537       5.016042       3034379.      0.1902658E-04
  3492.992       7.095606       3.428612       3001521.      0.2217303E-04
  3500.806       7.951880       4.607855       3009253.      0.2208554E-04
  3505.755       7.968611       4.615968       3013852.      0.2201151E-04
  3506.959       7.973030       4.617091       3014346.      0.2195363E-04
  3508.328       7.977384       4.618479       3015008.      0.2190197E-04
  3509.506       7.981679       4.619560       3015482.      0.2184398E-04
  3510.683       7.985967       4.620640       3015955.      0.2178632E-04
  3511.858       7.990246       4.621718       3016428.      0.2172898E-04
