|6.6.6
pyro_1.tab                                                                                          
           2
P(bar)  
   1.0000000000000000     
   201.33557046979865     
         150
T(K)    
   273.00000000000000     
   10.050251256281408     
         200
           5
rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K     
  3232.588       7.838239       4.502517       3646020.      0.2864916E-04
  3233.190       7.840284       4.503126       3646526.      0.2861521E-04
  3234.173       7.843379       4.504522       3647429.      0.2858270E-04
  3234.775       7.845421       4.505129       3647931.      0.2854891E-04
  3235.376       7.847462       4.505736       3648428.      0.2851528E-04
  3235.814       7.849130       4.505947       3648723.      0.2847978E-04
  3236.415       7.851165       4.506553       3649196.      0.2844624E-04
  3237.015       7.853197       4.507158       3649758.      0.2841284E-04
  3237.614       7.855229       4.507762       3650225.      0.2837951E-04
  3238.213       7.857259       4.508365       3650722.      0.2834630E-04
  3238.812       7.859286       4.508968       3651228.      0.2831315E-04
  3240.531       7.864340       4.511912       3652952.      0.2828459E-04
  3241.129       7.866364       4.512512       3653424.      0.2825158E-04
  3242.625       7.870781       4.514952       3654932.      0.2822307E-04
  3243.221       7.872799       4.515551       3655427.      0.2819020E-04
  3243.816       7.874816       4.516149       3655928.      0.2815746E-04
  3244.297       7.876577       4.516500       3656268.      0.2812305E-04
  3244.892       7.878589       4.517097       3656799.      0.2809050E-04
  3345.019       8.117177       4.710607       3767111.      0.2995550E-04
  3345.587       8.119099       4.711174       3767558.      0.2992232E-04
  3346.156       8.121019       4.711741       3768012.      0.2988941E-04
  3346.724       8.122937       4.712308       3768471.      0.2985654E-04
  3347.336       8.124940       4.712830       3768913.      0.2982300E-04
  3347.903       8.126852       4.713396       3769404.      0.2979026E-04
  3348.469       8.128764       4.713961       3769852.      0.2975754E-04
  3349.035       8.130674       4.714526       3770307.      0.2972494E-04
  3349.600       8.132584       4.715090       3770747.      0.2969239E-04
  3350.166       8.134491       4.715653       3771190.      0.2965989E-04
  3350.730       8.136395       4.716216       3771676.      0.2962753E-04
  3351.266       8.138302       4.716844       3772118.      0.2959621E-04
  3351.830       8.140205       4.717406       3772562.      0.2956397E-04
  3352.441       8.142207       4.717924       3773015.      0.2953160E-04
  3353.004       8.144105       4.718485       3773467.      0.2949946E-04
  3353.567       8.146001       4.719046       3773933.      0.2946750E-04
  3354.129       8.147896       4.719606       3774359.      0.2943558E-04
  3354.691       8.149789       4.720166       3774819.      0.2940377E-04
  3355.252       8.151681       4.720725       3775273.      0.2937202E-04
  3355.814       8.153570       4.721284       3775732.      0.2934033E-04
  3356.340       8.155431       4.721900       3776171.      0.2930949E-04
  3356.901       8.157318       4.722458       3776579.      0.2927793E-04
  3357.464       8.159226       4.723019       3777034.      0.2924641E-04
  3358.023       8.161108       4.723576       3777509.      0.2921502E-04
  3363.221       8.177448       4.729518       3783795.      0.2912703E-04
  3363.778       8.179321       4.730071       3784215.      0.2909609E-04
  3364.334       8.181192       4.730623       3784666.      0.2906525E-04
  3362.358       8.175173       4.728285       3781924.      0.2906531E-04
  3362.915       8.177044       4.728838       3782375.      0.2903449E-04
  3375.280       8.215230       4.742091       3797664.      0.2886174E-04
  3375.831       8.217079       4.742636       3798119.      0.2883175E-04
  3390.433       8.260534       4.755041       3816406.      0.2862831E-04
  3390.977       8.262355       4.755577       3816807.      0.2859928E-04
  3386.936       8.250893       4.752894       3811448.      0.2862981E-04
  3387.481       8.252718       4.753432       3811868.      0.2860063E-04
  3388.026       8.254541       4.753969       3812294.      0.2857148E-04
  3393.535       8.271039       4.758578       3819058.      0.2848507E-04
  3394.076       8.272849       4.759112       3819526.      0.2845641E-04
  3396.259       8.279507       4.760987       3822018.      0.2840993E-04
  3396.799       8.281312       4.761518       3822456.      0.2838151E-04
  3397.510       8.283811       4.762658       3823109.      0.2835819E-04
  3398.049       8.285612       4.763188       3823568.      0.2832978E-04
  3398.588       8.287413       4.763718       3823977.      0.2830160E-04
  3399.126       8.289211       4.764248       3824411.      0.2827341E-04
  3399.665       8.291007       4.764778       3824860.      0.2824533E-04
  3400.203       8.292802       4.765307       3825304.      0.2821722E-04
  3400.740       8.294595       4.765835       3825756.      0.2818920E-04
  3401.173       8.295810       4.765674       3826056.      0.2815806E-04
  3401.710       8.297601       4.766202       3826479.      0.2813018E-04
  3402.247       8.299390       4.766729       3826961.      0.2810237E-04
  3402.783       8.301180       4.767256       3827336.      0.2807455E-04
  3403.318       8.302965       4.767783       3827798.      0.2804688E-04
  3403.854       8.304752       4.768309       3828202.      0.2801927E-04
  3404.389       8.306535       4.768835       3828650.      0.2799166E-04
  3404.924       8.308316       4.769360       3829100.      0.2796410E-04
  3405.458       8.310097       4.769885       3829528.      0.2793666E-04
  3405.992       8.311877       4.770409       3829970.      0.2790921E-04
  3406.526       8.313654       4.770933       3830406.      0.2788192E-04
  3407.218       8.315848       4.771572       3831049.      0.2785965E-04
  3407.751       8.317622       4.772095       3831489.      0.2783242E-04
  3408.284       8.319394       4.772618       3831950.      0.2780530E-04
  3408.816       8.321167       4.773140       3832345.      0.2777816E-04
  3409.348       8.322936       4.773662       3832810.      0.2775118E-04
  3409.880       8.324705       4.774183       3833209.      0.2772425E-04
  3410.411       8.326472       4.774704       3833647.      0.2769730E-04
  3410.942       8.328238       4.775225       3834087.      0.2767050E-04
  3411.472       8.330002       4.775745       3834521.      0.2764370E-04
  3412.003       8.331765       4.776265       3834930.      0.2761697E-04
  3412.533       8.333526       4.776784       3835408.      0.2759028E-04
  3413.062       8.335287       4.777303       3835814.      0.2756370E-04
  3413.591       8.337046       4.777822       3836231.      0.2753713E-04
  3414.120       8.338803       4.778340       3836679.      0.2751059E-04
  3414.649       8.340558       4.778858       3837122.      0.2748416E-04
  3415.177       8.342313       4.779375       3837541.      0.2745776E-04
  3415.705       8.344066       4.779892       3837990.      0.2743142E-04
  3416.233       8.345818       4.780408       3838411.      0.2740516E-04
  3416.864       8.347721       4.780925       3838992.      0.2738403E-04
  3417.391       8.349470       4.781441       3839420.      0.2735792E-04
  3417.918       8.351217       4.781956       3839878.      0.2733184E-04
  3418.444       8.352963       4.782471       3840280.      0.2730577E-04
  3418.970       8.354706       4.782986       3840753.      0.2727983E-04
  3419.496       8.356449       4.783500       3841192.      0.2725388E-04
  3420.021       8.358192       4.784014       3841588.      0.2722799E-04
  3420.546       8.359931       4.784527       3842053.      0.2720218E-04
  3421.071       8.361671       4.785040       3842444.      0.2717646E-04
  3421.595       8.363409       4.785552       3842902.      0.2715074E-04
  3422.119       8.365144       4.786064       3843347.      0.2712504E-04
  3422.643       8.366880       4.786576       3843734.      0.2709950E-04
  3423.166       8.368613       4.787087       3844191.      0.2707385E-04
  3423.689       8.370346       4.787598       3844599.      0.2704842E-04
  3424.212       8.372077       4.788109       3845032.      0.2702295E-04
  3424.734       8.373806       4.788619       3845493.      0.2699764E-04
  3425.256       8.375534       4.789129       3845886.      0.2697218E-04
  3425.778       8.377261       4.789638       3846324.      0.2694693E-04
  3426.400       8.379173       4.790235       3846906.      0.2692654E-04
  3426.921       8.380897       4.790744       3847337.      0.2690138E-04
  3427.442       8.382620       4.791252       3847739.      0.2687633E-04
  3427.962       8.384342       4.791760       3848185.      0.2685122E-04
  3428.482       8.386061       4.792267       3848596.      0.2682620E-04
  3429.002       8.387780       4.792774       3849030.      0.2680128E-04
  3429.522       8.389498       4.793280       3849468.      0.2677635E-04
  3430.041       8.391214       4.793787       3849887.      0.2675146E-04
  3430.560       8.392929       4.794292       3850297.      0.2672670E-04
  3431.078       8.394641       4.794798       3850786.      0.2670186E-04
  3431.597       8.396354       4.795303       3851174.      0.2667713E-04
  3432.115       8.398065       4.795808       3851584.      0.2665253E-04
  3432.632       8.399774       4.796312       3852038.      0.2662792E-04
  3433.150       8.401483       4.796816       3852473.      0.2660334E-04
  3433.667       8.403190       4.797319       3852875.      0.2657889E-04
  3434.184       8.404895       4.797822       3853326.      0.2655436E-04
  3434.700       8.406601       4.798325       3853725.      0.2652999E-04
  3435.307       8.408579       4.799091       3854287.      0.2650991E-04
  3435.823       8.410281       4.799593       3854734.      0.2648562E-04
  3436.338       8.411980       4.800095       3855183.      0.2646135E-04
  3436.853       8.413681       4.800596       3855567.      0.2643713E-04
  3437.368       8.415378       4.801097       3856030.      0.2641298E-04
  3437.883       8.417075       4.801597       3856426.      0.2638889E-04
  3438.397       8.418771       4.802097       3856867.      0.2636484E-04
  3438.911       8.420465       4.802597       3857290.      0.2634075E-04
  3439.425       8.422158       4.803096       3857716.      0.2631682E-04
  3439.938       8.423850       4.803595       3858146.      0.2629293E-04
  3440.451       8.425541       4.804093       3858548.      0.2626902E-04
  3440.964       8.427230       4.804591       3858987.      0.2624521E-04
  3441.476       8.428918       4.805089       3859389.      0.2622146E-04
  3441.988       8.430604       4.805587       3859865.      0.2619771E-04
  3442.500       8.432292       4.806084       3860224.      0.2617402E-04
  3188.167       7.072493       3.476610       3604203.      0.2700878E-04
  3188.776       7.780665       4.467798       3604707.      0.2698425E-04
  3189.400       7.782567       4.468378       3605252.      0.2695814E-04
  3190.024       7.784466       4.468957       3605804.      0.2693195E-04
  3230.578       7.829165       4.498160       3652469.      0.2884357E-04
  3231.182       7.831221       4.498771       3652939.      0.2880921E-04
  3231.787       7.833273       4.499381       3653458.      0.2877491E-04
  3232.390       7.835323       4.499991       3653972.      0.2874060E-04
  3233.404       7.838484       4.501453       3654906.      0.2870874E-04
  3234.007       7.840530       4.502061       3655418.      0.2867470E-04
  3234.609       7.842575       4.502669       3655893.      0.2864075E-04
  3235.211       7.844617       4.503275       3656416.      0.2860688E-04
  3235.812       7.846657       4.503881       3656929.      0.2857316E-04
  3236.413       7.848695       4.504487       3657399.      0.2853944E-04
  3237.013       7.850731       4.505092       3657927.      0.2850594E-04
  3237.613       7.852765       4.505696       3658426.      0.2847243E-04
  3238.212       7.854797       4.506300       3658907.      0.2843893E-04
  3238.811       7.856827       4.506903       3659415.      0.2840573E-04
  3239.410       7.858855       4.507505       3659902.      0.2837247E-04
  3241.703       7.865514       4.511527       3662238.      0.2834479E-04
  3242.300       7.867538       4.512127       3662758.      0.2831166E-04
  3242.896       7.869559       4.512726       3663229.      0.2827871E-04
  3243.492       7.871578       4.513324       3663741.      0.2824577E-04
  3244.088       7.873595       4.513922       3664242.      0.2821292E-04
  3343.996       8.111611       4.707063       3774999.      0.3008520E-04
  3344.565       8.113537       4.707632       3775418.      0.3005184E-04
  3345.087       8.115300       4.708224       3775826.      0.3001975E-04
  3345.656       8.117223       4.708792       3776269.      0.2998663E-04
  3346.224       8.119143       4.709359       3776743.      0.2995352E-04
  3346.792       8.121062       4.709926       3777201.      0.2992043E-04
  3347.359       8.122979       4.710492       3777653.      0.2988747E-04
  3347.926       8.124895       4.711058       3778109.      0.2985462E-04
  3348.492       8.126809       4.711623       3778553.      0.2982177E-04
  3349.059       8.128721       4.712188       3779016.      0.2978906E-04
  3349.624       8.130631       4.712752       3779487.      0.2975645E-04
  3350.190       8.132539       4.713316       3779925.      0.2972380E-04
  3350.755       8.134447       4.713879       3780360.      0.2969140E-04
  3351.376       8.136620       4.714459       3780870.      0.2965866E-04
  3351.940       8.138522       4.715022       3781309.      0.2962637E-04
  3352.503       8.140424       4.715583       3781766.      0.2959422E-04
  3353.067       8.142323       4.716145       3782243.      0.2956199E-04
  3353.630       8.144221       4.716706       3782682.      0.2952996E-04
  3354.192       8.146118       4.717266       3783106.      0.2949796E-04
  3354.754       8.148011       4.717827       3783602.      0.2946602E-04
  3355.316       8.149904       4.718386       3784042.      0.2943425E-04
  3355.877       8.151795       4.718945       3784495.      0.2940249E-04
  3357.784       8.157924       4.721067       3786643.      0.2935426E-04
  3358.343       8.159811       4.721624       3787052.      0.2932272E-04
  3365.297       8.181478       4.729264       3795561.      0.2921090E-04
  3365.853       8.183350       4.729816       3795984.      0.2917988E-04
  3366.409       8.185219       4.730368       3796446.      0.2914897E-04
  3366.964       8.187087       4.730919       3796899.      0.2911811E-04
  3367.520       8.188953       4.731470       3797347.      0.2908735E-04
  3368.074       8.190819       4.732021       3797779.      0.2905667E-04
  3368.629       8.192681       4.732571       3798240.      0.2902598E-04
  3389.456       8.255334       4.751664       3824297.      0.2874681E-04
  3390.000       8.257158       4.752201       3824711.      0.2871748E-04
  3390.544       8.258980       4.752738       3825170.      0.2868833E-04
  3391.088       8.260801       4.753274       3825626.      0.2865926E-04
  3391.631       8.262621       4.753810       3826023.      0.2863017E-04
  3394.089       8.270208       4.756108       3828905.      0.2858141E-04
  3394.630       8.272020       4.756642       3829354.      0.2855264E-04
  3395.168       8.273659       4.756840       3829805.      0.2852341E-04
  3395.709       8.275468       4.757373       3830228.      0.2849474E-04
  3396.249       8.277276       4.757905       3830660.      0.2846620E-04
  3396.789       8.279082       4.758438       3831096.      0.2843764E-04
  3397.329       8.280886       4.758969       3831542.      0.2840908E-04
  3397.868       8.282689       4.759501       3831981.      0.2838069E-04
  3398.407       8.284491       4.760031       3832432.      0.2835240E-04
  3398.946       8.286291       4.760562       3832881.      0.2832408E-04
  3399.485       8.288089       4.761092       3833318.      0.2829584E-04
  3400.023       8.289886       4.761621       3833759.      0.2826774E-04
  3400.560       8.291682       4.762151       3834169.      0.2823961E-04
  3401.184       8.293706       4.762708       3834729.      0.2821374E-04
  3401.721       8.295496       4.763237       3835186.      0.2818571E-04
  3402.258       8.297287       4.763764       3835614.      0.2815783E-04
  3402.794       8.299077       4.764292       3836063.      0.2813006E-04
  3403.330       8.300864       4.764819       3836496.      0.2810224E-04
  3403.865       8.302651       4.765345       3836931.      0.2807453E-04
  3404.401       8.304435       4.765872       3837393.      0.2804688E-04
  3404.936       8.306219       4.766397       3837789.      0.2801927E-04
  3405.470       8.308001       4.766923       3838242.      0.2799176E-04
  3406.083       8.309967       4.767470       3838750.      0.2796656E-04
  3406.617       8.311745       4.767994       3839223.      0.2793916E-04
  3407.150       8.313523       4.768518       3839670.      0.2791189E-04
  3407.683       8.315298       4.769042       3840076.      0.2788459E-04
  3408.216       8.317073       4.769565       3840496.      0.2785730E-04
  3408.749       8.318845       4.770088       3840963.      0.2783016E-04
  3409.281       8.320616       4.770610       3841407.      0.2780306E-04
  3409.812       8.322386       4.771132       3841841.      0.2777608E-04
  3410.344       8.324155       4.771654       3842260.      0.2774903E-04
  3410.994       8.326360       4.772530       3842899.      0.2772642E-04
  3411.525       8.328127       4.773051       3843264.      0.2769957E-04
  3412.065       8.329902       4.773580       3843762.      0.2767315E-04
  3412.595       8.331664       4.774099       3844207.      0.2764644E-04
  3413.164       8.333815       4.775065       3844657.      0.2762023E-04
  3413.694       8.335576       4.775583       3845066.      0.2759367E-04
  3414.229       8.337317       4.776073       3845537.      0.2756754E-04
  3414.758       8.339074       4.776591       3845986.      0.2754112E-04
  3415.286       8.340830       4.777109       3846380.      0.2751467E-04
  3415.827       8.342609       4.777616       3846862.      0.2748854E-04
  3416.355       8.344363       4.778133       3847256.      0.2746217E-04
  3416.888       8.345880       4.778300       3847754.      0.2743787E-04
  3417.415       8.347629       4.778816       3848198.      0.2741161E-04
  3417.952       8.349394       4.779353       3848627.      0.2738600E-04
  3418.479       8.351140       4.779868       3849090.      0.2735991E-04
  3419.021       8.352911       4.780376       3849512.      0.2733424E-04
  3419.547       8.354655       4.780891       3849948.      0.2730827E-04
  3420.072       8.356397       4.781405       3850407.      0.2728239E-04
  3420.608       8.358153       4.781930       3850812.      0.2725705E-04
  3421.133       8.359892       4.782443       3851269.      0.2723124E-04
  3421.609       8.361368       4.782619       3851637.      0.2720348E-04
  3422.133       8.363105       4.783131       3852046.      0.2717765E-04
  3422.657       8.364841       4.783644       3852502.      0.2715206E-04
  3423.181       8.366575       4.784155       3852959.      0.2712641E-04
  3423.704       8.368308       4.784667       3853368.      0.2710087E-04
  3424.227       8.370040       4.785178       3853812.      0.2707535E-04
  3424.749       8.371771       4.785688       3854252.      0.2704991E-04
  3425.316       8.373549       4.786199       3854737.      0.2702699E-04
  3425.838       8.375277       4.786709       3855127.      0.2700164E-04
  3426.359       8.377002       4.787218       3855600.      0.2697634E-04
  3426.880       8.378727       4.787727       3856028.      0.2695112E-04
  3427.477       8.380786       4.788611       3856538.      0.2692933E-04
  3427.998       8.382508       4.789119       3856967.      0.2690426E-04
  3428.527       8.384228       4.789612       3857405.      0.2687982E-04
  3429.047       8.385946       4.790119       3857879.      0.2685475E-04
  3429.588       8.387753       4.790685       3858290.      0.2683045E-04
  3430.108       8.389470       4.791192       3858740.      0.2680553E-04
  3430.627       8.391185       4.791698       3859192.      0.2678065E-04
  3431.153       8.392889       4.792185       3859631.      0.2675653E-04
  3431.672       8.394603       4.792691       3860024.      0.2673181E-04
  3432.199       8.396337       4.793225       3860509.      0.2670755E-04
  3432.717       8.398046       4.793730       3860968.      0.2668289E-04
  3433.207       8.399534       4.793948       3861323.      0.2665746E-04
  3433.724       8.401241       4.794452       3861763.      0.2663293E-04
  3434.241       8.402948       4.794955       3862205.      0.2660841E-04
  3434.757       8.404654       4.795458       3862599.      0.2658393E-04
  3435.273       8.406358       4.795961       3863029.      0.2655957E-04
  3435.789       8.408061       4.796464       3863439.      0.2653516E-04
  3436.305       8.409762       4.796966       3863875.      0.2651087E-04
  3436.895       8.411746       4.797772       3864410.      0.2648997E-04
  3437.410       8.413445       4.798274       3864823.      0.2646579E-04
  3437.935       8.415184       4.798807       3865303.      0.2644225E-04
  3438.450       8.416880       4.799307       3865731.      0.2641805E-04
  3438.973       8.418578       4.799805       3866144.      0.2639463E-04
  3439.487       8.420271       4.800305       3866576.      0.2637058E-04
  3440.010       8.421978       4.800821       3867012.      0.2634726E-04
  3440.523       8.423669       4.801320       3867441.      0.2632336E-04
  3441.036       8.425359       4.801818       3867870.      0.2629956E-04
  3441.558       8.427045       4.802311       3868350.      0.2627645E-04
  3187.257       7.069014       3.474698       3611097.      0.2711765E-04
  3187.866       7.775959       4.464292       3611585.      0.2709308E-04
  3188.553       7.778077       4.465016       3612192.      0.2706565E-04
  3189.178       7.779980       4.465596       3612757.      0.2703949E-04
  3229.639       7.823827       4.494710       3659449.      0.2896733E-04
  3230.245       7.825886       4.495322       3659940.      0.2893255E-04
  3230.850       7.827942       4.495933       3660481.      0.2889811E-04
  3231.455       7.829997       4.496544       3660969.      0.2886367E-04
  3232.469       7.833160       4.498007       3661908.      0.2883149E-04
  3233.073       7.835210       4.498616       3662415.      0.2879717E-04
  3233.676       7.837259       4.499225       3662925.      0.2876299E-04
  3234.279       7.839305       4.499833       3663440.      0.2872895E-04
  3234.881       7.841350       4.500440       3663929.      0.2869489E-04
  3235.483       7.843392       4.501047       3664466.      0.2866101E-04
  3236.084       7.845432       4.501653       3664952.      0.2862718E-04
  3236.685       7.847471       4.502258       3665449.      0.2859336E-04
  3237.285       7.849508       4.502863       3665932.      0.2855974E-04
  3237.885       7.851542       4.503468       3666425.      0.2852624E-04
  3238.484       7.853574       4.504071       3666942.      0.2849276E-04
  3240.778       7.860227       4.508091       3669287.      0.2846495E-04
  3241.376       7.862254       4.508692       3669807.      0.2843164E-04
  3241.973       7.864280       4.509292       3670284.      0.2839837E-04
  3242.570       7.866304       4.509892       3670773.      0.2836522E-04
  3243.166       7.868326       4.510491       3671292.      0.2833226E-04
  3342.968       8.106040       4.703515       3782499.      0.3021324E-04
  3343.538       8.107970       4.704086       3782993.      0.3017961E-04
  3344.076       8.109773       4.704667       3783403.      0.3014702E-04
  3344.645       8.111699       4.705236       3783885.      0.3011362E-04
  3345.215       8.113626       4.705805       3784322.      0.3008031E-04
  3345.783       8.115549       4.706373       3784782.      0.3004695E-04
  3346.352       8.117470       4.706941       3785262.      0.3001379E-04
  3346.919       8.119392       4.707508       3785672.      0.2998070E-04
  3347.487       8.121309       4.708074       3786149.      0.2994770E-04
  3348.054       8.123227       4.708641       3786576.      0.2991474E-04
  3348.621       8.125141       4.709206       3787039.      0.2988180E-04
  3349.187       8.127053       4.709771       3787507.      0.2984911E-04
  3349.753       8.128965       4.710336       3787945.      0.2981640E-04
  3350.375       8.131143       4.710917       3788474.      0.2978345E-04
  3350.940       8.133051       4.711481       3788910.      0.2975091E-04
  3351.504       8.134957       4.712044       3789357.      0.2971851E-04
  3352.069       8.136860       4.712607       3789814.      0.2968605E-04
  3352.632       8.138762       4.713169       3790267.      0.2965378E-04
  3353.196       8.140663       4.713731       3790699.      0.2962157E-04
  3353.759       8.142561       4.714293       3791180.      0.2958940E-04
  3354.329       8.144496       4.714864       3791631.      0.2955770E-04
  3354.891       8.146392       4.715424       3792068.      0.2952568E-04
  3363.191       8.172338       4.724659       3802244.      0.2939475E-04
  3363.749       8.174217       4.725214       3802702.      0.2936333E-04
  3364.307       8.176095       4.725768       3803124.      0.2933206E-04
  3364.864       8.177970       4.726322       3803583.      0.2930082E-04
  3365.421       8.179844       4.726875       3804035.      0.2926968E-04
  3365.977       8.181716       4.727428       3804475.      0.2923865E-04
  3366.533       8.183588       4.727980       3804919.      0.2920775E-04
  3367.089       8.185457       4.728532       3805359.      0.2917674E-04
  3367.644       8.187324       4.729083       3805823.      0.2914591E-04
  3388.475       8.250114       4.748276       3831878.      0.2886356E-04
  3389.020       8.251942       4.748815       3832321.      0.2883412E-04
  3389.565       8.253768       4.749353       3832761.      0.2880466E-04
  3390.109       8.255593       4.749890       3833194.      0.2877546E-04
  3390.653       8.257416       4.750427       3833635.      0.2874616E-04
  3393.039       8.264648       4.752372       3836425.      0.2869488E-04
  3393.581       8.266465       4.752907       3836850.      0.2866588E-04
  3394.144       8.268344       4.753461       3837334.      0.2863751E-04
  3394.686       8.270157       4.753995       3837776.      0.2860861E-04
  3395.276       8.272105       4.754539       3838293.      0.2858087E-04
  3395.817       8.273915       4.755072       3838721.      0.2855221E-04
  3396.357       8.275724       4.755605       3839143.      0.2852352E-04
  3396.897       8.277531       4.756138       3839574.      0.2849490E-04
  3397.437       8.279335       4.756670       3840053.      0.2846636E-04
  3397.977       8.281139       4.757201       3840520.      0.2843788E-04
  3398.516       8.282942       4.757733       3840923.      0.2840945E-04
  3399.103       8.284869       4.758271       3841433.      0.2838224E-04
  3399.642       8.286668       4.758802       3841873.      0.2835395E-04
  3400.218       8.288570       4.759353       3842370.      0.2832677E-04
  3400.756       8.290366       4.759882       3842802.      0.2829867E-04
  3401.293       8.292161       4.760411       3843242.      0.2827057E-04
  3401.830       8.293953       4.760940       3843686.      0.2824252E-04
  3402.367       8.295745       4.761468       3844103.      0.2821462E-04
  3402.903       8.297535       4.761996       3844573.      0.2818670E-04
  3403.439       8.299324       4.762523       3844993.      0.2815891E-04
  3404.013       8.301207       4.763069       3845488.      0.2813220E-04
  3404.548       8.302993       4.763596       3845934.      0.2810451E-04
  3405.124       8.304867       4.764125       3846425.      0.2807802E-04
  3405.658       8.306649       4.764651       3846860.      0.2805046E-04
  3406.193       8.308430       4.765176       3847303.      0.2802297E-04
  3406.727       8.310210       4.765701       3847719.      0.2799550E-04
  3407.260       8.311987       4.766225       3848181.      0.2796811E-04
  3407.793       8.313764       4.766749       3848600.      0.2794077E-04
  3408.326       8.315539       4.767273       3849046.      0.2791351E-04
  3408.885       8.317352       4.767785       3849533.      0.2788736E-04
  3409.417       8.319125       4.768307       3849957.      0.2786019E-04
  3409.968       8.320975       4.768872       3850409.      0.2783356E-04
  3410.499       8.322744       4.769393       3850847.      0.2780655E-04
  3411.040       8.324527       4.769921       3851313.      0.2778014E-04
  3411.571       8.326294       4.770442       3851737.      0.2775321E-04
  3412.102       8.328058       4.770963       3852178.      0.2772638E-04
  3412.632       8.329822       4.771483       3852620.      0.2769962E-04
  3413.197       8.331668       4.772016       3853141.      0.2767411E-04
  3413.726       8.333428       4.772535       3853549.      0.2764743E-04
  3414.255       8.335187       4.773054       3853987.      0.2762078E-04
  3414.812       8.336954       4.773554       3854468.      0.2759555E-04
  3415.341       8.338710       4.774072       3854913.      0.2756908E-04
  3415.869       8.340465       4.774590       3855338.      0.2754263E-04
  3416.397       8.342217       4.775107       3855773.      0.2751622E-04
  3416.924       8.343970       4.775624       3856214.      0.2748992E-04
  3417.451       8.345721       4.776140       3856640.      0.2746367E-04
  3418.015       8.347613       4.776727       3857087.      0.2743906E-04
  3418.541       8.349360       4.777243       3857560.      0.2741291E-04
  3419.068       8.351106       4.777758       3857976.      0.2738676E-04
  3419.610       8.352883       4.778274       3858466.      0.2736133E-04
  3420.136       8.354626       4.778789       3858896.      0.2733536E-04
  3420.672       8.356374       4.779307       3859318.      0.2731006E-04
  3421.197       8.358113       4.779821       3859779.      0.2728411E-04
  3421.721       8.359853       4.780334       3860217.      0.2725835E-04
  3422.246       8.361591       4.780847       3860667.      0.2723255E-04
  3422.787       8.363337       4.781364       3861084.      0.2720805E-04
  3423.310       8.365072       4.781876       3861535.      0.2718229E-04
  3423.834       8.366806       4.782387       3861938.      0.2715674E-04
  3424.384       8.368579       4.782896       3862422.      0.2713244E-04
  3424.906       8.370310       4.783406       3862888.      0.2710699E-04
  3425.429       8.372040       4.783917       3863284.      0.2708159E-04
  3425.950       8.373768       4.784427       3863752.      0.2705612E-04
  3426.481       8.375525       4.784969       3864146.      0.2703127E-04
  3427.003       8.377250       4.785478       3864621.      0.2700601E-04
  3427.533       8.378977       4.785987       3865075.      0.2698138E-04
  3428.053       8.380700       4.786496       3865495.      0.2695622E-04
  3428.603       8.382499       4.787048       3865954.      0.2693259E-04
  3429.123       8.384219       4.787556       3866411.      0.2690753E-04
  3429.643       8.385938       4.788064       3866844.      0.2688251E-04
  3430.162       8.387655       4.788571       3867283.      0.2685754E-04
  3430.681       8.389371       4.789077       3867710.      0.2683265E-04
  3431.217       8.391124       4.789584       3868142.      0.2680843E-04
  3431.736       8.392837       4.790090       3868583.      0.2678361E-04
  3432.267       8.394584       4.790615       3869044.      0.2676001E-04
  3432.785       8.396295       4.791120       3869455.      0.2673531E-04
  3433.321       8.398035       4.791669       3869948.      0.2671138E-04
  3433.838       8.399744       4.792174       3870357.      0.2668679E-04
  3434.355       8.401452       4.792678       3870792.      0.2666220E-04
  3434.871       8.403158       4.793181       3871228.      0.2663763E-04
  3435.388       8.404862       4.793684       3871666.      0.2661322E-04
  3435.908       8.406577       4.794186       3872080.      0.2658923E-04
  3436.424       8.408278       4.794688       3872532.      0.2656485E-04
  3436.951       8.409969       4.795164       3872942.      0.2654144E-04
  3437.466       8.411668       4.795666       3873389.      0.2651719E-04
  3438.019       8.413496       4.796265       3873863.      0.2649423E-04
  3438.533       8.415193       4.796766       3874328.      0.2647010E-04
  3439.047       8.416889       4.797266       3874703.      0.2644602E-04
  3439.561       8.418583       4.797766       3875133.      0.2642190E-04
  3440.075       8.420276       4.798266       3875597.      0.2639795E-04
  3440.588       8.421968       4.798765       3876015.      0.2637395E-04
  3186.419       7.065746       3.472927       3617811.      0.2722412E-04
  3187.029       7.771489       4.460954       3618328.      0.2719918E-04
  3187.717       7.773612       4.461679       3618891.      0.2717163E-04
  3188.342       7.775515       4.462261       3619482.      0.2714532E-04
  3228.750       7.818621       4.491379       3666244.      0.2909024E-04
  3229.357       7.820685       4.491993       3666798.      0.2905534E-04
  3229.910       7.822591       4.492475       3667210.      0.2902003E-04
  3230.516       7.824652       4.493087       3667668.      0.2898524E-04
  3231.531       7.827813       4.494550       3668677.      0.2895285E-04
  3232.135       7.829869       4.495161       3669170.      0.2891831E-04
  3232.740       7.831923       4.495771       3669667.      0.2888396E-04
  3233.343       7.833974       4.496380       3670161.      0.2884955E-04
  3233.946       7.836023       4.496988       3670676.      0.2881530E-04
  3234.549       7.838070       4.497596       3671186.      0.2878115E-04
  3235.151       7.840114       4.498204       3671698.      0.2874706E-04
  3235.753       7.842158       4.498810       3672189.      0.2871310E-04
  3236.354       7.844198       4.499416       3672672.      0.2867924E-04
  3236.955       7.846236       4.500022       3673207.      0.2864549E-04
