|6.6.6
echon_4.tab                                                                                         
           2
P(bar)  
   1.0000000000000000     
   201.33557046979865     
         150
T(K)    
   273.00000000000000     
   10.050251256281408     
         200
           5
rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K     
  3494.382       7.803613       4.482977       3867358.      0.2899791E-04
  3494.992       7.805879       4.483550       3867846.      0.2895809E-04
  3495.601       7.808145       4.484121       3868294.      0.2891846E-04
  3496.210       7.810406       4.484692       3868795.      0.2887888E-04
  3496.818       7.812665       4.485263       3869272.      0.2883934E-04
  3497.426       7.814923       4.485833       3869730.      0.2880005E-04
  3498.033       7.817177       4.486402       3870214.      0.2876084E-04
  3498.639       7.819429       4.486972       3870711.      0.2872181E-04
  3499.245       7.821679       4.487540       3871185.      0.2868283E-04
  3500.330       7.825798       4.488728       3872247.      0.2864867E-04
  3500.934       7.828040       4.489295       3872726.      0.2860998E-04
  3501.538       7.830281       4.489862       3873184.      0.2857150E-04
  3502.142       7.832519       4.490429       3873674.      0.2853301E-04
  3502.744       7.834753       4.490995       3874167.      0.2849466E-04
  3503.347       7.836987       4.491560       3874639.      0.2845645E-04
  3503.949       7.839218       4.492125       3875096.      0.2841831E-04
  3504.550       7.841446       4.492690       3875590.      0.2838034E-04
  3505.150       7.843673       4.493254       3876039.      0.2834243E-04
  3505.751       7.845895       4.493817       3876555.      0.2830467E-04
  3506.350       7.848117       4.494380       3877014.      0.2826700E-04
  3506.949       7.850337       4.494943       3877470.      0.2822946E-04
  3507.548       7.852553       4.495505       3877945.      0.2819195E-04
  3508.146       7.854768       4.496067       3878430.      0.2815469E-04
  3508.743       7.856981       4.496628       3878902.      0.2811745E-04
  3509.340       7.859190       4.497189       3879390.      0.2808029E-04
  3509.937       7.861399       4.497749       3879839.      0.2804335E-04
  3510.533       7.863603       4.498309       3880336.      0.2800641E-04
  3511.465       7.867050       4.499265       3881212.      0.2797565E-04
  3512.059       7.869249       4.499824       3881711.      0.2793906E-04
  3512.654       7.871445       4.500382       3882197.      0.2790247E-04
  3513.247       7.873641       4.500940       3882640.      0.2786604E-04
  3513.840       7.875833       4.501497       3883133.      0.2782970E-04
  3514.433       7.878023       4.502054       3883599.      0.2779349E-04
  3515.025       7.880210       4.502610       3884084.      0.2775739E-04
  3515.617       7.882396       4.503166       3884558.      0.2772135E-04
  3516.208       7.884580       4.503721       3885020.      0.2768542E-04
  3516.798       7.886760       4.504276       3885504.      0.2764959E-04
  3517.388       7.888940       4.504831       3885973.      0.2761387E-04
  3517.978       7.891116       4.505385       3886450.      0.2757824E-04
  3518.567       7.893291       4.505939       3886931.      0.2754276E-04
  3519.155       7.895464       4.506492       3887385.      0.2750738E-04
  3519.743       7.897634       4.507044       3887852.      0.2747205E-04
  3520.331       7.899803       4.507597       3888326.      0.2743686E-04
  3520.918       7.901967       4.508148       3888825.      0.2740172E-04
  3521.504       7.904132       4.508700       3889275.      0.2736666E-04
  3522.314       7.907055       4.509518       3890044.      0.2733861E-04
  3522.899       7.909214       4.510068       3890514.      0.2730381E-04
  3523.484       7.911370       4.510618       3890987.      0.2726913E-04
  3524.069       7.913524       4.511167       3891441.      0.2723452E-04
  3524.653       7.915676       4.511716       3891926.      0.2719998E-04
  3525.236       7.917826       4.512265       3892379.      0.2716563E-04
  3525.819       7.919974       4.512813       3892850.      0.2713131E-04
  3526.401       7.922119       4.513361       3893348.      0.2709709E-04
  3526.983       7.924264       4.513908       3893793.      0.2706293E-04
  3527.565       7.926405       4.514454       3894256.      0.2702890E-04
  3528.146       7.928543       4.515001       3894748.      0.2699496E-04
  3528.726       7.930681       4.515547       3895211.      0.2696109E-04
  3529.306       7.932815       4.516092       3895694.      0.2692735E-04
  3529.886       7.934948       4.516637       3896176.      0.2689371E-04
  3530.465       7.937080       4.517182       3896619.      0.2686015E-04
  3531.043       7.939208       4.517726       3897107.      0.2682669E-04
  3531.621       7.941336       4.518269       3897573.      0.2679327E-04
  3532.398       7.944138       4.519064       3898314.      0.2676723E-04
  3532.975       7.946259       4.519607       3898791.      0.2673407E-04
  3533.552       7.948380       4.520149       3899239.      0.2670097E-04
  3534.128       7.950498       4.520691       3899708.      0.2666793E-04
  3534.703       7.952613       4.521232       3900186.      0.2663503E-04
  3535.278       7.954727       4.521773       3900641.      0.2660217E-04
  3535.853       7.956839       4.522314       3901121.      0.2656944E-04
  3536.427       7.958948       4.522854       3901588.      0.2653675E-04
  3537.001       7.961056       4.523394       3902064.      0.2650418E-04
  3537.574       7.963162       4.523933       3902520.      0.2647172E-04
  3538.147       7.965266       4.524472       3902974.      0.2643932E-04
  3538.719       7.967367       4.525010       3903461.      0.2640704E-04
  3539.291       7.969467       4.525548       3903919.      0.2637477E-04
  3539.862       7.971565       4.526086       3904372.      0.2634267E-04
  3540.433       7.973661       4.526623       3904843.      0.2631059E-04
  3260.360       6.855921       3.510358       3622165.      0.2587463E-04
  3261.054       7.380744       4.232142       3622791.      0.2585003E-04
  3363.963       7.429718       4.294344       3740312.      0.3127711E-04
  3364.642       7.432254       4.294980       3740827.      0.3122567E-04
  3365.564       7.435047       4.296072       3741632.      0.3118214E-04
  3366.242       7.437576       4.296706       3742150.      0.3113102E-04
  3366.918       7.440102       4.297340       3742660.      0.3108007E-04
  3367.595       7.442624       4.297974       3743174.      0.3102937E-04
  3368.825       7.445739       4.299640       3744362.      0.3099619E-04
  3369.499       7.448257       4.300272       3744877.      0.3094573E-04
  3370.173       7.450770       4.300903       3745428.      0.3089551E-04
  3370.847       7.453282       4.301534       3745913.      0.3084534E-04
  3371.519       7.455791       4.302164       3746420.      0.3079543E-04
  3372.191       7.458295       4.302793       3746956.      0.3074577E-04
  3372.862       7.460798       4.303422       3747445.      0.3069623E-04
  3373.532       7.463295       4.304050       3747982.      0.3064685E-04
  3374.202       7.465791       4.304677       3748478.      0.3059764E-04
  3374.871       7.468282       4.305304       3749018.      0.3054868E-04
  3375.539       7.470773       4.305930       3749509.      0.3049980E-04
  3379.799       7.478052       4.313330       3754362.      0.3056449E-04
  3380.466       7.480539       4.313953       3754854.      0.3051573E-04
  3381.133       7.483022       4.314576       3755379.      0.3046710E-04
  3381.798       7.485503       4.315198       3755866.      0.3041869E-04
  3382.463       7.487978       4.315819       3756412.      0.3037046E-04
  3383.127       7.490452       4.316440       3756911.      0.3032234E-04
  3383.790       7.492923       4.317060       3757430.      0.3027447E-04
  3384.453       7.495392       4.317680       3757937.      0.3022675E-04
  3385.115       7.497856       4.318299       3758444.      0.3017921E-04
  3445.326       7.640410       4.419900       3827326.      0.3086426E-04
  3445.971       7.642829       4.420503       3827791.      0.3081736E-04
  3446.616       7.645243       4.421105       3828299.      0.3077064E-04
  3464.441       7.688549       4.451456       3848482.      0.3093642E-04
  3465.080       7.690948       4.452052       3848972.      0.3088997E-04
  3465.718       7.693342       4.452648       3849467.      0.3084379E-04
  3466.355       7.695734       4.453243       3849965.      0.3079776E-04
  3467.913       7.701945       4.455270       3851474.      0.3074486E-04
  3468.548       7.704327       4.455864       3851964.      0.3069922E-04
  3469.183       7.706705       4.456457       3852466.      0.3065372E-04
  3469.817       7.709083       4.457050       3852907.      0.3060849E-04
  3470.451       7.711455       4.457642       3853436.      0.3056337E-04
  3471.083       7.713827       4.458233       3853915.      0.3051837E-04
  3471.716       7.716195       4.458825       3854370.      0.3047354E-04
  3472.347       7.718560       4.459415       3854880.      0.3042881E-04
  3472.978       7.720922       4.460005       3855351.      0.3038424E-04
  3473.608       7.723282       4.460594       3855835.      0.3033990E-04
  3474.238       7.725639       4.461183       3856314.      0.3029558E-04
  3475.976       7.732542       4.463118       3858053.      0.3024354E-04
  3476.604       7.734887       4.463706       3858535.      0.3019976E-04
  3477.230       7.737231       4.464293       3859034.      0.3015610E-04
  3477.857       7.739571       4.464880       3859513.      0.3011262E-04
  3478.482       7.741910       4.465466       3859988.      0.3006918E-04
  3479.108       7.744246       4.466051       3860447.      0.3002594E-04
  3479.732       7.746578       4.466636       3860943.      0.2998286E-04
  3480.356       7.748908       4.467220       3861435.      0.2993993E-04
  3480.979       7.751236       4.467804       3861916.      0.2989706E-04
  3481.602       7.753560       4.468387       3862390.      0.2985447E-04
  3482.224       7.755882       4.468970       3862871.      0.2981192E-04
  3482.845       7.758202       4.469552       3863358.      0.2976946E-04
  3483.466       7.760519       4.470134       3863837.      0.2972725E-04
  3484.087       7.762833       4.470715       3864314.      0.2968513E-04
  3484.706       7.765144       4.471296       3864801.      0.2964314E-04
  3485.325       7.767452       4.471876       3865302.      0.2960124E-04
  3485.944       7.769760       4.472456       3865759.      0.2955952E-04
  3486.562       7.772064       4.473035       3866230.      0.2951789E-04
  3487.837       7.776964       4.474361       3867497.      0.2947601E-04
  3488.453       7.779260       4.474939       3867978.      0.2943472E-04
  3489.068       7.781553       4.475517       3868440.      0.2939358E-04
  3489.683       7.783843       4.476094       3868930.      0.2935260E-04
  3490.298       7.786131       4.476670       3869412.      0.2931181E-04
  3490.912       7.788415       4.477246       3869907.      0.2927105E-04
  3491.525       7.790699       4.477821       3870367.      0.2923043E-04
  3492.138       7.792979       4.478396       3870846.      0.2918992E-04
  3492.750       7.795256       4.478971       3871347.      0.2914954E-04
  3493.362       7.797531       4.479544       3871804.      0.2910932E-04
  3493.973       7.799804       4.480118       3872282.      0.2906915E-04
  3494.583       7.802074       4.480691       3872783.      0.2902923E-04
  3495.193       7.804343       4.481263       3873246.      0.2898935E-04
  3495.803       7.806607       4.481835       3873747.      0.2894960E-04
  3496.412       7.808871       4.482406       3874220.      0.2891003E-04
  3497.020       7.811131       4.482977       3874693.      0.2887048E-04
  3497.628       7.813390       4.483547       3875164.      0.2883110E-04
  3498.235       7.815644       4.484117       3875673.      0.2879185E-04
  3499.320       7.819771       4.485305       3876718.      0.2875748E-04
  3499.926       7.822020       4.485873       3877185.      0.2871848E-04
  3500.531       7.824266       4.486442       3877671.      0.2867963E-04
  3501.135       7.826509       4.487009       3878143.      0.2864088E-04
  3501.740       7.828751       4.487577       3878618.      0.2860227E-04
  3502.343       7.830989       4.488143       3879104.      0.2856376E-04
  3502.946       7.833224       4.488710       3879590.      0.2852538E-04
  3503.548       7.835460       4.489275       3880051.      0.2848716E-04
  3504.150       7.837691       4.489841       3880533.      0.2844893E-04
  3504.752       7.839921       4.490405       3881009.      0.2841094E-04
  3505.352       7.842147       4.490970       3881491.      0.2837300E-04
  3505.953       7.844372       4.491533       3881951.      0.2833513E-04
  3506.552       7.846595       4.492097       3882422.      0.2829743E-04
  3507.152       7.848814       4.492660       3882921.      0.2825986E-04
  3507.750       7.851031       4.493222       3883403.      0.2822233E-04
  3508.348       7.853248       4.493784       3883854.      0.2818497E-04
  3508.946       7.855460       4.494345       3884337.      0.2814775E-04
  3509.543       7.857671       4.494906       3884813.      0.2811059E-04
  3510.476       7.861125       4.495863       3885717.      0.2807947E-04
  3511.072       7.863329       4.496423       3886186.      0.2804257E-04
  3511.667       7.865532       4.496982       3886663.      0.2800578E-04
  3512.262       7.867732       4.497541       3887139.      0.2796908E-04
  3512.856       7.869930       4.498099       3887617.      0.2793250E-04
  3513.450       7.872125       4.498657       3888074.      0.2789601E-04
  3514.043       7.874318       4.499215       3888556.      0.2785966E-04
  3514.635       7.876510       4.499772       3889019.      0.2782339E-04
  3515.228       7.878697       4.500329       3889521.      0.2778725E-04
  3515.819       7.880884       4.500885       3889974.      0.2775115E-04
  3516.410       7.883069       4.501440       3890437.      0.2771518E-04
  3517.001       7.885250       4.501996       3890923.      0.2767932E-04
  3517.591       7.887429       4.502550       3891409.      0.2764355E-04
  3518.181       7.889608       4.503105       3891865.      0.2760787E-04
  3518.770       7.891783       4.503658       3892343.      0.2757234E-04
  3519.358       7.893956       4.504212       3892829.      0.2753691E-04
  3519.946       7.896128       4.504765       3893300.      0.2750151E-04
  3520.534       7.898296       4.505317       3893772.      0.2746631E-04
  3521.345       7.901226       4.506135       3894541.      0.2743795E-04
  3521.931       7.903390       4.506687       3895007.      0.2740292E-04
  3522.517       7.905551       4.507238       3895465.      0.2736807E-04
  3523.103       7.907711       4.507788       3895930.      0.2733322E-04
  3523.687       7.909867       4.508339       3896424.      0.2729842E-04
  3524.272       7.912022       4.508888       3896881.      0.2726379E-04
  3524.856       7.914175       4.509437       3897369.      0.2722924E-04
  3525.439       7.916325       4.509986       3897834.      0.2719479E-04
  3526.022       7.918472       4.510534       3898329.      0.2716044E-04
  3526.605       7.920619       4.511082       3898789.      0.2712619E-04
  3527.187       7.922765       4.511630       3899220.      0.2709198E-04
  3527.768       7.924905       4.512177       3899734.      0.2705793E-04
  3528.349       7.927046       4.512723       3900184.      0.2702399E-04
  3528.930       7.929185       4.513269       3900648.      0.2699005E-04
  3529.510       7.931320       4.513815       3901116.      0.2695625E-04
  3530.090       7.933453       4.514360       3901605.      0.2692255E-04
  3530.669       7.935586       4.514905       3902065.      0.2688892E-04
  3531.446       7.938394       4.515700       3902807.      0.2686271E-04
  3532.024       7.940520       4.516243       3903273.      0.2682932E-04
  3532.602       7.942646       4.516787       3903730.      0.2679597E-04
  3533.179       7.944767       4.517330       3904215.      0.2676275E-04
  3533.756       7.946889       4.517872       3904679.      0.2672963E-04
  3534.332       7.949007       4.518414       3905150.      0.2669657E-04
  3534.907       7.951123       4.518956       3905620.      0.2666360E-04
  3535.482       7.953237       4.519497       3906098.      0.2663075E-04
  3536.057       7.955350       4.520038       3906561.      0.2659794E-04
  3536.631       7.957461       4.520578       3906999.      0.2656525E-04
  3537.205       7.959569       4.521118       3907486.      0.2653263E-04
  3537.779       7.961676       4.521657       3907935.      0.2650012E-04
  3538.351       7.963779       4.522197       3908443.      0.2646768E-04
  3538.924       7.965882       4.522735       3908901.      0.2643537E-04
  3539.496       7.967983       4.523273       3909356.      0.2640308E-04
  3259.515       6.852294       3.507955       3626250.      0.2596625E-04
  3260.209       7.376272       4.228705       3626873.      0.2594179E-04
  3362.939       7.423228       4.290902       3744478.      0.3141296E-04
  3363.619       7.425770       4.291539       3745004.      0.3136097E-04
  3364.507       7.428590       4.292570       3745790.      0.3131626E-04
  3365.186       7.431128       4.293206       3746281.      0.3126466E-04
  3365.865       7.433661       4.293841       3746812.      0.3121336E-04
  3366.542       7.436191       4.294475       3747311.      0.3116214E-04
  3367.773       7.439307       4.296143       3748504.      0.3112874E-04
  3368.449       7.441832       4.296776       3749006.      0.3107779E-04
  3369.125       7.444353       4.297409       3749532.      0.3102705E-04
  3369.799       7.446873       4.298041       3750047.      0.3097657E-04
  3370.473       7.449388       4.298672       3750561.      0.3092627E-04
  3371.147       7.451900       4.299303       3751082.      0.3087611E-04
  3371.819       7.454409       4.299933       3751580.      0.3082614E-04
  3372.491       7.456914       4.300562       3752100.      0.3077635E-04
  3373.162       7.459418       4.301191       3752597.      0.3072679E-04
  3373.832       7.461916       4.301819       3753134.      0.3067733E-04
  3374.502       7.464413       4.302446       3753636.      0.3062810E-04
  3378.759       7.471676       4.309844       3758479.      0.3069312E-04
  3379.428       7.474170       4.310469       3758996.      0.3064393E-04
  3380.095       7.476659       4.311093       3759514.      0.3059491E-04
  3380.762       7.479147       4.311716       3760013.      0.3054606E-04
  3381.428       7.481630       4.312339       3760549.      0.3049747E-04
  3382.094       7.484111       4.312961       3761048.      0.3044892E-04
  3382.759       7.486589       4.313583       3761564.      0.3040061E-04
  3383.423       7.489064       4.314203       3762059.      0.3035256E-04
  3384.087       7.491534       4.314824       3762585.      0.3030449E-04
  3403.043       7.536476       4.346149       3784160.      0.3048779E-04
  3403.700       7.538930       4.346764       3784652.      0.3044034E-04
  3404.357       7.541379       4.347378       3785169.      0.3039295E-04
  3463.362       7.682157       4.447960       3852807.      0.3106216E-04
  3464.002       7.684562       4.448558       3853280.      0.3101545E-04
  3464.642       7.686965       4.449155       3853772.      0.3096883E-04
  3465.280       7.689363       4.449752       3854276.      0.3092246E-04
  3466.839       7.695587       4.451779       3855802.      0.3086893E-04
  3467.476       7.697977       4.452374       3856257.      0.3082307E-04
  3468.112       7.700362       4.452968       3856760.      0.3077717E-04
  3468.748       7.702745       4.453563       3857239.      0.3073143E-04
  3469.383       7.705125       4.454156       3857728.      0.3068596E-04
  3470.017       7.707504       4.454749       3858207.      0.3064063E-04
  3470.650       7.709877       4.455342       3858724.      0.3059542E-04
  3471.283       7.712250       4.455934       3859186.      0.3055040E-04
  3471.915       7.714619       4.456525       3859664.      0.3050552E-04
  3472.547       7.716985       4.457116       3860155.      0.3046072E-04
  3473.178       7.719348       4.457706       3860641.      0.3041609E-04
  3474.918       7.726268       4.459642       3862352.      0.3036343E-04
  3475.546       7.728620       4.460231       3862864.      0.3031927E-04
  3476.175       7.730970       4.460819       3863345.      0.3027528E-04
  3476.802       7.733317       4.461407       3863820.      0.3023143E-04
  3477.429       7.735661       4.461995       3864317.      0.3018774E-04
  3478.056       7.738003       4.462581       3864789.      0.3014423E-04
  3478.682       7.740343       4.463168       3865272.      0.3010079E-04
  3479.307       7.742679       4.463753       3865751.      0.3005747E-04
  3479.931       7.745012       4.464339       3866242.      0.3001436E-04
  3480.555       7.747343       4.464923       3866715.      0.2997128E-04
  3481.179       7.749671       4.465507       3867203.      0.2992850E-04
  3481.801       7.751998       4.466091       3867670.      0.2988571E-04
  3482.424       7.754320       4.466674       3868173.      0.2984314E-04
  3483.045       7.756641       4.467257       3868641.      0.2980066E-04
  3483.666       7.758959       4.467839       3869123.      0.2975836E-04
  3484.287       7.761273       4.468420       3869617.      0.2971613E-04
  3484.906       7.763585       4.469001       3870098.      0.2967411E-04
  3485.526       7.765896       4.469581       3870574.      0.2963217E-04
  3486.801       7.770810       4.470909       3871805.      0.2958984E-04
  3487.419       7.773111       4.471488       3872305.      0.2954824E-04
  3488.036       7.775409       4.472067       3872789.      0.2950680E-04
  3488.652       7.777706       4.472645       3873275.      0.2946556E-04
  3489.268       7.780000       4.473223       3873738.      0.2942437E-04
  3489.883       7.782291       4.473800       3874214.      0.2938332E-04
  3490.498       7.784580       4.474376       3874695.      0.2934244E-04
  3491.112       7.786866       4.474953       3875180.      0.2930159E-04
  3491.725       7.789150       4.475528       3875655.      0.2926096E-04
  3492.338       7.791431       4.476103       3876124.      0.2922041E-04
  3492.950       7.793709       4.476678       3876620.      0.2917997E-04
  3493.562       7.795986       4.477252       3877092.      0.2913975E-04
  3494.173       7.798259       4.477826       3877581.      0.2909957E-04
  3494.784       7.800530       4.478399       3878058.      0.2905955E-04
  3495.394       7.802799       4.478971       3878547.      0.2901964E-04
  3496.003       7.805065       4.479543       3879000.      0.2897980E-04
  3496.612       7.807329       4.480115       3879484.      0.2894017E-04
  3497.221       7.809590       4.480686       3879980.      0.2890065E-04
  3498.307       7.813726       4.481874       3881036.      0.2886585E-04
  3498.914       7.815980       4.482444       3881510.      0.2882660E-04
  3499.520       7.818231       4.483013       3882006.      0.2878745E-04
  3500.126       7.820481       4.483582       3882459.      0.2874846E-04
  3500.731       7.822728       4.484151       3882952.      0.2870958E-04
  3501.336       7.824972       4.484719       3883435.      0.2867076E-04
  3501.940       7.827214       4.485286       3883913.      0.2863216E-04
  3502.544       7.829453       4.485853       3884389.      0.2859355E-04
  3503.147       7.831691       4.486419       3884853.      0.2855512E-04
  3503.749       7.833925       4.486985       3885347.      0.2851684E-04
  3504.351       7.836159       4.487551       3885807.      0.2847866E-04
  3504.953       7.838388       4.488116       3886292.      0.2844051E-04
  3505.553       7.840616       4.488681       3886772.      0.2840255E-04
  3506.154       7.842843       4.489245       3887217.      0.2836467E-04
  3506.754       7.845064       4.489808       3887716.      0.2832689E-04
  3507.353       7.847286       4.490371       3888184.      0.2828931E-04
  3507.952       7.849504       4.490934       3888669.      0.2825173E-04
  3508.550       7.851720       4.491496       3889163.      0.2821430E-04
  3509.483       7.855183       4.492453       3890045.      0.2818294E-04
  3510.080       7.857392       4.493014       3890519.      0.2814580E-04
  3510.677       7.859600       4.493575       3890981.      0.2810873E-04
  3511.273       7.861805       4.494135       3891462.      0.2807180E-04
  3511.868       7.864007       4.494694       3891957.      0.2803492E-04
  3512.463       7.866208       4.495253       3892432.      0.2799818E-04
  3513.057       7.868407       4.495812       3892882.      0.2796158E-04
  3513.651       7.870603       4.496370       3893383.      0.2792507E-04
  3514.244       7.872797       4.496928       3893853.      0.2788859E-04
  3514.837       7.874989       4.497485       3894313.      0.2785232E-04
  3515.429       7.877178       4.498042       3894801.      0.2781609E-04
  3516.021       7.879365       4.498599       3895262.      0.2778000E-04
  3516.612       7.881551       4.499154       3895743.      0.2774401E-04
  3517.203       7.883733       4.499710       3896208.      0.2770808E-04
  3517.793       7.885913       4.500265       3896686.      0.2767230E-04
  3518.383       7.888092       4.500819       3897173.      0.2763662E-04
  3518.972       7.890269       4.501373       3897617.      0.2760104E-04
  3519.561       7.892443       4.501927       3898095.      0.2756547E-04
  3520.372       7.895379       4.502746       3898875.      0.2753693E-04
  3520.960       7.897548       4.503298       3899355.      0.2750166E-04
  3521.547       7.899714       4.503850       3899816.      0.2746648E-04
  3522.133       7.901879       4.504402       3900275.      0.2743144E-04
  3522.719       7.904040       4.504953       3900762.      0.2739642E-04
  3523.305       7.906200       4.505504       3901243.      0.2736154E-04
  3523.890       7.908359       4.506054       3901698.      0.2732675E-04
  3524.474       7.910512       4.506604       3902195.      0.2729211E-04
  3525.058       7.912666       4.507153       3902659.      0.2725748E-04
  3525.642       7.914819       4.507702       3903113.      0.2722305E-04
  3526.225       7.916967       4.508251       3903606.      0.2718861E-04
  3526.807       7.919114       4.508799       3904068.      0.2715433E-04
  3527.389       7.921259       4.509347       3904532.      0.2712010E-04
  3527.971       7.923402       4.509894       3905016.      0.2708596E-04
  3528.552       7.925543       4.510441       3905468.      0.2705199E-04
  3529.133       7.927682       4.510987       3905949.      0.2701807E-04
  3529.713       7.929819       4.511533       3906417.      0.2698426E-04
  3530.491       7.932632       4.512328       3907169.      0.2695777E-04
  3531.070       7.934765       4.512872       3907625.      0.2692419E-04
  3531.649       7.936893       4.513417       3908097.      0.2689057E-04
  3532.227       7.939021       4.513961       3908572.      0.2685719E-04
  3532.805       7.941146       4.514504       3909040.      0.2682375E-04
  3533.382       7.943270       4.515048       3909501.      0.2679050E-04
  3533.959       7.945390       4.515590       3909988.      0.2675733E-04
  3534.535       7.947510       4.516133       3910438.      0.2672425E-04
  3535.110       7.949626       4.516674       3910925.      0.2669122E-04
  3535.686       7.951742       4.517216       3911393.      0.2665836E-04
  3536.260       7.953855       4.517757       3911853.      0.2662548E-04
  3536.835       7.955966       4.518297       3912310.      0.2659276E-04
  3537.409       7.958075       4.518837       3912800.      0.2656014E-04
  3537.982       7.960182       4.519377       3913258.      0.2652757E-04
  3538.555       7.962288       4.519916       3913714.      0.2649506E-04
  3258.677       6.848661       3.505540       3630243.      0.2605831E-04
  3259.372       7.371816       4.225287       3630861.      0.2603340E-04
  3361.987       7.416667       4.287580       3748623.      0.3155084E-04
  3362.669       7.419218       4.288219       3749153.      0.3149845E-04
  3363.569       7.422096       4.289281       3749906.      0.3145361E-04
  3364.250       7.424641       4.289919       3750431.      0.3140155E-04
  3364.807       7.427196       4.290333       3750810.      0.3134658E-04
  3365.486       7.429733       4.290969       3751324.      0.3129493E-04
  3366.718       7.432853       4.292637       3752497.      0.3126126E-04
  3367.395       7.435385       4.293272       3753011.      0.3120989E-04
  3368.072       7.437914       4.293906       3753530.      0.3115880E-04
  3368.748       7.440439       4.294539       3754046.      0.3110780E-04
  3369.424       7.442961       4.295172       3754545.      0.3105701E-04
  3370.099       7.445481       4.295804       3755076.      0.3100649E-04
  3370.773       7.447998       4.296435       3755578.      0.3095612E-04
  3371.446       7.450510       4.297066       3756111.      0.3090587E-04
  3372.118       7.453020       4.297696       3756620.      0.3085588E-04
  3372.790       7.455526       4.298326       3757133.      0.3080604E-04
  3373.461       7.458030       4.298954       3757639.      0.3075633E-04
  3377.715       7.465277       4.306350       3762497.      0.3082166E-04
  3378.385       7.467777       4.306976       3763011.      0.3077212E-04
  3379.054       7.470274       4.307602       3763525.      0.3072274E-04
  3379.722       7.472768       4.308226       3764043.      0.3067343E-04
  3380.390       7.475259       4.308851       3764547.      0.3062435E-04
  3381.057       7.477747       4.309474       3765075.      0.3057549E-04
  3381.723       7.480232       4.310097       3765561.      0.3052675E-04
  3382.389       7.482713       4.310719       3766091.      0.3047827E-04
  3383.054       7.485192       4.311341       3766582.      0.3042983E-04
  3384.408       7.488550       4.313255       3767939.      0.3040313E-04
  3385.072       7.491022       4.313875       3768448.      0.3035497E-04
  3385.735       7.493494       4.314495       3768962.      0.3030720E-04
  3461.551       7.672627       4.443192       3856159.      0.3119235E-04
  3462.193       7.675041       4.443791       3856672.      0.3114515E-04
  3462.200       7.674954       4.443407       3856444.      0.3110380E-04
  3462.841       7.677368       4.444006       3856916.      0.3105682E-04
  3465.762       7.689208       4.448279       3859978.      0.3099290E-04
  3466.400       7.691604       4.448876       3860461.      0.3094650E-04
  3467.038       7.693997       4.449472       3860940.      0.3090033E-04
  3467.674       7.696388       4.450067       3861411.      0.3085436E-04
  3468.311       7.698774       4.450662       3861904.      0.3080846E-04
  3468.946       7.701159       4.451257       3862383.      0.3076279E-04
  3469.581       7.703541       4.451851       3862873.      0.3071725E-04
  3470.215       7.705918       4.452444       3863383.      0.3067181E-04
  3470.849       7.708294       4.453037       3863849.      0.3062650E-04
  3471.482       7.710666       4.453629       3864325.      0.3058140E-04
  3472.114       7.713037       4.454220       3864801.      0.3053649E-04
  3473.855       7.719972       4.456158       3866551.      0.3048317E-04
  3474.485       7.722331       4.456748       3867034.      0.3043871E-04
  3475.115       7.724687       4.457338       3867529.      0.3039432E-04
  3475.744       7.727041       4.457927       3868006.      0.3035016E-04
  3476.372       7.729392       4.458516       3868479.      0.3030609E-04
  3477.000       7.731740       4.459104       3868972.      0.3026213E-04
  3477.627       7.734085       4.459691       3869455.      0.3021834E-04
  3478.254       7.736429       4.460279       3869922.      0.3017479E-04
  3478.880       7.738769       4.460865       3870411.      0.3013132E-04
  3479.505       7.741106       4.461451       3870912.      0.3008796E-04
  3480.130       7.743440       4.462036       3871394.      0.3004471E-04
  3480.754       7.745772       4.462621       3871867.      0.3000171E-04
  3481.377       7.748102       4.463206       3872346.      0.2995882E-04
  3482.000       7.750429       4.463790       3872810.      0.2991600E-04
  3482.622       7.752752       4.464373       3873323.      0.2987340E-04
  3483.244       7.755073       4.464956       3873799.      0.2983092E-04
  3483.865       7.757393       4.465538       3874270.      0.2978851E-04
  3484.486       7.759709       4.466120       3874742.      0.2974627E-04
  3485.763       7.764634       4.467448       3876005.      0.2970337E-04
  3486.381       7.766941       4.468029       3876504.      0.2966151E-04
  3487.000       7.769248       4.468609       3876954.      0.2961980E-04
  3487.617       7.771548       4.469188       3877451.      0.2957815E-04
  3488.234       7.773848       4.469767       3877946.      0.2953672E-04
  3488.851       7.776147       4.470346       3878398.      0.2949535E-04
  3489.467       7.778441       4.470924       3878901.      0.2945416E-04
  3490.082       7.780733       4.471501       3879389.      0.2941303E-04
  3490.697       7.783022       4.472078       3879844.      0.2937210E-04
  3491.311       7.785310       4.472654       3880336.      0.2933124E-04
  3491.924       7.787596       4.473230       3880787.      0.2929059E-04
  3492.537       7.789877       4.473806       3881269.      0.2924994E-04
  3493.150       7.792156       4.474380       3881765.      0.2920954E-04
  3493.761       7.794433       4.474955       3882253.      0.2916919E-04
  3494.373       7.796707       4.475529       3882731.      0.2912896E-04
  3494.983       7.798979       4.476102       3883206.      0.2908887E-04
  3495.594       7.801248       4.476675       3883700.      0.2904890E-04
  3496.203       7.803515       4.477247       3884182.      0.2900909E-04
  3497.290       7.807661       4.478435       3885232.      0.2897398E-04
  3497.898       7.809921       4.479006       3885708.      0.2893443E-04
  3498.506       7.812179       4.479577       3886179.      0.2889501E-04
