|6.6.6
chon_1.tab                                                                                          
           2
P(bar)  
   1.0000000000000000     
   201.33557046979865     
         150
T(K)    
   273.00000000000000     
   10.050251256281408     
         200
           5
rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K     
  3501.552       7.919053       4.545173       3420256.      0.2569559E-04
  3502.134       7.921058       4.545730       3420581.      0.2566530E-04
  3502.715       7.923060       4.546286       3420989.      0.2563499E-04
  3503.296       7.925061       4.546841       3421289.      0.2560476E-04
  3503.877       7.927059       4.547396       3421675.      0.2557459E-04
  3504.457       7.929057       4.547951       3421984.      0.2554456E-04
  3505.036       7.931053       4.548506       3422381.      0.2551460E-04
  3505.615       7.933046       4.549059       3422693.      0.2548469E-04
  3506.274       7.935332       4.549641       3423221.      0.2546178E-04
  3506.852       7.937322       4.550194       3423583.      0.2543195E-04
  3507.430       7.939309       4.550747       3423922.      0.2540239E-04
  3508.008       7.941295       4.551299       3424270.      0.2537275E-04
  3508.584       7.943278       4.551851       3424649.      0.2534319E-04
  3509.161       7.945260       4.552402       3424994.      0.2531373E-04
  3509.737       7.947240       4.552953       3425311.      0.2528432E-04
  3510.312       7.949218       4.553504       3425729.      0.2525520E-04
  3510.888       7.951195       4.554054       3426018.      0.2522586E-04
  3511.462       7.953170       4.554603       3426405.      0.2519661E-04
  3512.037       7.955143       4.555153       3426789.      0.2516769E-04
  3512.611       7.957115       4.555701       3427072.      0.2513871E-04
  3513.184       7.959083       4.556250       3427478.      0.2510963E-04
  3513.757       7.961052       4.556798       3427834.      0.2508080E-04
  3514.330       7.963018       4.557346       3428188.      0.2505201E-04
  3514.902       7.964982       4.557893       3428557.      0.2502332E-04
  3515.474       7.966945       4.558439       3428895.      0.2499461E-04
  3516.045       7.968906       4.558986       3429281.      0.2496609E-04
  3516.692       7.971144       4.559571       3429704.      0.2494438E-04
  3517.263       7.973101       4.560116       3430035.      0.2491590E-04
  3517.833       7.975056       4.560661       3430449.      0.2488759E-04
  3518.402       7.977009       4.561206       3430814.      0.2485921E-04
  3518.971       7.978961       4.561750       3431184.      0.2483104E-04
  3519.540       7.980911       4.562294       3431514.      0.2480287E-04
  3520.109       7.982859       4.562838       3431856.      0.2477483E-04
  3520.677       7.984806       4.563381       3432204.      0.2474674E-04
  3521.244       7.986751       4.563924       3432515.      0.2471880E-04
  3521.812       7.988694       4.564466       3432923.      0.2469089E-04
  3522.378       7.990635       4.565008       3433302.      0.2466303E-04
  3522.945       7.992575       4.565549       3433670.      0.2463524E-04
  3523.511       7.994514       4.566090       3434007.      0.2460762E-04
  3524.076       7.996451       4.566631       3434301.      0.2458000E-04
  3524.642       7.998386       4.567171       3434664.      0.2455244E-04
  3525.206       8.000319       4.567711       3435010.      0.2452497E-04
  3525.771       8.002251       4.568251       3435380.      0.2449751E-04
  3526.335       8.004180       4.568790       3435769.      0.2447013E-04
  3526.969       8.006349       4.569358       3436136.      0.2444936E-04
  3527.532       8.008275       4.569896       3436486.      0.2442220E-04
  3528.095       8.010200       4.570434       3436845.      0.2439500E-04
  3528.657       8.012122       4.570972       3437222.      0.2436794E-04
  3529.219       8.014044       4.571509       3437562.      0.2434093E-04
  3529.781       8.015963       4.572045       3437910.      0.2431400E-04
  3530.342       8.017882       4.572582       3438234.      0.2428698E-04
  3530.902       8.019798       4.573118       3438580.      0.2426011E-04
  3531.463       8.021711       4.573653       3438996.      0.2423334E-04
  3532.023       8.023626       4.574188       3439257.      0.2420664E-04
  3532.582       8.025536       4.574723       3439694.      0.2418000E-04
  3533.142       8.027447       4.575257       3440013.      0.2415336E-04
  3533.700       8.029356       4.575791       3440341.      0.2412683E-04
  3534.259       8.031262       4.576325       3440723.      0.2410040E-04
  3534.817       8.033167       4.576858       3441088.      0.2407405E-04
  3535.374       8.035071       4.577391       3441445.      0.2404760E-04
  3535.932       8.036973       4.577923       3441766.      0.2402135E-04
  3536.489       8.038873       4.578455       3442126.      0.2399512E-04
  3537.116       8.041018       4.579040       3442513.      0.2397546E-04
  3537.672       8.042914       4.579571       3442948.      0.2394944E-04
  3538.228       8.044809       4.580102       3443254.      0.2392338E-04
  3538.783       8.046703       4.580632       3443569.      0.2389745E-04
  3539.338       8.048596       4.581163       3443894.      0.2387151E-04
  3539.893       8.050485       4.581692       3444311.      0.2384559E-04
  3540.447       8.052375       4.582222       3444644.      0.2381982E-04
  3541.001       8.054262       4.582751       3444979.      0.2379407E-04
  3541.554       8.056148       4.583279       3445348.      0.2376831E-04
  3542.107       8.058033       4.583807       3445679.      0.2374267E-04
  3542.660       8.059917       4.584335       3445985.      0.2371721E-04
  3543.212       8.061797       4.584863       3446385.      0.2369170E-04
  3543.764       8.063677       4.585390       3446753.      0.2366627E-04
  3544.315       8.065556       4.585917       3447075.      0.2364082E-04
  3544.866       8.067433       4.586443       3447387.      0.2361549E-04
  3545.417       8.069308       4.586969       3447723.      0.2359023E-04
  3545.968       8.071181       4.587494       3448103.      0.2356495E-04
  3546.518       8.073054       4.588020       3448417.      0.2353984E-04
  3547.130       8.075129       4.588583       3448809.      0.2352072E-04
  3547.679       8.076998       4.589108       3449152.      0.2349570E-04
  3548.228       8.078865       4.589632       3449529.      0.2347071E-04
  3548.776       8.080731       4.590156       3449860.      0.2344574E-04
  3549.324       8.082595       4.590679       3450208.      0.2342084E-04
  3549.872       8.084458       4.591202       3450523.      0.2339599E-04
  3550.420       8.086319       4.591725       3450948.      0.2337129E-04
  3550.967       8.088180       4.592247       3451229.      0.2334654E-04
  3551.513       8.090037       4.592769       3451636.      0.2332186E-04
  3552.060       8.091895       4.593291       3451925.      0.2329720E-04
  3552.606       8.093750       4.593812       3452271.      0.2327268E-04
  3553.151       8.095605       4.594333       3452623.      0.2324826E-04
  3553.696       8.097458       4.594853       3452915.      0.2322377E-04
  3554.241       8.099309       4.595373       3453333.      0.2319932E-04
  3554.786       8.101159       4.595893       3453634.      0.2317497E-04
  3555.330       8.103006       4.596412       3454055.      0.2315072E-04
  3555.874       8.104854       4.596931       3454367.      0.2312645E-04
  3556.417       8.106700       4.597450       3454665.      0.2310237E-04
  3557.019       8.108731       4.598008       3455128.      0.2308401E-04
  3557.562       8.110573       4.598526       3455482.      0.2305993E-04
  3558.104       8.112414       4.599043       3455764.      0.2303595E-04
  3558.646       8.114253       4.599560       3456153.      0.2301194E-04
  3559.188       8.116090       4.600077       3456510.      0.2298813E-04
  3559.729       8.117927       4.600594       3456800.      0.2296424E-04
  3560.270       8.119762       4.601110       3457188.      0.2294036E-04
  3560.811       8.121596       4.601626       3457526.      0.2291662E-04
  3561.351       8.123428       4.602141       3457864.      0.2289294E-04
  3561.891       8.125259       4.602656       3458178.      0.2286929E-04
  3562.430       8.127089       4.603171       3458532.      0.2284576E-04
  3562.969       8.128916       4.603685       3458886.      0.2282216E-04
  3563.508       8.130743       4.604199       3459191.      0.2279862E-04
  3564.047       8.132568       4.604713       3459602.      0.2277504E-04
  3564.585       8.134391       4.605226       3459963.      0.2275166E-04
  3565.123       8.136214       4.605739       3460238.      0.2272832E-04
  3565.660       8.138036       4.606252       3460582.      0.2270505E-04
  3566.253       8.140023       4.606805       3460996.      0.2268753E-04
  3566.790       8.141841       4.607317       3461310.      0.2266430E-04
  3567.326       8.143657       4.607829       3461664.      0.2264117E-04
  3567.862       8.145471       4.608340       3462020.      0.2261796E-04
  3568.398       8.147286       4.608851       3462370.      0.2259506E-04
  3568.933       8.149098       4.609362       3462708.      0.2257199E-04
  3569.468       8.150910       4.609872       3462994.      0.2254905E-04
  3570.003       8.152719       4.610382       3463328.      0.2252607E-04
  3570.537       8.154528       4.610891       3463686.      0.2250328E-04
  3571.194       8.155836       4.610932       3464068.      0.2247327E-04
  3571.728       8.157643       4.611442       3464418.      0.2245048E-04
  3572.261       8.159449       4.611950       3464750.      0.2242770E-04
  3572.794       8.161254       4.612459       3465068.      0.2240503E-04
  3573.327       8.163057       4.612967       3465435.      0.2238241E-04
  3573.859       8.164859       4.613474       3465747.      0.2235985E-04
  3327.353       6.854398       3.384235       3290027.      0.2497767E-04
  3328.016       7.508728       4.299669       3290495.      0.2495365E-04
  3378.575       7.559395       4.326352       3340738.      0.2673081E-04
  3379.227       7.561521       4.327007       3341146.      0.2669770E-04
  3395.812       7.594783       4.353132       3355166.      0.2693255E-04
  3396.460       7.596895       4.353784       3355578.      0.2689954E-04
  3398.886       7.604462       4.357511       3358022.      0.2685276E-04
  3399.532       7.606568       4.358162       3358431.      0.2681989E-04
  3404.223       7.621073       4.365699       3363585.      0.2675530E-04
  3404.867       7.623171       4.366346       3364020.      0.2672297E-04
  3405.510       7.625267       4.366992       3364431.      0.2669052E-04
  3406.868       7.629391       4.368935       3365498.      0.2665446E-04
  3407.509       7.631483       4.369579       3365877.      0.2662241E-04
  3408.151       7.633572       4.370223       3366334.      0.2659018E-04
  3408.791       7.635657       4.370865       3366797.      0.2655821E-04
  3409.911       7.639107       4.372385       3367632.      0.2652352E-04
  3410.550       7.641189       4.373026       3368054.      0.2649165E-04
  3498.894       7.908038       4.540503       3442329.      0.2601662E-04
  3499.478       7.910052       4.541062       3442649.      0.2598569E-04
  3500.061       7.912064       4.541620       3443067.      0.2595491E-04
  3500.644       7.914075       4.542179       3443375.      0.2592408E-04
  3501.227       7.916084       4.542736       3443738.      0.2589350E-04
  3501.809       7.918091       4.543293       3444071.      0.2586286E-04
  3502.391       7.920095       4.543850       3444462.      0.2583240E-04
  3502.972       7.922097       4.544407       3444917.      0.2580182E-04
  3503.553       7.924099       4.544962       3445225.      0.2577155E-04
  3504.133       7.926099       4.545518       3445546.      0.2574132E-04
  3504.713       7.928097       4.546073       3445940.      0.2571107E-04
  3505.373       7.930388       4.546655       3446423.      0.2568789E-04
  3505.952       7.932381       4.547209       3446777.      0.2565785E-04
  3506.531       7.934373       4.547763       3447121.      0.2562789E-04
  3507.109       7.936361       4.548316       3447564.      0.2559795E-04
  3507.687       7.938349       4.548869       3447942.      0.2556816E-04
  3508.264       7.940336       4.549422       3448242.      0.2553843E-04
  3508.841       7.942320       4.549974       3448570.      0.2550879E-04
  3509.418       7.944303       4.550526       3448978.      0.2547917E-04
  3509.994       7.946283       4.551077       3449389.      0.2544965E-04
  3510.569       7.948261       4.551628       3449763.      0.2542017E-04
  3511.144       7.950239       4.552178       3450051.      0.2539089E-04
  3511.719       7.952215       4.552728       3450419.      0.2536150E-04
  3512.294       7.954188       4.553277       3450798.      0.2533229E-04
  3512.868       7.956158       4.553827       3451208.      0.2530306E-04
  3513.441       7.958130       4.554375       3451527.      0.2527400E-04
  3514.014       7.960097       4.554924       3451928.      0.2524497E-04
  3514.587       7.962065       4.555471       3452252.      0.2521601E-04
  3515.159       7.964030       4.556019       3452612.      0.2518718E-04
  3515.807       7.966272       4.556604       3453080.      0.2516523E-04
  3516.378       7.968233       4.557151       3453439.      0.2513653E-04
  3516.949       7.970192       4.557697       3453813.      0.2510783E-04
  3517.519       7.972149       4.558243       3454187.      0.2507923E-04
  3518.090       7.974105       4.558788       3454514.      0.2505081E-04
  3518.659       7.976059       4.559333       3454887.      0.2502231E-04
  3519.228       7.978010       4.559878       3455279.      0.2499394E-04
  3519.797       7.979961       4.560422       3455607.      0.2496562E-04
  3520.366       7.981911       4.560966       3455938.      0.2493742E-04
  3520.934       7.983857       4.561509       3456381.      0.2490918E-04
  3521.502       7.985802       4.562052       3456675.      0.2488109E-04
  3522.069       7.987746       4.562595       3457074.      0.2485315E-04
  3522.636       7.989689       4.563137       3457393.      0.2482514E-04
  3523.202       7.991629       4.563679       3457725.      0.2479721E-04
  3523.768       7.993567       4.564220       3458153.      0.2476930E-04
  3524.334       7.995504       4.564761       3458509.      0.2474164E-04
  3524.899       7.997439       4.565301       3458891.      0.2471394E-04
  3525.464       7.999373       4.565842       3459235.      0.2468627E-04
  3526.099       8.001545       4.566410       3459670.      0.2466532E-04
  3526.662       8.003475       4.566950       3459993.      0.2463780E-04
  3527.226       8.005403       4.567489       3460376.      0.2461038E-04
  3527.789       8.007330       4.568027       3460759.      0.2458303E-04
  3528.352       8.009255       4.568565       3461095.      0.2455570E-04
  3528.914       8.011178       4.569103       3461477.      0.2452838E-04
  3529.476       8.013100       4.569641       3461814.      0.2450126E-04
  3530.038       8.015020       4.570178       3462216.      0.2447416E-04
  3530.599       8.016938       4.570714       3462569.      0.2444711E-04
  3531.160       8.018855       4.571250       3462887.      0.2442017E-04
  3531.720       8.020771       4.571786       3463271.      0.2439326E-04
  3532.280       8.022684       4.572321       3463610.      0.2436635E-04
  3532.840       8.024596       4.572856       3463963.      0.2433952E-04
  3533.399       8.026507       4.573391       3464329.      0.2431285E-04
  3533.958       8.028415       4.573925       3464705.      0.2428625E-04
  3534.516       8.030323       4.574459       3465006.      0.2425950E-04
  3535.074       8.032228       4.574993       3465452.      0.2423293E-04
  3535.632       8.034133       4.575526       3465768.      0.2420656E-04
  3536.260       8.036280       4.576110       3466173.      0.2418678E-04
  3536.817       8.038180       4.576643       3466529.      0.2416040E-04
  3537.374       8.040080       4.577175       3466846.      0.2413403E-04
  3537.930       8.041976       4.577706       3467286.      0.2410778E-04
  3538.485       8.043872       4.578237       3467635.      0.2408170E-04
  3539.041       8.045765       4.578768       3468003.      0.2405549E-04
  3539.596       8.047658       4.579299       3468384.      0.2402949E-04
  3540.150       8.049550       4.579829       3468626.      0.2400350E-04
  3540.704       8.051439       4.580358       3469023.      0.2397754E-04
  3541.258       8.053327       4.580887       3469418.      0.2395176E-04
  3541.812       8.055214       4.581416       3469720.      0.2392586E-04
  3542.365       8.057099       4.581945       3470068.      0.2390006E-04
  3542.917       8.058982       4.582473       3470464.      0.2387437E-04
  3543.470       8.060864       4.583000       3470753.      0.2384876E-04
  3544.021       8.062745       4.583528       3471139.      0.2382323E-04
  3544.573       8.064623       4.584055       3471495.      0.2379768E-04
  3545.124       8.066501       4.584581       3471873.      0.2377221E-04
  3545.675       8.068376       4.585107       3472227.      0.2374676E-04
  3546.288       8.070454       4.585672       3472630.      0.2372748E-04
  3546.838       8.072326       4.586197       3473027.      0.2370228E-04
  3547.387       8.074197       4.586722       3473351.      0.2367701E-04
  3547.937       8.076065       4.587247       3473783.      0.2365178E-04
  3548.485       8.077934       4.587771       3474082.      0.2362669E-04
  3549.034       8.079800       4.588295       3474362.      0.2360164E-04
  3549.582       8.081665       4.588819       3474776.      0.2357662E-04
  3550.130       8.083529       4.589342       3475109.      0.2355168E-04
  3550.677       8.085391       4.589865       3475450.      0.2352674E-04
  3551.224       8.087251       4.590388       3475779.      0.2350188E-04
  3551.771       8.089109       4.590910       3476169.      0.2347705E-04
  3552.317       8.090967       4.591432       3476503.      0.2345238E-04
  3552.863       8.092823       4.591953       3476893.      0.2342769E-04
  3553.409       8.094678       4.592474       3477249.      0.2340304E-04
  3553.954       8.096531       4.592995       3477599.      0.2337846E-04
  3554.499       8.098383       4.593515       3477904.      0.2335385E-04
  3555.044       8.100233       4.594035       3478247.      0.2332947E-04
  3555.588       8.102082       4.594555       3478637.      0.2330508E-04
  3556.191       8.104116       4.595113       3479036.      0.2328672E-04
  3556.734       8.105962       4.595632       3479361.      0.2326230E-04
  3557.277       8.107806       4.596150       3479750.      0.2323806E-04
  3557.820       8.109649       4.596669       3480073.      0.2321382E-04
  3558.362       8.111489       4.597186       3480412.      0.2318965E-04
  3558.904       8.113330       4.597704       3480755.      0.2316560E-04
  3559.446       8.115167       4.598221       3481143.      0.2314156E-04
  3559.987       8.117004       4.598738       3481475.      0.2311762E-04
  3560.528       8.118840       4.599254       3481833.      0.2309359E-04
  3561.069       8.120673       4.599770       3482208.      0.2306978E-04
  3561.609       8.122506       4.600286       3482600.      0.2304596E-04
  3562.149       8.124338       4.600801       3482887.      0.2302213E-04
  3562.688       8.126167       4.601316       3483256.      0.2299835E-04
  3563.227       8.127996       4.601831       3483582.      0.2297465E-04
  3563.766       8.129822       4.602345       3484013.      0.2295111E-04
  3564.305       8.131649       4.602859       3484245.      0.2292753E-04
  3564.843       8.133473       4.603372       3484606.      0.2290395E-04
  3565.436       8.135462       4.603926       3485026.      0.2288631E-04
  3565.974       8.137283       4.604439       3485394.      0.2286286E-04
  3566.511       8.139103       4.604952       3485718.      0.2283951E-04
  3567.047       8.140921       4.605464       3486099.      0.2281614E-04
  3567.584       8.142738       4.605976       3486444.      0.2279287E-04
  3568.120       8.144554       4.606487       3486781.      0.2276961E-04
  3568.656       8.146369       4.606998       3487129.      0.2274650E-04
  3569.191       8.148180       4.607509       3487525.      0.2272336E-04
  3569.726       8.149992       4.608019       3487828.      0.2270025E-04
  3570.384       8.151299       4.608059       3488203.      0.2267015E-04
  3570.919       8.153110       4.608569       3488522.      0.2264713E-04
  3571.453       8.154918       4.609079       3488888.      0.2262415E-04
  3571.986       8.156726       4.609588       3489245.      0.2260128E-04
  3572.520       8.158532       4.610097       3489619.      0.2257834E-04
  3573.053       8.160337       4.610606       3489896.      0.2255557E-04
  3326.552       6.851456       3.382635       3310281.      0.2517576E-04
  3327.216       7.504889       4.296897       3310737.      0.2515149E-04
  3377.716       7.554905       4.323580       3361248.      0.2695047E-04
  3378.370       7.557035       4.324236       3361617.      0.2691704E-04
  3379.214       7.559689       4.325243       3362314.      0.2688301E-04
  3379.866       7.561814       4.325898       3362709.      0.2684973E-04
  3396.499       7.595256       4.352153       3376986.      0.2708602E-04
  3397.147       7.597367       4.352805       3377481.      0.2705280E-04
  3404.020       7.618411       4.364095       3384919.      0.2697196E-04
  3404.665       7.620513       4.364742       3385348.      0.2693927E-04
  3405.308       7.622612       4.365389       3385818.      0.2690666E-04
  3405.951       7.624709       4.366035       3386219.      0.2687401E-04
  3406.594       7.626805       4.366680       3386676.      0.2684156E-04
  3407.236       7.628897       4.367325       3387119.      0.2680908E-04
  3407.878       7.630988       4.367968       3387525.      0.2677686E-04
  3409.094       7.634774       4.369677       3388493.      0.2674023E-04
  3409.734       7.636861       4.370318       3388845.      0.2670805E-04
  3497.975       7.903005       4.537481       3464104.      0.2623764E-04
  3498.560       7.905023       4.538042       3464540.      0.2620648E-04
  3499.144       7.907040       4.538601       3464929.      0.2617538E-04
  3499.728       7.909055       4.539161       3465249.      0.2614431E-04
  3500.312       7.911067       4.539719       3465657.      0.2611332E-04
  3500.895       7.913078       4.540278       3466011.      0.2608241E-04
  3501.478       7.915088       4.540836       3466420.      0.2605155E-04
  3502.060       7.917095       4.541393       3466788.      0.2602078E-04
  3502.642       7.919100       4.541950       3467141.      0.2599011E-04
  3503.223       7.921105       4.542507       3467477.      0.2595962E-04
  3503.804       7.923106       4.543063       3467885.      0.2592902E-04
  3504.464       7.925401       4.543646       3468373.      0.2590562E-04
  3505.044       7.927399       4.544201       3468689.      0.2587533E-04
  3505.624       7.929394       4.544756       3469148.      0.2584505E-04
  3506.203       7.931388       4.545311       3469510.      0.2581488E-04
  3506.782       7.933380       4.545865       3469822.      0.2578463E-04
  3507.360       7.935370       4.546418       3470236.      0.2575464E-04
  3507.938       7.937358       4.546971       3470592.      0.2572465E-04
  3508.515       7.939345       4.547524       3470964.      0.2569489E-04
  3509.092       7.941329       4.548077       3471356.      0.2566496E-04
  3509.669       7.943312       4.548629       3471718.      0.2563523E-04
  3510.245       7.945294       4.549180       3472066.      0.2560553E-04
  3510.820       7.947273       4.549731       3472506.      0.2557602E-04
  3511.396       7.949251       4.550282       3472782.      0.2554644E-04
  3511.971       7.951226       4.550832       3473210.      0.2551700E-04
  3512.545       7.953201       4.551382       3473573.      0.2548756E-04
  3513.119       7.955173       4.551931       3473917.      0.2545831E-04
  3513.692       7.957144       4.552480       3474283.      0.2542909E-04
  3514.266       7.959113       4.553029       3474629.      0.2539995E-04
  3514.914       7.961360       4.553615       3475076.      0.2537776E-04
  3515.486       7.963324       4.554163       3475480.      0.2534877E-04
  3516.058       7.965286       4.554710       3475905.      0.2531980E-04
  3516.629       7.967249       4.555257       3476192.      0.2529091E-04
  3517.200       7.969207       4.555803       3476584.      0.2526211E-04
  3517.771       7.971165       4.556349       3476995.      0.2523354E-04
  3518.341       7.973122       4.556895       3477329.      0.2520486E-04
  3518.911       7.975076       4.557440       3477724.      0.2517625E-04
  3519.480       7.977028       4.557985       3478105.      0.2514778E-04
  3520.049       7.978979       4.558530       3478468.      0.2511927E-04
  3520.617       7.980928       4.559074       3478846.      0.2509086E-04
  3521.185       7.982876       4.559617       3479206.      0.2506258E-04
  3521.753       7.984822       4.560160       3479526.      0.2503433E-04
  3522.320       7.986766       4.560703       3479952.      0.2500614E-04
  3522.887       7.988708       4.561246       3480342.      0.2497811E-04
  3523.454       7.990650       4.561788       3480636.      0.2495008E-04
  3524.020       7.992589       4.562329       3481046.      0.2492205E-04
  3524.585       7.994527       4.562870       3481382.      0.2489416E-04
  3525.221       7.996702       4.563440       3481868.      0.2487299E-04
  3525.786       7.998635       4.563980       3482215.      0.2484521E-04
  3526.350       8.000568       4.564520       3482547.      0.2481751E-04
  3526.914       8.002498       4.565060       3482922.      0.2478987E-04
  3527.478       8.004427       4.565599       3483329.      0.2476229E-04
  3528.041       8.006354       4.566138       3483675.      0.2473482E-04
  3528.604       8.008280       4.566676       3484045.      0.2470743E-04
  3529.166       8.010203       4.567214       3484429.      0.2468003E-04
  3529.728       8.012126       4.567752       3484753.      0.2465269E-04
  3530.290       8.014047       4.568289       3485104.      0.2462549E-04
  3530.851       8.015965       4.568826       3485498.      0.2459832E-04
  3531.412       8.017883       4.569362       3485862.      0.2457117E-04
  3531.972       8.019798       4.569899       3486253.      0.2454412E-04
  3532.532       8.021712       4.570434       3486607.      0.2451716E-04
  3533.092       8.023625       4.570969       3486994.      0.2449022E-04
  3533.651       8.025536       4.571504       3487319.      0.2446337E-04
  3534.210       8.027445       4.572039       3487690.      0.2443654E-04
  3534.768       8.029352       4.572573       3488085.      0.2440979E-04
  3535.397       8.031503       4.573158       3488509.      0.2438977E-04
  3535.955       8.033406       4.573692       3488923.      0.2436321E-04
  3536.512       8.035309       4.574225       3489209.      0.2433657E-04
  3537.069       8.037211       4.574757       3489601.      0.2431020E-04
  3537.626       8.039110       4.575289       3489955.      0.2428376E-04
  3538.182       8.041007       4.575821       3490340.      0.2425739E-04
  3538.737       8.042903       4.576352       3490726.      0.2423108E-04
  3539.293       8.044798       4.576883       3491060.      0.2420485E-04
  3539.848       8.046692       4.577414       3491412.      0.2417866E-04
  3540.402       8.048583       4.577944       3491745.      0.2415250E-04
  3540.956       8.050473       4.578474       3492150.      0.2412643E-04
  3541.510       8.052362       4.579004       3492483.      0.2410045E-04
  3542.064       8.054249       4.579533       3492818.      0.2407453E-04
  3542.617       8.056133       4.580061       3493263.      0.2404869E-04
  3543.169       8.058017       4.580590       3493600.      0.2402280E-04
  3543.722       8.059900       4.581118       3493926.      0.2399705E-04
  3544.274       8.061780       4.581645       3494327.      0.2397130E-04
  3544.825       8.063658       4.582172       3494760.      0.2394566E-04
  3545.438       8.065741       4.582737       3495101.      0.2392626E-04
  3545.989       8.067616       4.583264       3495453.      0.2390069E-04
  3546.540       8.069491       4.583790       3495790.      0.2387521E-04
  3547.090       8.071364       4.584316       3496197.      0.2384983E-04
  3547.639       8.073235       4.584841       3496508.      0.2382438E-04
  3548.189       8.075104       4.585366       3496877.      0.2379906E-04
  3548.738       8.076972       4.585891       3497290.      0.2377393E-04
  3549.286       8.078839       4.586415       3497599.      0.2374869E-04
  3549.834       8.080704       4.586939       3497975.      0.2372353E-04
  3550.382       8.082568       4.587462       3498357.      0.2369848E-04
  3550.930       8.084431       4.587985       3498714.      0.2367346E-04
  3551.477       8.086292       4.588508       3499053.      0.2364849E-04
  3552.023       8.088150       4.589030       3499458.      0.2362345E-04
  3552.570       8.090009       4.589552       3499761.      0.2359871E-04
  3553.116       8.091866       4.590074       3500131.      0.2357395E-04
  3553.661       8.093720       4.590595       3500495.      0.2354915E-04
  3554.207       8.095574       4.591116       3500853.      0.2352440E-04
  3554.752       8.097426       4.591637       3501229.      0.2349981E-04
  3555.355       8.099463       4.592196       3501622.      0.2348108E-04
  3555.899       8.101312       4.592715       3502023.      0.2345662E-04
  3556.443       8.103159       4.593235       3502377.      0.2343222E-04
  3556.986       8.105005       4.593754       3502718.      0.2340775E-04
  3557.529       8.106850       4.594273       3503065.      0.2338338E-04
  3558.072       8.108694       4.594791       3503379.      0.2335903E-04
  3558.615       8.110534       4.595309       3503795.      0.2333483E-04
  3559.157       8.112375       4.595827       3504087.      0.2331055E-04
  3559.698       8.114214       4.596344       3504472.      0.2328648E-04
  3560.240       8.116051       4.596861       3504814.      0.2326229E-04
  3560.780       8.117886       4.597378       3505222.      0.2323822E-04
  3561.321       8.119721       4.597894       3505579.      0.2321423E-04
  3561.861       8.121555       4.598410       3505878.      0.2319027E-04
  3562.401       8.123386       4.598926       3506271.      0.2316644E-04
  3562.941       8.125216       4.599441       3506646.      0.2314253E-04
  3563.480       8.127044       4.599956       3507019.      0.2311874E-04
  3564.019       8.128873       4.600470       3507329.      0.2309502E-04
  3564.613       8.130865       4.601024       3507765.      0.2307716E-04
  3565.151       8.132689       4.601538       3508078.      0.2305357E-04
  3565.689       8.134512       4.602052       3508450.      0.2302991E-04
  3566.226       8.136333       4.602565       3508821.      0.2300642E-04
  3566.763       8.138153       4.603078       3509167.      0.2298286E-04
  3567.300       8.139972       4.603590       3509543.      0.2295944E-04
  3567.836       8.141790       4.604102       3509882.      0.2293603E-04
  3568.372       8.143606       4.604614       3510194.      0.2291268E-04
  3568.908       8.145421       4.605125       3510506.      0.2288944E-04
  3569.567       8.146725       4.605164       3510945.      0.2285905E-04
  3570.102       8.148538       4.605675       3511304.      0.2283583E-04
  3570.637       8.150351       4.606185       3511634.      0.2281268E-04
  3571.172       8.152161       4.606695       3512034.      0.2278953E-04
  3571.706       8.153971       4.607205       3512365.      0.2276646E-04
  3572.239       8.155779       4.607715       3512708.      0.2274354E-04
  3325.745       6.848494       3.381024       3329396.      0.2536631E-04
  3326.409       7.501022       4.294106       3329908.      0.2534196E-04
  3376.863       7.550376       4.320804       3380595.      0.2716245E-04
  3377.517       7.552509       4.321461       3381049.      0.2712866E-04
  3378.351       7.555173       4.322454       3381646.      0.2709415E-04
  3379.004       7.557301       4.323110       3382118.      0.2706064E-04
  3395.661       7.590829       4.349428       3396609.      0.2729891E-04
  3396.310       7.592944       4.350081       3397109.      0.2726551E-04
  3402.492       7.612076       4.360101       3403964.      0.2718524E-04
  3403.138       7.614181       4.360750       3404404.      0.2715228E-04
  3403.783       7.616285       4.361398       3404839.      0.2711924E-04
  3405.028       7.619991       4.363113       3405834.      0.2708574E-04
  3405.672       7.622090       4.363760       3406284.      0.2705285E-04
  3406.466       7.624708       4.364703       3406847.      0.2701687E-04
  3407.109       7.626802       4.365348       3407288.      0.2698421E-04
  3408.260       7.630356       4.366928       3408136.      0.2694893E-04
  3408.901       7.632446       4.367571       3408642.      0.2691648E-04
  3497.049       7.897932       4.534438       3484743.      0.2645091E-04
  3497.635       7.899956       4.534999       3485120.      0.2641939E-04
  3498.220       7.901976       4.535560       3485511.      0.2638792E-04
  3498.805       7.903995       4.536120       3485890.      0.2635651E-04
  3499.390       7.906012       4.536680       3486300.      0.2632518E-04
  3499.974       7.908027       4.537240       3486720.      0.2629410E-04
  3500.557       7.910041       4.537799       3487058.      0.2626301E-04
  3501.141       7.912052       4.538357       3487416.      0.2623186E-04
  3501.723       7.914062       4.538916       3487817.      0.2620091E-04
  3502.306       7.916070       4.539473       3488227.      0.2617006E-04
  3502.887       7.918076       4.540031       3488570.      0.2613920E-04
  3503.548       7.920376       4.540614       3489029.      0.2611568E-04
  3504.129       7.922377       4.541171       3489451.      0.2608500E-04
  3504.710       7.924377       4.541727       3489848.      0.2605441E-04
  3505.290       7.926375       4.542282       3490208.      0.2602386E-04
