17772	333.99
18715	343.52
19658	352.98
20598	362.36
21534	371.66
22465	380.88
23398	390.03
24331	399.1
25267	408.09
26205	417.01
27144	425.85
28083	434.62
29023	443.31
29964	451.92
30905	460.45
31847	468.91
32789	477.29
33733	485.6
34676	493.83
35621	501.99
36566	510.06
37511	518.07
38457	525.99
39403	533.84
40350	541.62
41297	549.32
42244	556.94
43193	564.49
44141	571.96
45090	579.36
46040	586.68
46990	593.92
47941	601.09
48892	608.19
49844	615.21
50798	622.16
51752	629.03
52711	635.82
53674	642.55
54638	649.19
55603	655.77
56568	662.26
57534	668.69
58500	675.04
59468	681.32
60436	687.52
61405	693.65
62374	699.71
63344	705.69
64314	711.61
65286	717.44
66257	723.21
67229	728.91
68202	734.53
69176	740.08
70151	745.56
71127	750.97
72105	756.31
73082	761.57
74061	766.77
75042	771.9
76023	776.96
77005	781.95
77987	786.87
78970	791.73
79954	796.52
80937	801.24
81921	805.9
82905	810.49
83891	815.01
84876	819.47
85863	823.87
86850	828.21
87837	832.49
88825	836.7
89813	840.86
90802	844.96
91792	849
92782	852.99
93772	856.93
94764	860.82
95755	864.65
96748	868.44
97750	872.19
98788	875.89
99866	879.55
1.0095e+05	883.18
1.0204e+05	886.77
1.0312e+05	890.34
1.0421e+05	893.89
1.0529e+05	897.41
1.0638e+05	900.92
1.0747e+05	904.43
1.0857e+05	907.94
1.0966e+05	911.46
1.1075e+05	915
1.1185e+05	918.57
1.1295e+05	922.18
1.1405e+05	925.86
