Contains (theta, phi) pairs for HEALpix pixel locations with Nside = 16 (3072 pix).
        Colatitude (rad),       E longitude (rad)
        0.05103657515267,        0.78539816339745
        0.05103657515267,        2.35619449019234
        0.05103657515267,        3.92699081698724
        0.05103657515267,        5.49778714378214
        0.10210642238260,        0.39269908169872
        0.10210642238260,        1.17809724509617
        0.10210642238260,        1.96349540849362
        0.10210642238260,        2.74889357189107
        0.10210642238260,        3.53429173528852
        0.10210642238260,        4.31968989868597
        0.10210642238260,        5.10508806208341
        0.10210642238260,        5.89048622548086
        0.15324300949612,        0.26179938779915
        0.15324300949612,        0.78539816339745
        0.15324300949612,        1.30899693899575
        0.15324300949612,        1.83259571459405
        0.15324300949612,        2.35619449019234
        0.15324300949612,        2.87979326579064
        0.15324300949612,        3.40339204138894
        0.15324300949612,        3.92699081698724
        0.15324300949612,        4.45058959258554
        0.15324300949612,        4.97418836818384
        0.15324300949612,        5.49778714378214
        0.15324300949612,        6.02138591938044
        0.20448019896853,        0.19634954084936
        0.20448019896853,        0.58904862254809
        0.20448019896853,        0.98174770424681
        0.20448019896853,        1.37444678594553
        0.20448019896853,        1.76714586764426
        0.20448019896853,        2.15984494934298
        0.20448019896853,        2.55254403104171
        0.20448019896853,        2.94524311274043
        0.20448019896853,        3.33794219443916
        0.20448019896853,        3.73064127613788
        0.20448019896853,        4.12334035783660
        0.20448019896853,        4.51603943953533
        0.20448019896853,        4.90873852123405
        0.20448019896853,        5.30143760293278
        0.20448019896853,        5.69413668463150
        0.20448019896853,        6.08683576633022
        0.25585245340994,        0.15707963267949
        0.25585245340994,        0.47123889803847
        0.25585245340994,        0.78539816339745
        0.25585245340994,        1.09955742875643
        0.25585245340994,        1.41371669411541
        0.25585245340994,        1.72787595947439
        0.25585245340994,        2.04203522483337
        0.25585245340994,        2.35619449019234
        0.25585245340994,        2.67035375555132
        0.25585245340994,        2.98451302091030
        0.25585245340994,        3.29867228626928
        0.25585245340994,        3.61283155162826
        0.25585245340994,        3.92699081698724
        0.25585245340994,        4.24115008234622
        0.25585245340994,        4.55530934770520
        0.25585245340994,        4.86946861306418
        0.25585245340994,        5.18362787842316
        0.25585245340994,        5.49778714378214
        0.25585245340994,        5.81194640914112
        0.25585245340994,        6.12610567450010
        0.30739505108450,        0.13089969389957
        0.30739505108450,        0.39269908169872
        0.30739505108450,        0.65449846949787
        0.30739505108450,        0.91629785729702
        0.30739505108450,        1.17809724509617
        0.30739505108450,        1.43989663289532
        0.30739505108450,        1.70169602069447
        0.30739505108450,        1.96349540849362
        0.30739505108450,        2.22529479629277
        0.30739505108450,        2.48709418409192
        0.30739505108450,        2.74889357189107
        0.30739505108450,        3.01069295969022
        0.30739505108450,        3.27249234748937
        0.30739505108450,        3.53429173528852
        0.30739505108450,        3.79609112308767
        0.30739505108450,        4.05789051088682
        0.30739505108450,        4.31968989868597
        0.30739505108450,        4.58148928648512
        0.30739505108450,        4.84328867428426
        0.30739505108450,        5.10508806208341
        0.30739505108450,        5.36688744988256
        0.30739505108450,        5.62868683768171
        0.30739505108450,        5.89048622548086
        0.30739505108450,        6.15228561328001
        0.35914431534559,        0.11219973762821
        0.35914431534559,        0.33659921288462
        0.35914431534559,        0.56099868814103
        0.35914431534559,        0.78539816339745
        0.35914431534559,        1.00979763865386
        0.35914431534559,        1.23419711391028
        0.35914431534559,        1.45859658916669
        0.35914431534559,        1.68299606442310
        0.35914431534559,        1.90739553967952
        0.35914431534559,        2.13179501493593
        0.35914431534559,        2.35619449019234
        0.35914431534559,        2.58059396544876
        0.35914431534559,        2.80499344070517
        0.35914431534559,        3.02939291596159
        0.35914431534559,        3.25379239121800
        0.35914431534559,        3.47819186647441
        0.35914431534559,        3.70259134173083
        0.35914431534559,        3.92699081698724
        0.35914431534559,        4.15139029224366
        0.35914431534559,        4.37578976750007
        0.35914431534559,        4.60018924275648
        0.35914431534559,        4.82458871801290
        0.35914431534559,        5.04898819326931
        0.35914431534559,        5.27338766852572
        0.35914431534559,        5.49778714378214
        0.35914431534559,        5.72218661903855
        0.35914431534559,        5.94658609429497
        0.35914431534559,        6.17098556955138
        0.41113786232235,        0.09817477042468
        0.41113786232235,        0.29452431127404
        0.41113786232235,        0.49087385212341
        0.41113786232235,        0.68722339297277
        0.41113786232235,        0.88357293382213
        0.41113786232235,        1.07992247467149
        0.41113786232235,        1.27627201552085
        0.41113786232235,        1.47262155637022
        0.41113786232235,        1.66897109721958
        0.41113786232235,        1.86532063806894
        0.41113786232235,        2.06167017891830
        0.41113786232235,        2.25801971976766
        0.41113786232235,        2.45436926061703
        0.41113786232235,        2.65071880146639
        0.41113786232235,        2.84706834231575
        0.41113786232235,        3.04341788316511
        0.41113786232235,        3.23976742401447
        0.41113786232235,        3.43611696486384
        0.41113786232235,        3.63246650571320
        0.41113786232235,        3.82881604656256
        0.41113786232235,        4.02516558741192
        0.41113786232235,        4.22151512826128
        0.41113786232235,        4.41786466911065
        0.41113786232235,        4.61421420996001
        0.41113786232235,        4.81056375080937
        0.41113786232235,        5.00691329165873
        0.41113786232235,        5.20326283250809
        0.41113786232235,        5.39961237335746
        0.41113786232235,        5.59596191420682
        0.41113786232235,        5.79231145505618
        0.41113786232235,        5.98866099590554
        0.41113786232235,        6.18501053675491
        0.46341487183426,        0.08726646259972
        0.46341487183426,        0.26179938779915
        0.46341487183426,        0.43633231299858
        0.46341487183426,        0.61086523819802
        0.46341487183426,        0.78539816339745
        0.46341487183426,        0.95993108859688
        0.46341487183426,        1.13446401379631
        0.46341487183426,        1.30899693899575
        0.46341487183426,        1.48352986419518
        0.46341487183426,        1.65806278939461
        0.46341487183426,        1.83259571459405
        0.46341487183426,        2.00712863979348
        0.46341487183426,        2.18166156499291
        0.46341487183426,        2.35619449019234
        0.46341487183426,        2.53072741539178
        0.46341487183426,        2.70526034059121
        0.46341487183426,        2.87979326579064
        0.46341487183426,        3.05432619099008
        0.46341487183426,        3.22885911618951
        0.46341487183426,        3.40339204138894
        0.46341487183426,        3.57792496658837
        0.46341487183426,        3.75245789178781
        0.46341487183426,        3.92699081698724
        0.46341487183426,        4.10152374218668
        0.46341487183426,        4.27605666738611
        0.46341487183426,        4.45058959258554
        0.46341487183426,        4.62512251778497
        0.46341487183426,        4.79965544298441
        0.46341487183426,        4.97418836818384
        0.46341487183426,        5.14872129338327
        0.46341487183426,        5.32325421858271
        0.46341487183426,        5.49778714378214
        0.46341487183426,        5.67232006898157
        0.46341487183426,        5.84685299418100
        0.46341487183426,        6.02138591938044
        0.46341487183426,        6.19591884457987
        0.51601638735532,        0.07853981633974
        0.51601638735532,        0.23561944901923
        0.51601638735532,        0.39269908169872
        0.51601638735532,        0.54977871437821
        0.51601638735532,        0.70685834705770
        0.51601638735532,        0.86393797973719
        0.51601638735532,        1.02101761241668
        0.51601638735532,        1.17809724509617
        0.51601638735532,        1.33517687777566
        0.51601638735532,        1.49225651045515
        0.51601638735532,        1.64933614313464
        0.51601638735532,        1.80641577581413
        0.51601638735532,        1.96349540849362
        0.51601638735532,        2.12057504117311
        0.51601638735532,        2.27765467385260
        0.51601638735532,        2.43473430653209
        0.51601638735532,        2.59181393921158
        0.51601638735532,        2.74889357189107
        0.51601638735532,        2.90597320457056
        0.51601638735532,        3.06305283725005
        0.51601638735532,        3.22013246992954
        0.51601638735532,        3.37721210260903
        0.51601638735532,        3.53429173528852
        0.51601638735532,        3.69137136796801
        0.51601638735532,        3.84845100064750
        0.51601638735532,        4.00553063332699
        0.51601638735532,        4.16261026600648
        0.51601638735532,        4.31968989868597
        0.51601638735532,        4.47676953136545
        0.51601638735532,        4.63384916404494
        0.51601638735532,        4.79092879672443
        0.51601638735532,        4.94800842940392
        0.51601638735532,        5.10508806208341
        0.51601638735532,        5.26216769476290
        0.51601638735532,        5.41924732744239
        0.51601638735532,        5.57632696012188
        0.51601638735532,        5.73340659280137
        0.51601638735532,        5.89048622548086
        0.51601638735532,        6.04756585816035
        0.51601638735532,        6.20464549083984
        0.56898565195249,        0.07139983303613
        0.56898565195249,        0.21419949910839
        0.56898565195249,        0.35699916518066
        0.56898565195249,        0.49979883125292
        0.56898565195249,        0.64259849732518
        0.56898565195249,        0.78539816339745
        0.56898565195249,        0.92819782946971
        0.56898565195249,        1.07099749554197
        0.56898565195249,        1.21379716161424
        0.56898565195249,        1.35659682768650
        0.56898565195249,        1.49939649375876
        0.56898565195249,        1.64219615983103
        0.56898565195249,        1.78499582590329
        0.56898565195249,        1.92779549197555
        0.56898565195249,        2.07059515804782
        0.56898565195249,        2.21339482412008
        0.56898565195249,        2.35619449019234
        0.56898565195249,        2.49899415626461
        0.56898565195249,        2.64179382233687
        0.56898565195249,        2.78459348840913
        0.56898565195249,        2.92739315448140
        0.56898565195249,        3.07019282055366
        0.56898565195249,        3.21299248662592
        0.56898565195249,        3.35579215269819
        0.56898565195249,        3.49859181877045
        0.56898565195249,        3.64139148484271
        0.56898565195249,        3.78419115091498
        0.56898565195249,        3.92699081698724
        0.56898565195249,        4.06979048305950
        0.56898565195249,        4.21259014913177
        0.56898565195249,        4.35538981520403
        0.56898565195249,        4.49818948127630
        0.56898565195249,        4.64098914734856
        0.56898565195249,        4.78378881342082
        0.56898565195249,        4.92658847949308
        0.56898565195249,        5.06938814556535
        0.56898565195249,        5.21218781163761
        0.56898565195249,        5.35498747770987
        0.56898565195249,        5.49778714378214
        0.56898565195249,        5.64058680985440
        0.56898565195249,        5.78338647592666
        0.56898565195249,        5.92618614199893
        0.56898565195249,        6.06898580807119
        0.56898565195249,        6.21178547414345
        0.62236848855502,        0.06544984694979
        0.62236848855502,        0.19634954084936
        0.62236848855502,        0.32724923474894
        0.62236848855502,        0.45814892864851
        0.62236848855502,        0.58904862254809
        0.62236848855502,        0.71994831644766
        0.62236848855502,        0.85084801034724
        0.62236848855502,        0.98174770424681
        0.62236848855502,        1.11264739814639
        0.62236848855502,        1.24354709204596
        0.62236848855502,        1.37444678594553
        0.62236848855502,        1.50534647984511
        0.62236848855502,        1.63624617374468
        0.62236848855502,        1.76714586764426
        0.62236848855502,        1.89804556154383
        0.62236848855502,        2.02894525544341
        0.62236848855502,        2.15984494934298
        0.62236848855502,        2.29074464324256
        0.62236848855502,        2.42164433714213
        0.62236848855502,        2.55254403104171
        0.62236848855502,        2.68344372494128
        0.62236848855502,        2.81434341884086
        0.62236848855502,        2.94524311274043
        0.62236848855502,        3.07614280664001
        0.62236848855502,        3.20704250053958
        0.62236848855502,        3.33794219443915
        0.62236848855502,        3.46884188833873
        0.62236848855502,        3.59974158223830
        0.62236848855502,        3.73064127613788
        0.62236848855502,        3.86154097003745
        0.62236848855502,        3.99244066393703
        0.62236848855502,        4.12334035783660
        0.62236848855502,        4.25424005173618
        0.62236848855502,        4.38513974563575
        0.62236848855502,        4.51603943953533
        0.62236848855502,        4.64693913343490
        0.62236848855502,        4.77783882733448
        0.62236848855502,        4.90873852123405
        0.62236848855502,        5.03963821513363
        0.62236848855502,        5.17053790903320
        0.62236848855502,        5.30143760293278
        0.62236848855502,        5.43233729683235
        0.62236848855502,        5.56323699073193
        0.62236848855502,        5.69413668463150
        0.62236848855502,        5.82503637853107
        0.62236848855502,        5.95593607243065
        0.62236848855502,        6.08683576633022
        0.62236848855502,        6.21773546022980
        0.67621373477166,        0.06041524333827
        0.67621373477166,        0.18124573001480
        0.67621373477166,        0.30207621669133
        0.67621373477166,        0.42290670336786
        0.67621373477166,        0.54373719004439
        0.67621373477166,        0.66456767672092
        0.67621373477166,        0.78539816339745
        0.67621373477166,        0.90622865007398
        0.67621373477166,        1.02705913675051
        0.67621373477166,        1.14788962342704
        0.67621373477166,        1.26872011010357
        0.67621373477166,        1.38955059678010
        0.67621373477166,        1.51038108345663
        0.67621373477166,        1.63121157013316
        0.67621373477166,        1.75204205680969
        0.67621373477166,        1.87287254348622
        0.67621373477166,        1.99370303016275
        0.67621373477166,        2.11453351683928
        0.67621373477166,        2.23536400351581
        0.67621373477166,        2.35619449019234
        0.67621373477166,        2.47702497686888
        0.67621373477166,        2.59785546354541
        0.67621373477166,        2.71868595022194
        0.67621373477166,        2.83951643689847
        0.67621373477166,        2.96034692357500
        0.67621373477166,        3.08117741025153
        0.67621373477166,        3.20200789692806
        0.67621373477166,        3.32283838360459
        0.67621373477166,        3.44366887028112
        0.67621373477166,        3.56449935695765
        0.67621373477166,        3.68532984363418
        0.67621373477166,        3.80616033031071
        0.67621373477166,        3.92699081698724
        0.67621373477166,        4.04782130366377
        0.67621373477166,        4.16865179034030
        0.67621373477166,        4.28948227701683
        0.67621373477166,        4.41031276369336
        0.67621373477166,        4.53114325036989
        0.67621373477166,        4.65197373704642
        0.67621373477166,        4.77280422372296
        0.67621373477166,        4.89363471039949
        0.67621373477166,        5.01446519707602
        0.67621373477166,        5.13529568375255
        0.67621373477166,        5.25612617042908
        0.67621373477166,        5.37695665710561
        0.67621373477166,        5.49778714378214
        0.67621373477166,        5.61861763045867
        0.67621373477166,        5.73944811713520
        0.67621373477166,        5.86027860381173
        0.67621373477166,        5.98110909048826
        0.67621373477166,        6.10193957716479
        0.67621373477166,        6.22277006384132
        0.73057374489655,        0.05609986881410
        0.73057374489655,        0.16829960644231
        0.73057374489655,        0.28049934407052
        0.73057374489655,        0.39269908169872
        0.73057374489655,        0.50489881932693
        0.73057374489655,        0.61709855695514
        0.73057374489655,        0.72929829458334
        0.73057374489655,        0.84149803221155
        0.73057374489655,        0.95369776983976
