|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  23509.60       1961.037       3511.328       3.723793       1.442252       5410073.      0.6800394E-04   389518.0       73038.81    
  23860.48       1961.037       3514.430       3.726229       1.442018       5416096.      0.6768067E-04   390531.6       73079.56    
  24211.35       1961.037       3520.019       3.749383       1.457509       5420419.      0.6738839E-04   395137.1       74776.90    
  24562.23       1961.037       3523.865       3.755569       1.460394       5426684.      0.6709335E-04   396809.5       75155.21    
  24913.10       1961.037       3527.501       3.761637       1.463044       5432603.      0.6679045E-04   398463.5       75506.10    
  25263.98       1961.037       3531.120       3.767682       1.465672       5438492.      0.6649023E-04   400117.1       75855.34    
  25614.85       1961.037       3534.616       3.773728       1.468227       5444202.      0.6618887E-04   401771.6       76195.42    
  25965.73       1961.037       3538.131       3.779562       1.470660       5449926.      0.6588429E-04   403392.9       76524.15    
  26316.60       1961.037       3541.726       3.786298       1.473794       5455626.      0.6558999E-04   405172.1       76928.75    
  26667.48       1961.037       3545.465       3.793416       1.477303       5461428.      0.6530051E-04   407023.1       77377.11    
  27018.35       1961.037       3555.175       3.865576       1.527699       5458242.      0.6505856E-04   420607.8       82972.99    
  27369.23       1961.037       3561.111       3.897330       1.548643       5460424.      0.6479287E-04   427028.9       85405.98    
  27720.10       1961.037       3566.991       3.928811       1.569206       5462424.      0.6453080E-04   433473.1       87833.84    
  28070.97       1961.037       3571.003       3.940315       1.575714       5467305.      0.6425636E-04   436218.9       88663.56    
  28421.85       1961.037       3574.579       3.947171       1.578976       5472841.      0.6398060E-04   438098.2       89120.17    
  28772.72       1961.037       3578.549       3.956990       1.584470       5478312.      0.6371259E-04   440532.8       89841.06    
  29123.60       1961.037       3582.581       3.967154       1.590192       5483645.      0.6344824E-04   443046.9       90593.11    
  29474.47       1961.037       3584.248       3.961055       1.583776       5489836.      0.6315373E-04   442493.2       89905.33    
  29825.35       1961.037       3587.428       3.965436       1.585187       5495414.      0.6288242E-04   443917.6       90145.48    
  30176.22       1961.037       3590.656       3.970205       1.586906       5501072.      0.6261322E-04   445414.9       90422.47    
  30527.10       1961.037       3594.622       3.980237       1.592550       5506284.      0.6235754E-04   447913.7       91167.40    
  30877.97       1961.037       3598.494       3.989675       1.597757       5511642.      0.6210178E-04   450306.0       91863.39    
  31228.85       1961.037       3598.557       3.945601       1.566077       5526520.      0.6179323E-04   442537.4       88258.07    
  31579.72       1961.037       3602.010       3.952190       1.569159       5531990.      0.6153321E-04   444372.7       88690.87    
  31930.60       1961.037       3609.113       4.011338       1.608451       5527858.      0.6133361E-04   456240.4       93371.88    
  32281.47       1961.037       3612.590       4.018304       1.611824       5533176.      0.6108143E-04   458177.5       93854.22    
  32632.35       1961.037       3614.556       4.008758       1.603559       5540912.      0.6080053E-04   456937.8       92944.77    
  32983.22       1961.037       3618.278       4.020408       1.610087       5545266.      0.6055386E-04   459780.9       93799.50    
  33334.10       1961.037       3622.362       4.026349       1.613332       5552440.      0.6032202E-04   461526.3       94284.31    
  33684.97       1961.037       3622.080       3.988768       1.585552       5564882.      0.6002188E-04   454871.9       91058.20    
  34035.84       1961.037       3624.807       3.992094       1.586066       5570219.      0.5977459E-04   456097.8       91185.83    
  34386.72       1961.037       3628.503       3.999853       1.590165       5575708.      0.5952815E-04   458182.8       91751.24    
  34737.59       1961.037       3629.941       3.986158       1.578729       5584135.      0.5926518E-04   456148.4       90472.12    
  35088.47       1961.037       3633.677       3.996023       1.584277       5589119.      0.5903140E-04   458629.0       91202.87    
  35439.34       1961.037       3639.810       4.047937       1.619031       5585315.      0.5883795E-04   469199.9       95408.90    
  35790.22       1961.037       3644.116       4.067715       1.631143       5588190.      0.5862146E-04   473691.4       96956.33    
  36141.09       1961.037       3649.384       4.087347       1.643702       5592194.      0.5841878E-04   478217.7       98597.51    
  36491.97       1961.037       3652.407       4.091304       1.644963       5597791.      0.5818268E-04   479593.8       98830.57    
  36842.84       1961.037       3655.281       4.095836       1.646836       5603467.      0.5794745E-04   481027.2       99133.72    
  37193.72       1961.037       3656.908       4.088330       1.639713       5610042.      0.5768933E-04   480135.9       98321.74    
  37544.59       1961.037       3661.785       4.109526       1.653567       5614262.      0.5750138E-04   484911.6       100123.6    
  37895.47       1961.037       3665.125       4.113876       1.654984       5619387.      0.5726777E-04   486435.8       100386.7    
  38246.34       1961.037       3667.432       4.108365       1.649503       5626893.      0.5702656E-04   485965.8       99785.66    
  38597.22       1961.037       3669.943       4.106792       1.646902       5633354.      0.5679026E-04   486243.9       99539.35    
  38948.09       1961.037       3671.467       4.096984       1.638306       5640645.      0.5653408E-04   484874.3       98543.88    
  39298.96       1961.037       3675.109       4.105895       1.643270       5645778.      0.5632079E-04   487243.4       99240.32    
  39649.84       1961.037       3678.329       4.114006       1.647611       5650004.      0.5610345E-04   489421.9       99852.75    
  40000.71       1961.037       3682.670       4.132283       1.658678       5653916.      0.5592118E-04   493753.2       101318.1    
  40351.59       1961.037       3685.700       4.137002       1.660844       5659280.      0.5570226E-04   495244.3       101666.5    
  40702.46       1961.037       3688.601       4.140966       1.662123       5664656.      0.5548377E-04   496635.3       101903.2    
  41053.34       1961.037       3691.288       4.139594       1.659846       5670417.      0.5524711E-04   496950.2       101698.2    
  41404.21       1961.037       3694.608       4.146997       1.663436       5676062.      0.5504231E-04   499075.9       102230.5    
  41755.09       1961.037       3697.543       4.149007       1.663461       5681809.      0.5482074E-04   500084.9       102314.9    
  42105.96       1961.037       3699.940       4.151329       1.663800       5686719.      0.5460704E-04   501066.5       102422.8    
  42456.84       1961.037       3702.997       4.155300       1.664906       5692318.      0.5439939E-04   502520.1       102643.9    
  42807.71       1961.037       3705.726       4.159621       1.666684       5697696.      0.5418642E-04   503929.4       102938.9    
  43158.59       1961.037       3708.609       4.163639       1.667993       5703060.      0.5397997E-04   505345.9       103180.9    
  43509.46       1961.037       3711.465       4.167673       1.669338       5708407.      0.5377449E-04   506760.1       103427.0    
  43860.34       1961.037       3714.313       4.171684       1.670671       5713720.      0.5356901E-04   508170.9       103671.8    
  44211.21       1961.037       3717.148       4.175685       1.672000       5719014.      0.5336417E-04   509580.3       103915.9    
  44562.09       1961.037       3720.902       4.192746       1.682505       5722051.      0.5318439E-04   513658.7       105332.2    
  44912.96       1961.037       3723.954       4.199491       1.685695       5726782.      0.5299406E-04   515654.7       105818.6    
  45263.83       1961.037       3726.857       4.204635       1.687843       5731944.      0.5279723E-04   517307.7       106171.3    
