|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  289.754        4991.33        2977.87        0.00000        0.00000       0.249325E+007  0.299166E-004            NaN            NaN
  295.289        4991.33        2980.94        0.00000        0.00000       0.252669E+007  0.303597E-004            NaN            NaN
  300.824        4991.33        2980.84        0.00000        0.00000       0.255868E+007  0.306506E-004            NaN            NaN
  306.359        4991.33        3027.79        0.00000        0.00000       0.260146E+007  0.283491E-004            NaN            NaN
  311.893        4991.33        3027.87        0.00000        0.00000       0.263171E+007  0.286152E-004            NaN            NaN
  317.428        4991.33        3028.09        0.00000        0.00000       0.266097E+007  0.288778E-004            NaN            NaN
  322.963        4991.33        3027.98        0.00000        0.00000       0.268910E+007  0.291210E-004            NaN            NaN
  328.498        4991.33        3028.07        0.00000        0.00000       0.271639E+007  0.293641E-004            NaN            NaN
  334.033        4991.33        3028.03        0.00000        0.00000       0.274275E+007  0.295958E-004            NaN            NaN
  339.567        4991.33        3027.62        5.86600        2.81793       0.276811E+007  0.298064E-004   721247.        240416.     
  345.102        4991.33        3027.11        5.86451        2.81722       0.279264E+007  0.300074E-004   720762.        240254.     
  350.637        4991.33        3027.58        5.86270        2.81635       0.281683E+007  0.302389E-004   720428.        240143.     
  356.172        4991.33        3027.34        5.86107        2.81557       0.284001E+007  0.304376E-004   719969.        239990.     
  361.706        4991.33        3027.09        5.85941        2.81477       0.286250E+007  0.306303E-004   719501.        239834.     
  367.241        4991.33        3027.01        5.85768        2.81394       0.288442E+007  0.308245E-004   719058.        239686.     
  372.776        4991.33        3026.82        5.85593        2.81310       0.290567E+007  0.310087E-004   718583.        239528.     
  378.311        4991.33        3026.67        5.85412        2.81223       0.292635E+007  0.311897E-004   718105.        239368.     
  383.846        4991.33        3026.52        5.85240        2.81140       0.294646E+007  0.313677E-004   717647.        239216.     
  389.380        4991.33        3026.49        5.85051        2.81050       0.296609E+007  0.315449E-004   717177.        239059.     
  394.915        4991.33        3026.31        5.84872        2.80963       0.298514E+007  0.317129E-004   716695.        238898.     
  400.450        4991.33        3037.37        5.80930        2.79070       0.300241E+007  0.316565E-004   709650.        236550.     
  405.985        4991.33        3036.83        5.80745        2.78981       0.302039E+007  0.317977E-004   709074.        236358.     
  411.519        4991.33        3036.27        5.80564        2.78894       0.303790E+007  0.319359E-004   708498.        236166.     
  417.054        4991.33        3035.72        5.80387        2.78809       0.305497E+007  0.320716E-004   707938.        235979.     
  422.589        4991.33        3035.15        5.80197        2.78718       0.307162E+007  0.322018E-004   707344.        235781.     
  428.124        4991.33        3034.59        5.80010        2.78628       0.308787E+007  0.323293E-004   706757.        235586.     
  433.658        4991.33        3034.05        5.79812        2.78533       0.310374E+007  0.324521E-004   706151.        235384.     
  439.193        4991.33        3033.48        5.79620        2.78441       0.311923E+007  0.325732E-004   705549.        235183.     
  444.728        4991.33        3032.92        5.79415        2.78342       0.313436E+007  0.326891E-004   704920.        234973.     
  450.263        4991.33        3032.54        5.79202        2.78240       0.314921E+007  0.328008E-004   704314.        234771.     
  455.798        4991.33        3032.01        5.78998        2.78142       0.316368E+007  0.329120E-004   703693.        234564.     
  461.332        4991.33        3031.43        5.78786        2.78040       0.317781E+007  0.330195E-004   703045.        234348.     
  466.867        4991.33        3030.88        5.78582        2.77942       0.319164E+007  0.331262E-004   702422.        234141.     
  472.402        4991.33        3030.32        5.78371        2.77840       0.320517E+007  0.332296E-004   701778.        233926.     
  477.937        4991.33        3029.74        5.78159        2.77739       0.321841E+007  0.333308E-004   701132.        233711.     
  483.471        4991.33        3028.96        5.77953        2.77640       0.323130E+007  0.334318E-004   700453.        233484.     
  489.006        4991.33        3028.39        5.77740        2.77538       0.324399E+007  0.335291E-004   699803.        233268.     
  494.541        4991.33        3027.85        5.77519        2.77431       0.325644E+007  0.336231E-004   699142.        233047.     
  500.076        4991.33        3027.25        5.77307        2.77329       0.326861E+007  0.337171E-004   698492.        232831.     
  505.611        4991.33        3026.84        5.77094        2.77227       0.328059E+007  0.338087E-004   697881.        232627.     
  511.145        4991.33        3026.17        5.76877        2.77123       0.329226E+007  0.338991E-004   697202.        232401.     
  516.680        4991.33        3025.80        5.76650        2.77014       0.330380E+007  0.339851E-004   696569.        232190.     
  522.215        4991.33        3025.05        5.76447        2.76916       0.331499E+007  0.340753E-004   695905.        231968.     
  527.750        4991.33        3026.96        5.75705        2.76560       0.332726E+007  0.341666E-004   694552.        231517.     
  533.284        4991.33        3037.80        5.72958        2.75240       0.334417E+007  0.342555E-004   690405.        230135.     
  538.819        4991.33        3041.86        5.71691        2.74631       0.335761E+007  0.343483E-004   688273.        229424.     
  544.354        4991.33        3045.95        5.70424        2.74023       0.337108E+007  0.344459E-004   686148.        228716.     
  549.889        4991.33        3049.15        5.69437        2.73549       0.338402E+007  0.345693E-004   684493.        228164.     
  555.424        4991.33        3050.75        5.68565        2.73130       0.339650E+007  0.346529E-004   682757.        227586.     
  560.958        4991.33        3054.31        0.00000        0.00000       0.341004E+007  0.347718E-004            NaN            NaN
  566.493        4991.33        3058.49        5.66146        2.71968       0.342427E+007  0.349073E-004   678677.        226226.     
  572.028        4991.33        3058.61        5.65892        2.71846       0.343573E+007  0.350600E-004   678094.        226031.     
  577.563        4991.33        3066.90        5.63615        2.70752       0.345474E+007  0.352510E-004   674472.        224824.     
  583.097        4991.33        3071.15        5.62351        2.70145       0.347190E+007  0.354875E-004   672380.        224127.     
  588.632        4991.33        3072.33        5.61739        2.69851       0.348877E+007  0.357656E-004   671176.        223725.     
  594.167        4991.33        3072.35        5.61356        2.69667       0.350894E+007  0.361664E-004   670266.        223422.     
  599.702        4991.33        3071.97        5.61082        2.69535       0.354657E+007  0.370699E-004   669528.        223176.     
  605.237        4991.33        3074.23        5.60355        2.69186       0.350288E+007  0.360765E-004   668285.        222762.     
  610.771        4991.33        3080.07        5.58989        2.68530       0.356270E+007  0.388050E-004   666294.        222098.     
  616.306        4991.33        3086.99        5.58284        2.68191       0.349100E+007  0.340328E-004   666107.        222036.     
  621.841        4991.33        3086.88        5.58019        2.68064       0.349972E+007  0.340802E-004   665451.        221817.     
  627.376        4991.33        3082.41        5.58175        2.68138       0.350555E+007  0.342543E-004   664859.        221620.     
  632.910        4991.33        3082.30        5.57904        2.68008       0.351400E+007  0.343006E-004   664192.        221397.     
  638.445        4991.33        3085.41        5.57314        2.67725       0.352451E+007  0.342488E-004   663456.        221152.     
  643.980        4991.33        3084.56        5.57357        2.67746       0.353734E+007  0.342429E-004   663376.        221125.     
  649.515        4991.33        3081.66        5.57107        2.67626       0.353862E+007  0.344416E-004   662158.        220719.     
  655.050        4991.33        3092.90        5.55677        2.66939       0.355370E+007  0.341532E-004   661165.        220388.     
  660.584        4991.33        3085.93        5.56093        2.67138       0.355715E+007  0.344031E-004   660664.        220221.     
  666.119        4991.33        3089.36        5.55449        2.66829       0.356719E+007  0.343429E-004   659868.        219956.     
  671.654        4991.33        3092.96        5.54789        2.66512       0.357728E+007  0.342771E-004   659066.        219689.     
  677.189        4991.33        3103.37        5.53828        2.66051       0.360127E+007  0.338723E-004   658997.        219666.     
  682.723        4991.33        3105.20        5.53364        2.65828       0.361025E+007  0.338615E-004   658280.        219427.     
  688.258        4991.33        3108.35        5.52780        2.65547       0.362034E+007  0.338069E-004   657556.        219185.     
  693.793        4991.33        3105.44        5.52529        2.65426       0.361699E+007  0.340758E-004   656345.        218782.     
  699.328        4991.33        3112.51        0.00000        0.00000       0.363940E+007  0.337578E-004            NaN            NaN
  704.862        4991.33        3115.33        0.00000        0.00000       0.364980E+007  0.337063E-004            NaN            NaN
  710.397        4991.33        3117.76        0.00000        0.00000       0.365969E+007  0.336694E-004            NaN            NaN
  715.932        4991.33        3120.21        0.00000        0.00000       0.366968E+007  0.336314E-004            NaN            NaN
  721.467        4991.33        3123.26        0.00000        0.00000       0.367605E+007  0.336181E-004            NaN            NaN
  727.002        4991.33        3112.19        5.51186        2.64781       0.369754E+007  0.337498E-004   654580.        218193.     
  732.536        4991.33        3114.68        5.50677        2.64537       0.370819E+007  0.337086E-004   653891.        217964.     
  738.071        4991.33        3118.54        0.00000        0.00000       0.370441E+007  0.337909E-004            NaN            NaN
  743.606        4991.33        3123.18        5.48501        2.63492       0.371102E+007  0.337436E-004   650507.        216836.     
  749.141        4991.33        3110.80        0.00000        0.00000       0.373626E+007  0.338953E-004            NaN            NaN
  754.675        4991.33        3120.79        5.48667        2.63571       0.374151E+007  0.337367E-004   650402.        216801.     
  760.210        4991.33        3122.11        5.48291        2.63391       0.375341E+007  0.337168E-004   649785.        216595.     
  765.745        4991.33        3129.50        5.46921        2.62733       0.375606E+007  0.336564E-004   648073.        216024.     
  771.280        4991.33        3210.35        5.58186        2.68144       0.372131E+007  0.334731E-004   692484.        230828.     
  776.815        4991.33        3254.40        5.61637        2.69802       0.372474E+007  0.330681E-004   710693.        236898.     
  782.349        4991.33        3268.74        5.63364        2.70631       0.373126E+007  0.330019E-004   718219.        239406.     
  787.884        4991.33        3274.91        5.64809        2.71325       0.373924E+007  0.330322E-004   723271.        241090.     
  793.419        4991.33        3281.18        5.66277        2.72030       0.374758E+007  0.330614E-004   728427.        242809.     
  798.954        4991.33        3297.41        5.70044        2.73840       0.375774E+007  0.330568E-004   741803.        247268.     
  804.488        4991.33        3303.82        5.71509        2.74544       0.376790E+007  0.330784E-004   747072.        249024.     
  810.023        4991.33        3353.77        5.82609        2.79876       0.379230E+007  0.328992E-004   788110.        262703.     
  815.558        4991.33        3357.87        5.84020        2.80554       0.379868E+007  0.329826E-004   792900.        264300.     
  821.093        4991.33        3356.61        5.83808        2.80452       0.381188E+007  0.330414E-004   792028.        264009.     
  826.628        4991.33        3323.74        5.76012        2.76707       0.382696E+007  0.331836E-004   763466.        254489.     
  832.162        4991.33        3408.81        5.96345        2.86475       0.386425E+007  0.329907E-004   839262.        279754.     
  837.697        4991.33        3408.19        5.96123        2.86368       0.390832E+007  0.330332E-004   838485.        279495.     
  843.232        4991.33        3407.63        5.95904        2.86263       0.400964E+007  0.330711E-004   837731.        279244.     
  848.767        4991.33        3407.05        0.00000        0.00000       0.371496E+007  0.331138E-004            NaN            NaN
  854.301        4991.33        3406.43        0.00000        0.00000       0.371879E+007  0.331572E-004            NaN            NaN
  859.836        4991.33        3405.84        0.00000        0.00000       0.372271E+007  0.331980E-004            NaN            NaN
  865.371        4991.33        3405.24        5.96294        2.86450       0.372655E+007  0.332393E-004   838239.        279413.     
  870.906        4991.33        3404.65        5.96191        2.86401       0.373037E+007  0.332798E-004   837804.        279268.     
  876.441        4991.33        3457.28        6.16665        2.96236       0.378025E+007  0.345975E-004   910192.        303397.     
  881.975        4991.33        3536.35        6.52355        3.13381       0.385194E+007  0.364693E-004  0.104189E+007   347297.     
  887.510        4991.33        3569.92        6.70586        3.22139       0.388532E+007  0.372625E-004  0.111139E+007   370464.     
  893.045        4991.33        3569.18        6.70356        3.22029       0.388908E+007  0.373125E-004  0.111040E+007   370134.     
  898.580        4991.33        3568.48        6.70199        3.21953       0.389330E+007  0.373631E-004  0.110966E+007   369887.     
  904.114        4991.33        3567.69        6.69792        3.21758       0.389648E+007  0.374258E-004  0.110807E+007   369355.     
  909.649        4991.33        3566.98        6.69665        3.21697       0.390058E+007  0.374722E-004  0.110743E+007   369142.     
  915.184        4991.33        3566.29        6.69565        3.21649       0.390474E+007  0.375169E-004  0.110688E+007   368961.     
  920.719        4991.33        3565.55        6.69349        3.21545       0.390834E+007  0.375667E-004  0.110594E+007   368647.     
  926.254        4991.33        3564.84        6.69170        3.21459       0.391213E+007  0.376151E-004  0.110513E+007   368375.     
  931.788        4991.33        3564.08        6.68850        3.21305       0.391549E+007  0.376736E-004  0.110383E+007   367944.     
  937.323        4991.33        3563.37        6.68747        3.21256       0.391934E+007  0.377177E-004  0.110328E+007   367758.     
  942.858        4991.33        3562.63        6.68539        3.21156       0.392290E+007  0.377685E-004  0.110236E+007   367454.     
  948.393        4991.33        3561.90        6.68331        3.21056       0.392642E+007  0.378192E-004  0.110145E+007   367149.     
  953.927        4991.33        3561.15        6.68046        3.20919       0.392968E+007  0.378743E-004  0.110028E+007   366759.     
  959.462        4991.33        3560.41        6.67830        3.20815       0.393309E+007  0.379254E-004  0.109934E+007   366446.     
  964.997        4991.33        3559.70        6.67733        3.20769       0.393675E+007  0.379685E-004  0.109880E+007   366267.     
  970.532        4991.33        3558.95        6.67451        3.20633       0.393990E+007  0.380222E-004  0.109764E+007   365880.     
  976.067        4991.33        3558.23        6.67272        3.20547       0.394329E+007  0.380696E-004  0.109683E+007   365610.     
  981.601        4991.33        3557.44        6.66896        3.20366       0.394620E+007  0.381337E-004  0.109535E+007   365117.     
  987.136        4991.33        3556.74        6.66818        3.20329       0.394973E+007  0.381735E-004  0.109488E+007   364959.     
  992.671        4991.33        3556.00        6.66585        3.20217       0.395288E+007  0.382260E-004  0.109388E+007   364628.     
  998.206        4991.33        3555.25        6.66352        3.20105       0.395600E+007  0.382784E-004  0.109289E+007   364297.     
  1003.74        4991.33        3554.50        6.66119        3.19993       0.395908E+007  0.383309E-004  0.109190E+007   363965.     
  1009.28        4991.33        3553.75        6.65885        3.19881       0.396213E+007  0.383835E-004  0.109090E+007   363633.     
  1014.81        4991.33        3553.02        6.65732        3.19807       0.396533E+007  0.384304E-004  0.109017E+007   363391.     
  1020.34        4991.33        3552.27        6.65498        3.19695       0.396831E+007  0.384829E-004  0.108918E+007   363059.     
  1025.88        4991.33        3551.52        6.65263        3.19582       0.397125E+007  0.385355E-004  0.108818E+007   362726.     
  1031.41        4991.33        3550.76        6.65029        3.19469       0.397416E+007  0.385881E-004  0.108718E+007   362393.     
  1036.95        4991.33        3550.01        6.64794        3.19356       0.397704E+007  0.386408E-004  0.108618E+007   362060.     
  1042.48        4991.33        3549.26        6.64558        3.19243       0.397988E+007  0.386935E-004  0.108518E+007   361727.     
  1048.02        4991.33        3548.50        6.64323        3.19130       0.398269E+007  0.387463E-004  0.108418E+007   361394.     
  1053.55        4991.33        3547.74        6.64087        3.19017       0.398547E+007  0.387991E-004  0.108318E+007   361060.     
  1059.09        4991.33        3546.99        6.63850        3.18903       0.398822E+007  0.388519E-004  0.108218E+007   360726.     
  1064.62        4991.33        3546.23        6.63628        3.18797       0.399097E+007  0.389041E-004  0.108122E+007   360408.     
  1070.16        4991.33        3545.45        6.63396        3.18685       0.399368E+007  0.389601E-004  0.108023E+007   360077.     
  1075.69        4991.33        3544.69        6.63122        3.18553       0.399628E+007  0.390157E-004  0.107911E+007   359702.     
  1081.23        4991.33        3543.93        6.62887        3.18441       0.399891E+007  0.390688E-004  0.107811E+007   359370.     
  1086.76        4991.33        3543.17        6.62652        3.18328       0.400152E+007  0.391220E-004  0.107711E+007   359038.     
  1092.30        4991.33        3542.41        6.62446        3.18229       0.400413E+007  0.391725E-004  0.107621E+007   358738.     
  1097.83        4991.33        3541.65        6.62207        3.18114       0.400669E+007  0.392266E-004  0.107521E+007   358402.     
  1103.37        4991.33        3540.88        6.61969        3.18000       0.400920E+007  0.392802E-004  0.107420E+007   358068.     
  1108.90        4991.33        3540.08        6.61571        3.17808       0.401134E+007  0.393454E-004  0.107267E+007   357556.     
  1114.44        4991.33        3539.34        6.61495        3.17772       0.401414E+007  0.393884E-004  0.107220E+007   357399.     
  1119.97        4991.33        3538.58        6.61254        3.17656       0.401656E+007  0.394409E-004  0.107119E+007   357062.     
  1125.51        4991.33        3537.80        6.61016        3.17542       0.401897E+007  0.394957E-004  0.107018E+007   356727.     
  1131.04        4991.33        3537.04        6.60774        3.17426       0.402138E+007  0.395500E-004  0.106916E+007   356388.     
  1136.57        4991.33        3536.27        6.60536        3.17311       0.402370E+007  0.396031E-004  0.106816E+007   356054.     
  1142.11        4991.33        3535.49        6.60296        3.17196       0.402603E+007  0.396574E-004  0.106715E+007   355717.     
  1147.64        4991.33        3534.73        6.60053        3.17079       0.402834E+007  0.397114E-004  0.106614E+007   355378.     
  1153.18        4991.33        3533.95        6.59815        3.16965       0.403061E+007  0.397659E-004  0.106513E+007   355044.     
  1158.71        4991.33        3533.18        6.59568        3.16846       0.403289E+007  0.398201E-004  0.106411E+007   354702.     
  1164.25        4991.33        3532.40        6.59333        3.16733       0.403509E+007  0.398751E-004  0.106311E+007   354370.     
  1169.78        4991.33        3531.62        6.59092        3.16618       0.403729E+007  0.399299E-004  0.106210E+007   354033.     
  1175.32        4991.33        3530.84        6.58851        3.16502       0.403947E+007  0.399849E-004  0.106109E+007   353696.     
  1180.85        4991.33        3530.06        6.58609        3.16386       0.404163E+007  0.400400E-004  0.106008E+007   353359.     
  1186.39        4991.33        3529.28        6.58368        3.16270       0.404376E+007  0.400951E-004  0.105906E+007   353021.     
  1191.92        4991.33        3528.50        6.58125        3.16153       0.404587E+007  0.401504E-004  0.105805E+007   352683.     
  1197.46        4991.33        3527.72        6.57882        3.16036       0.404795E+007  0.402053E-004  0.105703E+007   352345.     
  1202.99        4991.33        3526.93        6.57640        3.15920       0.405002E+007  0.402608E-004  0.105602E+007   352007.     
  1208.53        4991.33        3526.15        6.57397        3.15803       0.405206E+007  0.403163E-004  0.105501E+007   351669.     
  1214.06        4991.33        3525.36        6.57154        3.15686       0.405408E+007  0.403720E-004  0.105399E+007   351330.     
  1219.60        4991.33        3524.58        6.56910        3.15570       0.405607E+007  0.404278E-004  0.105298E+007   350992.     
  1225.13        4991.33        3523.80        6.56662        3.15450       0.405808E+007  0.404839E-004  0.105195E+007   350649.     
  1230.67        4991.33        3523.01        6.56417        3.15332       0.406004E+007  0.405399E-004  0.105093E+007   350309.     
  1236.20        4991.33        3522.22        6.56170        3.15214       0.406201E+007  0.405981E-004  0.104990E+007   349967.     
  1241.74        4991.33        3521.44        6.55920        3.15094       0.406396E+007  0.406548E-004  0.104887E+007   349623.     
  1247.27        4991.33        3520.65        6.55675        3.14976       0.406585E+007  0.407113E-004  0.104785E+007   349284.     
  1252.81        4991.33        3519.85        6.55434        3.14860       0.406767E+007  0.407661E-004  0.104684E+007   348948.     
  1258.34        4991.33        3519.06        6.55189        3.14743       0.406953E+007  0.408229E-004  0.104583E+007   348609.     
  1263.87        4991.33        3518.27        6.54944        3.14625       0.407136E+007  0.408799E-004  0.104481E+007   348269.     
  1269.41        4991.33        3517.47        6.54699        3.14507       0.407319E+007  0.409384E-004  0.104379E+007   347929.     
  1274.94        4991.33        3516.67        6.54455        3.14390       0.407497E+007  0.409951E-004  0.104277E+007   347591.     
  1280.48        4991.33        3515.88        6.54207        3.14271       0.407673E+007  0.410515E-004  0.104175E+007   347250.     
  1286.01        4991.33        3515.07        6.53965        3.14155       0.407848E+007  0.411098E-004  0.104074E+007   346913.     
  1291.55        4991.33        3514.26        6.53727        3.14040       0.408014E+007  0.411653E-004  0.103974E+007   346581.     
  1297.08        4991.33        3513.47        6.53476        3.13920       0.408189E+007  0.412243E-004  0.103871E+007   346237.     
  1302.62        4991.33        3512.69        6.53214        3.13794       0.408365E+007  0.412819E-004  0.103765E+007   345882.     
  1308.15        4991.33        3511.88        6.52974        3.13679       0.408528E+007  0.413391E-004  0.103665E+007   345549.     
  1313.69        4991.33        3511.08        6.52721        3.13557       0.408698E+007  0.413983E-004  0.103561E+007   345203.     
  1319.22        4991.33        3510.28        6.52473        3.13438       0.408861E+007  0.414564E-004  0.103458E+007   344861.     
  1324.76        4991.33        3509.46        6.52234        3.13323       0.409021E+007  0.415151E-004  0.103358E+007   344528.     
  1330.29        4991.33        3508.66        6.51980        3.13201       0.409183E+007  0.415739E-004  0.103254E+007   344182.     
  1335.83        4991.33        3507.84        6.51748        3.13089       0.409333E+007  0.416300E-004  0.103157E+007   343856.     
  1341.36        4991.33        3507.04        6.51486        3.12964       0.409496E+007  0.416898E-004  0.103051E+007   343502.     
  1346.90        4991.33        3506.23        6.51237        3.12844       0.409652E+007  0.417498E-004  0.102948E+007   343160.     
  1352.43        4991.33        3505.42        6.50988        3.12725       0.409805E+007  0.418086E-004  0.102846E+007   342819.     
  1357.97        4991.33        3504.63        6.50730        3.12601       0.409958E+007  0.418669E-004  0.102741E+007   342469.     
  1363.50        4991.33        3503.82        6.50481        3.12481       0.410108E+007  0.419263E-004  0.102638E+007   342128.     
  1369.04        4991.33        3502.99        6.50244        3.12367       0.410249E+007  0.419839E-004  0.102539E+007   341798.     
  1374.57        4991.33        3502.19        6.49983        3.12242       0.410402E+007  0.420457E-004  0.102434E+007   341445.     
  1380.11        4991.33        3501.34        6.49756        3.12133       0.410539E+007  0.421049E-004  0.102337E+007   341125.     
  1385.64        4991.33        3500.56        6.49483        3.12001       0.410689E+007  0.421654E-004  0.102228E+007   340761.     
  1391.17        4991.33        3499.74        6.49233        3.11881       0.410831E+007  0.422255E-004  0.102126E+007   340420.     
  1396.71        4991.33        3498.92        6.48984        3.11762       0.410970E+007  0.422861E-004  0.102024E+007   340079.     
  1402.24        4991.33        3498.09        6.48738        3.11644       0.411107E+007  0.423463E-004  0.101922E+007   339741.     
  1407.78        4991.33        3497.28        6.48480        3.11520       0.411246E+007  0.424073E-004  0.101818E+007   339392.     
  1413.31        4991.33        3496.46        0.00000        0.00000       0.411379E+007  0.424669E-004            NaN            NaN
  1418.85        4991.33        3495.64        0.00000        0.00000       0.411513E+007  0.425282E-004            NaN            NaN
  1424.38        4991.33        3494.81        0.00000        0.00000       0.411643E+007  0.425891E-004            NaN            NaN
  1429.92        4991.33        3493.98        0.00000        0.00000       0.411774E+007  0.426509E-004            NaN            NaN
  1435.45        4991.33        3493.15        0.00000        0.00000       0.411903E+007  0.427132E-004            NaN            NaN
  1440.99        4991.33        3492.33        0.00000        0.00000       0.412030E+007  0.427740E-004            NaN            NaN
  1446.52        4991.33        3491.50        6.46725        3.10676       0.412156E+007  0.428354E-004  0.101100E+007   336999.     
  1452.06        4991.33        3490.68        6.46472        3.10555       0.412280E+007  0.428974E-004  0.100997E+007   336656.     
  1457.59        4991.33        3489.85        6.46222        3.10435       0.412401E+007  0.429574E-004  0.100895E+007   336316.     
  1463.13        4991.33        3489.02        6.45968        3.10313       0.412523E+007  0.430203E-004  0.100792E+007   335972.     
  1468.66        4991.33        3488.19        6.45714        3.10191       0.412643E+007  0.430822E-004  0.100688E+007   335628.     
  1474.20        4991.33        3487.31        6.45504        3.10090       0.412760E+007  0.431480E-004  0.100598E+007   335325.     
  1479.73        4991.33        3486.44        6.45289        3.09987       0.412876E+007  0.432119E-004  0.100506E+007   335018.     
  1485.27        4991.33        3485.57        0.00000        0.00000       0.412994E+007  0.432771E-004            NaN            NaN
  1490.80        4991.33        3484.70        6.44850        3.09776       0.413106E+007  0.433408E-004  0.100319E+007   334396.     
  1496.34        4991.33        3483.83        6.44634        3.09672       0.413218E+007  0.434050E-004  0.100227E+007   334089.     
  1501.87        4991.33        3482.96        6.44419        3.09569       0.413329E+007  0.434695E-004  0.100134E+007   333781.     
  1507.40        4991.33        3482.07        6.44215        3.09471       0.413438E+007  0.435345E-004  0.100046E+007   333486.     
  1512.94        4991.33        3481.20        6.43997        3.09366       0.413548E+007  0.436000E-004   999529.        333176.     
  1518.47        4991.33        3480.31        6.43792        3.09268       0.413653E+007  0.436649E-004   998639.        332880.     
  1524.01        4991.33        3479.44        6.43574        3.09163       0.413758E+007  0.437306E-004   997712.        332571.     
  1529.54        4991.33        3478.56        6.43358        3.09059       0.413863E+007  0.437963E-004   996791.        332264.     
  1535.08        4991.33        3477.68        6.43143        3.08956       0.413966E+007  0.438621E-004   995871.        331957.     
  1540.61        4991.33        3476.80        6.42927        3.08852       0.414067E+007  0.439281E-004   994951.        331650.     
  1546.15        4991.33        3475.91        6.42715        3.08750       0.414166E+007  0.439928E-004   994043.        331348.     
  1551.68        4991.33        3475.03        6.42500        3.08647       0.414265E+007  0.440591E-004   993125.        331042.     
  1557.22        4991.33        3474.15        6.42282        3.08542       0.414363E+007  0.441254E-004   992200.        330733.     
  1562.75        4991.33        3473.28        6.42046        3.08429       0.414461E+007  0.441927E-004   991223.        330408.     
  1568.29        4991.33        3472.38        6.41851        3.08335       0.414554E+007  0.442588E-004   990364.        330121.     
  1573.82        4991.33        3471.60        6.41529        3.08180       0.414651E+007  0.443200E-004   989149.        329716.     
  1579.36        4991.33        3470.75        6.41273        3.08058       0.414745E+007  0.443862E-004   988119.        329373.     
  1584.89        4991.33        3457.85        6.43911        3.09325       0.412919E+007  0.443739E-004   992561.        330854.     
  1590.43        4991.33        3456.99        6.43680        3.09214       0.413020E+007  0.444424E-004   991601.        330534.     
  1595.96        4991.33        3456.12        6.43456        3.09106       0.413113E+007  0.445094E-004   990663.        330221.     
  1601.50        4991.33        3455.24        6.43248        3.09006       0.413205E+007  0.445773E-004   989769.        329923.     
  1607.03        4991.33        3454.41        6.42958        3.08867       0.413297E+007  0.446428E-004   988640.        329547.     
  1612.57        4991.33        3453.54        6.42744        3.08764       0.413387E+007  0.447097E-004   987734.        329245.     
  1618.10        4991.33        3452.67        6.42497        3.08645       0.413476E+007  0.447802E-004   986725.        328908.     
  1623.64        4991.33        3451.81        6.42266        3.08535       0.413565E+007  0.448467E-004   985770.        328590.     
  1629.17        4991.33        3450.94        6.42027        3.08420       0.413652E+007  0.449154E-004   984789.        328263.     
  1634.70        4991.33        3450.06        6.41809        3.08315       0.413734E+007  0.449821E-004   983870.        327957.     
  1640.24        4991.33        3449.20        6.41558        3.08195       0.413821E+007  0.450524E-004   982855.        327618.     
  1645.77        4991.33        3448.33        6.41320        3.08080       0.413901E+007  0.451189E-004   981879.        327293.     
  1651.31        4991.33        3447.45        6.41091        3.07970       0.413983E+007  0.451883E-004   980928.        326976.     
  1656.84        4991.33        3446.57        6.40868        3.07863       0.414064E+007  0.452577E-004   979995.        326665.     
  1662.38        4991.33        3445.70        6.40611        3.07739       0.414146E+007  0.453294E-004   978961.        326320.     
  1667.91        4991.33        3444.83        6.40371        3.07624       0.414223E+007  0.453984E-004   977980.        325993.     
  1673.45        4991.33        3443.94        6.40166        3.07526       0.414302E+007  0.454690E-004   977100.        325700.     
  1678.98        4991.33        3443.07        6.39921        3.07408       0.414379E+007  0.455385E-004   976108.        325369.     
  1684.52        4991.33        3442.18        6.39696        3.07300       0.414452E+007  0.456094E-004   975168.        325056.     
  1690.05        4991.33        3441.30        6.39462        3.07188       0.414526E+007  0.456794E-004   974207.        324736.     
  1695.59        4991.33        3440.42        6.39223        3.07073       0.414600E+007  0.457507E-004   973230.        324410.     
  1701.12        4991.33        3439.52        6.39014        3.06973       0.414672E+007  0.458227E-004   972340.        324113.     
  1706.66        4991.33        3438.64        6.38765        3.06853       0.414743E+007  0.458939E-004   971333.        323778.     
  1712.19        4991.33        3437.76        6.38526        3.06738       0.414811E+007  0.459655E-004   970355.        323452.     
  1717.73        4991.33        3436.89        6.38263        3.06611       0.414880E+007  0.460361E-004   969312.        323104.     
  1723.26        4991.33        3436.01        6.38013        3.06492       0.414948E+007  0.461072E-004   968307.        322769.     
  1728.80        4991.33        3435.06        6.37884        3.06430       0.415015E+007  0.461830E-004   967646.        322549.     
  1734.33        4991.33        3434.23        6.37542        3.06265       0.415080E+007  0.462517E-004   966377.        322126.     
  1739.87        4991.33        3433.34        6.37307        3.06152       0.415144E+007  0.463246E-004   965415.        321805.     
  1745.40        4991.33        3432.44        6.37078        3.06043       0.415207E+007  0.463982E-004   964469.        321490.     
  1750.94        4991.33        3431.54        6.36858        3.05936       0.415268E+007  0.464722E-004   963546.        321182.     
