|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  1247.27        32438.1        3593.75        6.92127        3.32487       0.415060E+007  0.353190E-004  0.119184E+007   397281.     
  1252.81        32438.1        3594.60        6.92140        3.32493       0.415148E+007  0.353249E-004  0.119217E+007   397389.     
  1258.34        32438.1        3598.19        6.92658        3.32742       0.415007E+007  0.352998E-004  0.119515E+007   398382.     
  1263.87        32438.1        3601.39        6.93104        3.32957       0.414900E+007  0.352764E-004  0.119775E+007   399251.     
  1269.41        32438.1        3605.81        6.93795        3.33288       0.414681E+007  0.352469E-004  0.120161E+007   400536.     
  1274.94        32438.1        3610.05        6.94459        3.33607       0.414477E+007  0.352185E-004  0.120533E+007   401777.     
  1280.48        32438.1        3609.84        6.94343        3.33552       0.414616E+007  0.352504E-004  0.120486E+007   401619.     
  1286.01        32438.1        3609.14        6.94143        3.33456       0.414790E+007  0.352900E-004  0.120393E+007   401310.     
  1291.55        32438.1        3608.43        6.93937        3.33356       0.414961E+007  0.353320E-004  0.120297E+007   400992.     
  1297.08        32438.1        3607.73        6.93739        3.33261       0.415132E+007  0.353713E-004  0.120206E+007   400686.     
  1302.62        32438.1        3607.02        6.93532        3.33162       0.415299E+007  0.354119E-004  0.120110E+007   400368.     
  1308.15        32438.1        3606.31        6.93331        3.33065       0.415466E+007  0.354531E-004  0.120017E+007   400057.     
  1313.69        32438.1        3605.61        6.93143        3.32975       0.415634E+007  0.354925E-004  0.119929E+007   399762.     
  1319.22        32438.1        3604.90        6.92944        3.32879       0.415797E+007  0.355331E-004  0.119836E+007   399454.     
  1324.76        32438.1        3604.18        6.92754        3.32788       0.415961E+007  0.355749E-004  0.119747E+007   399155.     
  1330.29        32438.1        3603.48        6.92546        3.32688       0.416117E+007  0.356150E-004  0.119651E+007   398838.     
  1335.83        32438.1        3602.76        6.92320        3.32580       0.416267E+007  0.356585E-004  0.119550E+007   398498.     
  1341.36        32438.1        3602.05        6.92128        3.32488       0.416425E+007  0.356982E-004  0.119460E+007   398199.     
  1346.90        32438.1        3601.34        6.91927        3.32391       0.416578E+007  0.357391E-004  0.119367E+007   397889.     
  1352.43        32438.1        3600.64        6.91745        3.32304       0.416734E+007  0.357765E-004  0.119281E+007   397603.     
  1357.97        32438.1        3599.93        6.91567        3.32218       0.416890E+007  0.358161E-004  0.119196E+007   397321.     
  1363.50        32438.1        3599.22        6.91370        3.32123       0.417038E+007  0.358574E-004  0.119104E+007   397014.     
  1369.04        32438.1        3598.51        6.91172        3.32028       0.417185E+007  0.358977E-004  0.119013E+007   396710.     
  1374.57        32438.1        3597.79        6.90973        3.31932       0.417330E+007  0.359390E-004  0.118920E+007   396401.     
  1380.11        32438.1        3597.06        6.90765        3.31833       0.417470E+007  0.359825E-004  0.118825E+007   396083.     
  1385.64        32438.1        3596.36        6.90605        3.31756       0.417623E+007  0.360201E-004  0.118747E+007   395823.     
  1391.17        32438.1        3595.64        6.90379        3.31647       0.417754E+007  0.360623E-004  0.118645E+007   395485.     
  1396.71        32438.1        3594.92        6.90111        3.31518       0.417871E+007  0.361079E-004  0.118529E+007   395097.     
  1402.24        32438.1        3594.21        6.90011        3.31471       0.418036E+007  0.361434E-004  0.118472E+007   394906.     
  1407.78        32438.1        3593.48        6.89728        3.31335       0.418146E+007  0.361906E-004  0.118350E+007   394501.     
  1413.31        32438.1        3592.76        6.89523        3.31236       0.418277E+007  0.362326E-004  0.118256E+007   394187.     
  1418.85        32438.1        3592.03        6.89307        3.31132       0.418403E+007  0.362754E-004  0.118158E+007   393861.     
  1424.38        32438.1        3591.32        6.89136        3.31050       0.418541E+007  0.363148E-004  0.118077E+007   393588.     
  1429.92        32438.1        3590.59        6.88914        3.30943       0.418661E+007  0.363582E-004  0.117976E+007   393255.     
  1435.45        32438.1        3589.87        6.88719        3.30850       0.418788E+007  0.363998E-004  0.117886E+007   392953.     
  1440.99        32438.1        3589.15        6.88524        3.30756       0.418914E+007  0.364415E-004  0.117795E+007   392652.     
  1446.52        32438.1        3588.43        6.88317        3.30657       0.419034E+007  0.364828E-004  0.117701E+007   392337.     
  1452.06        32438.1        3587.71        6.88119        3.30561       0.419156E+007  0.365246E-004  0.117610E+007   392032.     
  1457.59        32438.1        3586.98        6.87923        3.30468       0.419276E+007  0.365665E-004  0.117519E+007   391730.     
  1463.13        32438.1        3586.26        6.87728        3.30374       0.419395E+007  0.366085E-004  0.117429E+007   391429.     
  1468.66        32438.1        3585.53        6.87533        3.30280       0.419513E+007  0.366505E-004  0.117338E+007   391127.     
  1474.20        32438.1        3584.81        6.87341        3.30188       0.419630E+007  0.366919E-004  0.117249E+007   390831.     
  1479.73        32438.1        3584.08        6.87150        3.30096       0.419745E+007  0.367333E-004  0.117160E+007   390534.     
  1485.27        32438.1        3583.36        6.86958        3.30004       0.419859E+007  0.367749E-004  0.117071E+007   390237.     
  1490.80        32438.1        3582.62        6.86748        3.29903       0.419966E+007  0.368194E-004  0.116976E+007   389918.     
  1496.34        32438.1        3581.89        6.86552        3.29809       0.420076E+007  0.368617E-004  0.116885E+007   389616.     
  1501.87        32438.1        3581.17        6.86360        3.29717       0.420185E+007  0.369035E-004  0.116796E+007   389319.     
  1507.40        32438.1        3580.44        6.86168        3.29624       0.420293E+007  0.369453E-004  0.116707E+007   389023.     
  1512.94        32438.1        3579.71        6.85976        3.29532       0.420400E+007  0.369872E-004  0.116618E+007   388726.     
  1518.47        32438.1        3578.98        6.85777        3.29437       0.420502E+007  0.370303E-004  0.116526E+007   388421.     
  1524.01        32438.1        3578.24        6.85578        3.29341       0.420604E+007  0.370735E-004  0.116435E+007   388116.     
  1529.54        32438.1        3577.51        6.85379        3.29245       0.420703E+007  0.371167E-004  0.116343E+007   387810.     
  1535.08        32438.1        3576.78        6.85206        3.29162       0.420810E+007  0.371570E-004  0.116261E+007   387536.     
  1540.61        32438.1        3576.05        6.85013        3.29070       0.420909E+007  0.371997E-004  0.116172E+007   387239.     
  1546.15        32438.1        3575.31        6.84814        3.28974       0.421004E+007  0.372432E-004  0.116080E+007   386934.     
  1551.68        32438.1        3574.58        6.84614        3.28878       0.421098E+007  0.372867E-004  0.115989E+007   386629.     
  1557.22        32438.1        3573.84        6.84415        3.28782       0.421191E+007  0.373304E-004  0.115897E+007   386324.     
  1562.75        32438.1        3573.10        6.84199        3.28678       0.421277E+007  0.373748E-004  0.115800E+007   386000.     
  1568.29        32438.1        3572.36        6.83983        3.28575       0.421362E+007  0.374194E-004  0.115703E+007   385677.     
  1573.82        32438.1        3571.63        6.83815        3.28494       0.421460E+007  0.374606E-004  0.115623E+007   385409.     
  1579.36        32438.1        3570.89        6.83615        3.28398       0.421547E+007  0.375042E-004  0.115531E+007   385103.     
  1584.89        32438.1        3570.15        6.83415        3.28302       0.421633E+007  0.375478E-004  0.115440E+007   384798.     
  1590.43        32438.1        3569.41        6.83187        3.28192       0.421709E+007  0.375929E-004  0.115339E+007   384462.     
  1595.96        32438.1        3568.66        6.82982        3.28094       0.421790E+007  0.376378E-004  0.115245E+007   384151.     
  1601.50        32438.1        3567.90        6.82608        3.27914       0.421820E+007  0.376941E-004  0.115094E+007   383648.     
  1607.03        32438.1        3567.17        6.82549        3.27886       0.421941E+007  0.377295E-004  0.115051E+007   383503.     
  1612.57        32438.1        3566.42        6.82332        3.27782       0.422015E+007  0.377748E-004  0.114954E+007   383179.     
  1618.10        32438.1        3565.66        6.81947        3.27597       0.422038E+007  0.378305E-004  0.114800E+007   382666.     
  1623.64        32438.1        3564.92        6.81833        3.27542       0.422140E+007  0.378704E-004  0.114737E+007   382458.     
  1629.17        32438.1        3564.17        6.81539        3.27401       0.422187E+007  0.379205E-004  0.114614E+007   382047.     
  1634.70        32438.1        3563.42        6.81334        3.27302       0.422259E+007  0.379656E-004  0.114521E+007   381738.     
  1640.24        32438.1        3562.67        6.81130        3.27204       0.422330E+007  0.380108E-004  0.114429E+007   381429.     
  1645.77        32438.1        3561.92        6.80964        3.27125       0.422410E+007  0.380553E-004  0.114349E+007   381162.     
  1651.31        32438.1        3561.18        6.80812        3.27052       0.422494E+007  0.380958E-004  0.114274E+007   380914.     
  1656.84        32438.1        3560.43        6.80595        3.26947       0.422557E+007  0.381424E-004  0.114177E+007   380590.     
  1662.38        32438.1        3559.67        6.80377        3.26843       0.422619E+007  0.381890E-004  0.114080E+007   380266.     
  1667.91        32438.1        3558.92        6.80160        3.26738       0.422679E+007  0.382354E-004  0.113983E+007   379942.     
  1673.45        32438.1        3558.17        6.79942        3.26633       0.422739E+007  0.382809E-004  0.113886E+007   379619.     
  1678.98        32438.1        3557.42        6.79724        3.26529       0.422797E+007  0.383275E-004  0.113789E+007   379296.     
  1684.52        32438.1        3556.66        6.79506        3.26424       0.422854E+007  0.383742E-004  0.113692E+007   378972.     
  1690.05        32438.1        3555.90        6.79288        3.26319       0.422908E+007  0.384219E-004  0.113594E+007   378648.     
  1695.59        32438.1        3555.15        6.79070        3.26215       0.422963E+007  0.384680E-004  0.113497E+007   378325.     
  1701.12        32438.1        3554.39        6.78852        3.26110       0.423016E+007  0.385151E-004  0.113400E+007   378001.     
  1706.66        32438.1        3553.63        6.78634        3.26005       0.423067E+007  0.385632E-004  0.113303E+007   377677.     
  1712.19        32438.1        3552.87        6.78416        3.25900       0.423116E+007  0.386112E-004  0.113206E+007   377354.     
  1717.73        32438.1        3552.11        6.78197        3.25795       0.423165E+007  0.386589E-004  0.113109E+007   377030.     
  1723.26        32438.1        3551.34        6.77979        3.25691       0.423213E+007  0.387064E-004  0.113012E+007   376707.     
  1728.80        32438.1        3550.58        6.77760        3.25586       0.423259E+007  0.387541E-004  0.112915E+007   376383.     
  1734.33        32438.1        3549.82        6.77542        3.25481       0.423304E+007  0.388027E-004  0.112818E+007   376059.     
  1739.87        32438.1        3549.06        6.77323        3.25375       0.423349E+007  0.388493E-004  0.112721E+007   375736.     
  1745.40        32438.1        3548.29        6.77105        3.25270       0.423391E+007  0.388979E-004  0.112624E+007   375413.     
  1750.94        32438.1        3547.53        6.76886        3.25166       0.423432E+007  0.389466E-004  0.112527E+007   375089.     
  1756.47        32438.1        3546.76        6.76668        3.25061       0.423472E+007  0.389956E-004  0.112430E+007   374766.     
  1762.00        32438.1        3545.99        6.76449        3.24955       0.423511E+007  0.390440E-004  0.112333E+007   374442.     
  1767.54        32438.1        3545.22        6.76230        3.24850       0.423548E+007  0.390924E-004  0.112236E+007   374119.     
  1773.07        32438.1        3544.46        6.76011        3.24745       0.423585E+007  0.391410E-004  0.112139E+007   373796.     
  1778.61        32438.1        3543.70        6.75791        3.24639       0.423621E+007  0.391885E-004  0.112042E+007   373473.     
  1784.14        32438.1        3542.92        6.75572        3.24534       0.423654E+007  0.392386E-004  0.111945E+007   373149.     
  1789.68        32438.1        3542.15        6.75353        3.24429       0.423687E+007  0.392876E-004  0.111848E+007   372826.     
  1795.21        32438.1        3541.38        6.75134        3.24324       0.423719E+007  0.393367E-004  0.111751E+007   372503.     
  1800.75        32438.1        3540.61        6.74914        3.24218       0.423749E+007  0.393859E-004  0.111654E+007   372180.     
  1806.28        32438.1        3539.84        6.74695        3.24113       0.423779E+007  0.394353E-004  0.111557E+007   371857.     
  1811.82        32438.1        3539.06        6.74475        3.24007       0.423807E+007  0.394848E-004  0.111460E+007   371534.     
  1817.35        32438.1        3538.29        6.74256        3.23902       0.423833E+007  0.395344E-004  0.111363E+007   371211.     
  1822.89        32438.1        3537.51        6.74036        3.23796       0.423859E+007  0.395841E-004  0.111266E+007   370888.     
  1828.42        32438.1        3536.74        6.73816        3.23691       0.423883E+007  0.396340E-004  0.111169E+007   370565.     
  1833.96        32438.1        3535.96        6.73597        3.23585       0.423907E+007  0.396840E-004  0.111073E+007   370242.     
  1839.49        32438.1        3535.19        6.73377        3.23480       0.423929E+007  0.397342E-004  0.110976E+007   369919.     
  1845.03        32438.1        3534.40        6.73159        3.23375       0.423948E+007  0.397861E-004  0.110879E+007   369597.     
  1850.56        32438.1        3533.61        6.72939        3.23270       0.423968E+007  0.398370E-004  0.110782E+007   369274.     
  1856.10        32438.1        3532.83        6.72719        3.23164       0.423986E+007  0.398875E-004  0.110685E+007   368951.     
  1861.63        32438.1        3532.05        6.72499        3.23058       0.424003E+007  0.399382E-004  0.110589E+007   368629.     
  1867.17        32438.1        3531.27        6.72279        3.22953       0.424020E+007  0.399890E-004  0.110492E+007   368306.     
  1872.70        32438.1        3530.49        6.72059        3.22847       0.424034E+007  0.400400E-004  0.110395E+007   367984.     
  1878.23        32438.1        3529.71        6.71839        3.22741       0.424048E+007  0.400911E-004  0.110298E+007   367661.     
  1883.77        32438.1        3528.92        6.71619        3.22636       0.424061E+007  0.401423E-004  0.110202E+007   367339.     
  1889.30        32438.1        3528.14        6.71399        3.22530       0.424072E+007  0.401935E-004  0.110105E+007   367016.     
  1894.84        32438.1        3527.36        6.71179        3.22424       0.424083E+007  0.402449E-004  0.110008E+007   366694.     
  1900.37        32438.1        3526.57        6.70959        3.22318       0.424092E+007  0.402966E-004  0.109912E+007   366372.     
  1905.91        32438.1        3525.78        6.70738        3.22212       0.424100E+007  0.403484E-004  0.109815E+007   366050.     
  1911.44        32438.1        3525.00        6.70518        3.22107       0.424106E+007  0.404003E-004  0.109718E+007   365728.     
  1916.98        32438.1        3524.20        6.70299        3.22001       0.424111E+007  0.404530E-004  0.109622E+007   365406.     
  1922.51        32438.1        3523.41        6.70079        3.21896       0.424115E+007  0.405059E-004  0.109525E+007   365084.     
  1928.05        32438.1        3522.61        6.69860        3.21790       0.424118E+007  0.405589E-004  0.109429E+007   364763.     
  1933.58        32438.1        3521.83        6.69639        3.21684       0.424120E+007  0.406107E-004  0.109332E+007   364441.     
  1939.12        32438.1        3521.04        6.69418        3.21578       0.424122E+007  0.406629E-004  0.109236E+007   364119.     
  1944.65        32438.1        3520.24        6.69199        3.21473       0.424121E+007  0.407166E-004  0.109139E+007   363798.     
  1950.19        32438.1        3519.45        6.68978        3.21367       0.424119E+007  0.407694E-004  0.109043E+007   363476.     
  1955.72        32438.1        3518.65        6.68758        3.21261       0.424117E+007  0.408224E-004  0.108946E+007   363155.     
  1961.26        32438.1        3517.86        6.68536        3.21154       0.424114E+007  0.408751E-004  0.108850E+007   362833.     
  1966.79        32438.1        3517.06        6.68317        3.21049       0.424108E+007  0.409292E-004  0.108754E+007   362512.     
  1972.33        32438.1        3511.93        6.62369        3.18192       0.426373E+007  0.420275E-004  0.106671E+007   355569.     
  1977.86        32438.1        3504.84        6.53929        3.14137       0.429765E+007  0.435909E-004  0.103760E+007   345865.     
  1983.40        32438.1        3482.29        6.31347        3.03289       0.440119E+007  0.483359E-004   960949.        320316.     
  1988.93        32438.1        3432.17        5.89013        2.82953       0.459279E+007  0.566921E-004   824361.        274787.     
  1994.47        32438.1        3428.58        5.85192        2.81117       0.461402E+007  0.574818E-004   812851.        270950.     
  2000.00        32438.1        3425.28        5.81889        2.79530       0.463215E+007  0.581690E-004   802924.        267641.     
  273.150        32715.4        3150.46        0.00000        0.00000       0.246847E+007  0.225806E-004            NaN            NaN
  278.685        32715.4        3150.09        0.00000        0.00000       0.250762E+007  0.228532E-004            NaN            NaN
  284.220        32715.4        3149.76        0.00000        0.00000       0.254548E+007  0.231143E-004            NaN            NaN
  289.754        32715.4        3149.33        0.00000        0.00000       0.258181E+007  0.233655E-004            NaN            NaN
  295.289        32715.4        3148.95        0.00000        0.00000       0.261699E+007  0.236066E-004            NaN            NaN
  300.824        32715.4        3220.93        0.00000        0.00000       0.267689E+007  0.224403E-004            NaN            NaN
  306.359        32715.4        3222.38        0.00000        0.00000       0.271271E+007  0.226259E-004            NaN            NaN
  311.893        32715.4        3224.68        0.00000        0.00000       0.274835E+007  0.227815E-004            NaN            NaN
  317.428        32715.4        3223.23        0.00000        0.00000       0.277869E+007  0.229880E-004            NaN            NaN
  322.963        32715.4        3224.05        0.00000        0.00000       0.281052E+007  0.231605E-004            NaN            NaN
  328.498        32715.4        3223.98        0.00000        0.00000       0.284032E+007  0.233287E-004            NaN            NaN
  334.033        32715.4        3224.27        0.00000        0.00000       0.286959E+007  0.234863E-004            NaN            NaN
  339.567        32715.4        3223.23        0.00000        0.00000       0.289638E+007  0.236545E-004            NaN            NaN
  345.102        32715.4        3223.27        0.00000        0.00000       0.292357E+007  0.238034E-004            NaN            NaN
  350.637        32715.4        3223.19        0.00000        0.00000       0.294978E+007  0.239483E-004            NaN            NaN
  356.172        32715.4        3223.21        0.00000        0.00000       0.297536E+007  0.240793E-004            NaN            NaN
  361.706        32715.4        3223.48        0.00000        0.00000       0.300047E+007  0.242164E-004            NaN            NaN
  367.241        32715.4        3221.59        0.00000        0.00000       0.302223E+007  0.243591E-004            NaN            NaN
  372.776        32715.4        3221.31        0.00000        0.00000       0.304527E+007  0.244873E-004            NaN            NaN
  378.311        32715.4        3220.93        0.00000        0.00000       0.306753E+007  0.246118E-004            NaN            NaN
  383.846        32715.4        3221.63        0.00000        0.00000       0.309051E+007  0.247265E-004            NaN            NaN
  389.380        32715.4        3219.13        0.00000        0.00000       0.310885E+007  0.248689E-004            NaN            NaN
  394.915        32715.4        3219.56        0.00000        0.00000       0.313033E+007  0.249757E-004            NaN            NaN
  400.450        32715.4        3220.96        0.00000        0.00000       0.315251E+007  0.250675E-004            NaN            NaN
  405.985        32715.4        3220.03        0.00000        0.00000       0.317123E+007  0.251735E-004            NaN            NaN
  411.519        32715.4        3221.58        0.00000        0.00000       0.319259E+007  0.252606E-004            NaN            NaN
  417.054        32715.4        3220.73        0.00000        0.00000       0.321036E+007  0.253724E-004            NaN            NaN
  422.589        32715.4        3221.01        6.49670        3.12091       0.322918E+007  0.254599E-004   941189.        313730.     
  428.124        32715.4        3220.67        6.49632        3.12073       0.324672E+007  0.255559E-004   940979.        313660.     
  433.658        32715.4        3220.07        6.49550        3.12034       0.326344E+007  0.256606E-004   940566.        313522.     
  439.193        32715.4        3220.11        6.49589        3.12053       0.328070E+007  0.257389E-004   940694.        313565.     
  444.728        32715.4        3219.78        6.49553        3.12035       0.329701E+007  0.258273E-004   940493.        313498.     
  450.263        32715.4        3219.49        6.49540        3.12029       0.331298E+007  0.259168E-004   940369.        313456.     
  455.798        32715.4        3218.60        6.49372        3.11948       0.332774E+007  0.260138E-004   939625.        313208.     
  461.332        32715.4        3218.15        6.49295        3.11911       0.334279E+007  0.260949E-004   939268.        313089.     
  466.867        32715.4        3218.26        6.49374        3.11949       0.335825E+007  0.261685E-004   939530.        313177.     
  472.402        32715.4        3217.27        6.49147        3.11840       0.337191E+007  0.262506E-004   938585.        312862.     
  477.937        32715.4        3216.83        6.49070        3.11803       0.338598E+007  0.263256E-004   938232.        312744.     
  483.471        32715.4        3216.40        6.49000        3.11769       0.339976E+007  0.263991E-004   937904.        312635.     
  489.006        32715.4        3196.78        6.50008        3.12254       0.341093E+007  0.276160E-004   935082.        311694.     
  494.541        32715.4        3195.23        6.49621        3.12068       0.342291E+007  0.277024E-004   933516.        311172.     
  500.076        32715.4        3193.53        6.49191        3.11861       0.343447E+007  0.277872E-004   931785.        310595.     
  505.611        32715.4        3191.82        6.48747        3.11648       0.344577E+007  0.278678E-004   930010.        310003.     
  511.145        32715.4        3190.09        6.48276        3.11422       0.345683E+007  0.279419E-004   928158.        309386.     
  516.680        32715.4        3188.36        6.47829        3.11207       0.346759E+007  0.280217E-004   926375.        308792.     
  522.215        32715.4        3170.73        6.22139        2.98866       0.344082E+007  0.282477E-004   849637.        283212.     
  527.750        32715.4        3170.67        6.21874        2.98738       0.345283E+007  0.283030E-004   848895.        282965.     
  533.284        32715.4        3170.79        6.21546        2.98581       0.346481E+007  0.283481E-004   848034.        282678.     
  538.819        32715.4        3171.47        6.21080        2.98357       0.347703E+007  0.283761E-004   846944.        282315.     
  544.354        32715.4        3171.28        6.20834        2.98239       0.348832E+007  0.284288E-004   846221.        282074.     
  549.889        32715.4        3171.08        6.20588        2.98121       0.349942E+007  0.284803E-004   845498.        281833.     
  555.424        32715.4        3170.88        6.20341        2.98002       0.351032E+007  0.285308E-004   844772.        281591.     
  560.958        32715.4        3170.68        6.20094        2.97883       0.352103E+007  0.285803E-004   844046.        281349.     
  566.493        32715.4        3170.76        6.19792        2.97739       0.353175E+007  0.286242E-004   843246.        281082.     
  572.028        32715.4        3170.40        6.19602        2.97647       0.354192E+007  0.286808E-004   842634.        280878.     
  577.563        32715.4        3170.11        6.19383        2.97542       0.355199E+007  0.287317E-004   841961.        280654.     
  583.097        32715.4        3170.07        6.19103        2.97407       0.356210E+007  0.287746E-004   841188.        280396.     
  588.632        32715.4        3170.75        6.18704        2.97216       0.357252E+007  0.288097E-004   840285.        280095.     
  594.167        32715.4        3170.43        6.18495        2.97115       0.358205E+007  0.288601E-004   839635.        279878.     
  599.702        32715.4        3170.22        6.18217        2.96982       0.359163E+007  0.288964E-004   838823.        279608.     
  605.237        32715.4        3169.58        6.17981        2.96869       0.360085E+007  0.289300E-004   838016.        279339.     
  610.771        32715.4        3169.52        6.17706        2.96736       0.361016E+007  0.289700E-004   837253.        279084.     
  616.306        32715.4        3169.46        6.17430        2.96604       0.361932E+007  0.290093E-004   836489.        278830.     
  621.841        32715.4        3169.40        6.17154        2.96471       0.362834E+007  0.290478E-004   835725.        278575.     
  627.376        32715.4        3169.33        6.16878        2.96339       0.363723E+007  0.290857E-004   834960.        278320.     
  632.910        32715.4        3169.61        6.16605        2.96207       0.364603E+007  0.291335E-004   834293.        278098.     
  638.445        32715.4        3169.21        6.16324        2.96072       0.365459E+007  0.291595E-004   833427.        277809.     
  643.980        32715.4        3169.14        6.16046        2.95939       0.366308E+007  0.291954E-004   832660.        277553.     
  649.515        32715.4        3169.08        6.15771        2.95807       0.367144E+007  0.292314E-004   831899.        277300.     
  655.050        32715.4        3169.14        6.15478        2.95666       0.367975E+007  0.292660E-004   831123.        277041.     
  660.584        32715.4        3168.96        6.15212        2.95538       0.368782E+007  0.293001E-004   830358.        276786.     
  666.119        32715.4        3168.89        6.14933        2.95404       0.369583E+007  0.293335E-004   829587.        276529.     
  671.654        32715.4        3168.89        6.14653        2.95270       0.370374E+007  0.293684E-004   828833.        276278.     
  677.189        32715.4        3168.88        6.14399        2.95148       0.371145E+007  0.294084E-004   828142.        276047.     
  682.723        32715.4        3225.54        6.17239        2.96512       0.374909E+007  0.278562E-004   850761.        283587.     
  688.258        32715.4        3227.68        6.16889        2.96344       0.375892E+007  0.278385E-004   850363.        283454.     
  693.793        32715.4        3229.83        6.16540        2.96176       0.376876E+007  0.278201E-004   849966.        283322.     
  699.328        32715.4        3273.57        6.57452        3.15830       0.379483E+007  0.319345E-004   979601.        326534.     
  704.862        32715.4        3284.95        6.60287        3.17192       0.380843E+007  0.321165E-004   991502.        330501.     
  710.397        32715.4        3284.37        6.60095        3.17099       0.381533E+007  0.321691E-004   990749.        330250.     
  715.932        32715.4        3312.34        6.67351        3.20585       0.383709E+007  0.325136E-004  0.102128E+007   340425.     
  721.467        32715.4        3321.74        6.69799        3.21761       0.384897E+007  0.326643E-004  0.103170E+007   343900.     
  727.002        32715.4        3321.21        6.69615        3.21673       0.385564E+007  0.327127E-004  0.103097E+007   343657.     
  732.536        32715.4        3331.76        6.70600        3.22146       0.386679E+007  0.327548E-004  0.103729E+007   345764.     
  738.071        32715.4        3343.30        6.71772        3.22709       0.387783E+007  0.327908E-004  0.104452E+007   348175.     
  743.606        32715.4        3355.03        6.72967        3.23283       0.388894E+007  0.328259E-004  0.105192E+007   350640.     
  749.141        32715.4        3369.17        6.74598        3.24067       0.389991E+007  0.328505E-004  0.106148E+007   353827.     
  754.675        32715.4        3381.76        6.75742        3.24616       0.391266E+007  0.328961E-004  0.106907E+007   356355.     
  760.210        32715.4        3395.50        6.77234        3.25333       0.392455E+007  0.329289E-004  0.107815E+007   359384.     
  765.745        32715.4        3409.34        6.78841        3.26105       0.393600E+007  0.329526E-004  0.108769E+007   362563.     
  771.280        32715.4        3423.36        6.80482        3.26893       0.394779E+007  0.329759E-004  0.109745E+007   365817.     
  776.815        32715.4        3434.49        6.81774        3.27513       0.395894E+007  0.330059E-004  0.110520E+007   368401.     
  782.349        32715.4        3449.21        6.83531        3.28358       0.397172E+007  0.330285E-004  0.111567E+007   371889.     
  787.884        32715.4        3467.52        6.85838        3.29466       0.398587E+007  0.330367E-004  0.112918E+007   376392.     
  793.419        32715.4        3479.26        6.87171        3.30106       0.399930E+007  0.330724E-004  0.113741E+007   379135.     
  798.954        32715.4        3497.26        6.89315        3.31136       0.401611E+007  0.330940E-004  0.115043E+007   383478.     
  804.488        32715.4        3516.84        6.91979        3.32416       0.403303E+007  0.330983E-004  0.116583E+007   388611.     
  810.023        32715.4        3532.33        6.93927        3.33352       0.405111E+007  0.331184E-004  0.117757E+007   392524.     
  815.558        32715.4        3544.72        6.95525        3.34119       0.406955E+007  0.331412E-004  0.118715E+007   395717.     
  821.093        32715.4        3556.31        6.97039        3.34847       0.409050E+007  0.331639E-004  0.119623E+007   398742.     
  826.628        32715.4        3555.68        6.96761        3.34713       0.411006E+007  0.332131E-004  0.119506E+007   398353.     
  832.162        32715.4        3555.04        6.96473        3.34575       0.413648E+007  0.332622E-004  0.119386E+007   397952.     
  837.697        32715.4        3554.51        6.96153        3.34421       0.417858E+007  0.333086E-004  0.119258E+007   397528.     
  843.232        32715.4        3553.95        6.95764        3.34234       0.427295E+007  0.333557E-004  0.119106E+007   397021.     
  848.767        32715.4        3553.20        6.96289        3.34487       0.400255E+007  0.334071E-004  0.119261E+007   397536.     
  854.301        32715.4        3552.86        6.96031        3.34363       0.400709E+007  0.334490E-004  0.119161E+007   397204.     
  859.836        32715.4        3552.24        6.95789        3.34246       0.401166E+007  0.334970E-004  0.119058E+007   396859.     
  865.371        32715.4        3551.26        6.95567        3.34140       0.401631E+007  0.335532E-004  0.118948E+007   396495.     
  870.906        32715.4        3550.63        6.95326        3.34024       0.402074E+007  0.336012E-004  0.118845E+007   396151.     
  876.441        32715.4        3550.00        6.95085        3.33908       0.402511E+007  0.336492E-004  0.118742E+007   395806.     
  881.975        32715.4        3549.38        6.94843        3.33792       0.402942E+007  0.336970E-004  0.118638E+007   395461.     
  887.510        32715.4        3548.77        6.94598        3.33674       0.403366E+007  0.337442E-004  0.118535E+007   395115.     
  893.045        32715.4        3548.15        6.94353        3.33556       0.403786E+007  0.337920E-004  0.118430E+007   394766.     
  898.580        32715.4        3547.56        6.94107        3.33438       0.404197E+007  0.338388E-004  0.118326E+007   394421.     
  904.114        32715.4        3546.96        6.93861        3.33320       0.404602E+007  0.338855E-004  0.118223E+007   394076.     
  909.649        32715.4        3546.62        6.93597        3.33193       0.404993E+007  0.339266E-004  0.118121E+007   393737.     
  915.184        32715.4        3545.82        6.93360        3.33079       0.405396E+007  0.339780E-004  0.118014E+007   393380.     
  920.719        32715.4        3545.28        6.93107        3.32958       0.405784E+007  0.340234E-004  0.117910E+007   393033.     
  926.254        32715.4        3544.76        6.92858        3.32838       0.406162E+007  0.340684E-004  0.117808E+007   392693.     
  931.788        32715.4        3544.14        6.92610        3.32719       0.406540E+007  0.341153E-004  0.117703E+007   392344.     
  937.323        32715.4        3543.53        6.92362        3.32600       0.406913E+007  0.341622E-004  0.117598E+007   391995.     
  942.858        32715.4        3542.93        6.92107        3.32477       0.407284E+007  0.342088E-004  0.117492E+007   391640.     
  948.393        32715.4        3542.26        6.91859        3.32358       0.407650E+007  0.342568E-004  0.117386E+007   391286.     
