|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  273.150        1.00000        2857.50        4.99109        2.39764       0.195078E+007  0.279813E-004   492807.        164269.     
  274.972        1.00000        2857.36        4.99047        2.39734       0.196435E+007  0.280550E-004   492658.        164219.     
  276.793        1.00000        2857.21        4.98984        2.39704       0.197772E+007  0.281281E-004   492510.        164170.     
  278.615        1.00000        2857.06        4.98921        2.39674       0.199090E+007  0.282008E-004   492361.        164120.     
  280.437        1.00000        2856.92        4.98859        2.39644       0.200389E+007  0.282731E-004   492211.        164070.     
  282.258        1.00000        2856.77        4.98795        2.39614       0.201669E+007  0.283449E-004   492061.        164020.     
  284.080        1.00000        2856.62        4.98732        2.39583       0.202931E+007  0.284164E-004   491911.        163970.     
  285.902        1.00000        2856.47        4.98668        2.39553       0.204175E+007  0.284874E-004   491760.        163920.     
  287.723        1.00000        2856.32        4.98605        2.39522       0.205402E+007  0.285580E-004   491608.        163869.     
  289.545        1.00000        2856.18        4.98541        2.39491       0.206612E+007  0.286282E-004   491456.        163819.     
  291.367        1.00000        2856.03        4.98476        2.39460       0.207805E+007  0.286980E-004   491304.        163768.     
  293.188        1.00000        2855.88        4.98412        2.39429       0.208983E+007  0.287674E-004   491151.        163717.     
  295.010        1.00000        2855.73        4.98347        2.39398       0.210144E+007  0.288365E-004   490998.        163666.     
  296.832        1.00000        2855.58        4.98282        2.39367       0.211290E+007  0.289053E-004   490844.        163615.     
  298.654        1.00000        2855.43        4.98217        2.39336       0.212420E+007  0.289736E-004   490689.        163563.     
  300.475        1.00000        2855.27        4.98151        2.39304       0.213536E+007  0.290417E-004   490534.        163511.     
  302.297        1.00000        2855.12        4.98085        2.39273       0.214637E+007  0.291094E-004   490379.        163460.     
  304.119        1.00000        2854.97        4.98019        2.39241       0.215724E+007  0.291768E-004   490223.        163408.     
  305.940        1.00000        2854.82        4.97953        2.39209       0.216796E+007  0.292438E-004   490066.        163355.     
  307.762        1.00000        2854.67        4.97887        2.39177       0.217855E+007  0.293106E-004   489909.        163303.     
  309.584        1.00000        2854.51        4.97820        2.39145       0.218901E+007  0.293770E-004   489752.        163251.     
  311.405        1.00000        2854.36        4.97753        2.39113       0.219933E+007  0.294432E-004   489593.        163198.     
  313.227        1.00000        2854.21        4.97685        2.39080       0.220953E+007  0.295091E-004   489435.        163145.     
  315.049        1.00000        2854.05        4.97618        2.39048       0.221960E+007  0.295747E-004   489275.        163092.     
  316.870        1.00000        2853.90        4.97550        2.39015       0.222954E+007  0.296400E-004   489115.        163038.     
  318.692        1.00000        2853.75        4.97482        2.38983       0.223937E+007  0.297051E-004   488955.        162985.     
  320.514        1.00000        2853.59        4.97413        2.38950       0.224907E+007  0.297700E-004   488794.        162931.     
  322.335        1.00000        2853.44        4.97345        2.38917       0.225866E+007  0.298345E-004   488632.        162877.     
  324.157        1.00000        2853.28        4.97276        2.38883       0.226813E+007  0.298989E-004   488470.        162823.     
  325.979        1.00000        2853.13        4.97206        2.38850       0.227749E+007  0.299630E-004   488307.        162769.     
  327.800        1.00000        2852.97        4.97137        2.38817       0.228674E+007  0.300269E-004   488144.        162715.     
  329.622        1.00000        2852.81        4.97067        2.38783       0.229588E+007  0.300906E-004   487980.        162660.     
  331.444        1.00000        2852.66        4.96996        2.38749       0.230492E+007  0.301541E-004   487815.        162605.     
  333.265        1.00000        2852.50        4.96926        2.38716       0.231385E+007  0.302173E-004   487650.        162550.     
  335.087        1.00000        2852.34        4.96855        2.38682       0.232268E+007  0.302804E-004   487484.        162495.     
  336.909        1.00000        2852.18        4.96784        2.38647       0.233141E+007  0.303433E-004   487318.        162439.     
  338.730        1.00000        2852.03        4.96713        2.38613       0.234004E+007  0.304060E-004   487150.        162383.     
  340.552        1.00000        2851.87        4.96641        2.38579       0.234857E+007  0.304686E-004   486983.        162328.     
  342.374        1.00000        2851.71        4.96569        2.38544       0.235701E+007  0.305309E-004   486814.        162271.     
  344.195        1.00000        2851.55        4.96496        2.38509       0.236536E+007  0.305931E-004   486645.        162215.     
  346.017        1.00000        2851.39        4.96424        2.38474       0.237361E+007  0.306552E-004   486476.        162159.     
  347.839        1.00000        2851.23        4.96351        2.38439       0.238177E+007  0.307171E-004   486305.        162102.     
  349.661        1.00000        2851.07        4.96277        2.38404       0.238985E+007  0.307789E-004   486134.        162045.     
  351.482        1.00000        2850.91        4.96204        2.38369       0.239783E+007  0.308405E-004   485963.        161988.     
  353.304        1.00000        2850.75        4.96130        2.38333       0.240574E+007  0.309020E-004   485790.        161930.     
  355.126        1.00000        2850.59        4.96055        2.38297       0.241356E+007  0.309634E-004   485618.        161873.     
  356.947        1.00000        2850.43        4.95981        2.38261       0.242129E+007  0.310247E-004   485444.        161815.     
  358.769        1.00000        2850.27        4.95906        2.38225       0.242895E+007  0.310858E-004   485270.        161757.     
  360.591        1.00000        2850.11        4.95830        2.38189       0.243652E+007  0.311469E-004   485095.        161698.     
  362.412        1.00000        2849.94        4.95755        2.38153       0.244402E+007  0.312078E-004   484919.        161640.     
  364.234        1.00000        2849.78        4.95679        2.38116       0.245144E+007  0.312687E-004   484743.        161581.     
  366.056        1.00000        2849.62        4.95602        2.38080       0.245879E+007  0.313295E-004   484566.        161522.     
  367.877        1.00000        2849.46        4.95526        2.38043       0.246606E+007  0.313902E-004   484388.        161463.     
  369.699        1.00000        2849.29        4.95448        2.38006       0.247325E+007  0.314508E-004   484209.        161403.     
  371.521        1.00000        2849.13        4.95371        2.37969       0.248038E+007  0.315113E-004   484030.        161343.     
  373.342        1.00000        2848.97        4.95293        2.37931       0.248743E+007  0.315718E-004   483851.        161284.     
  375.164        1.00000        3005.63        5.16358        2.48050       0.253156E+007  0.379713E-004   554801.        184934.     
  376.986        1.00000        2848.64        4.95137        2.37856       0.250133E+007  0.316927E-004   483489.        161163.     
  378.807        1.00000        2848.47        4.95058        2.37818       0.250818E+007  0.317530E-004   483307.        161102.     
  380.629        1.00000        2848.31        4.94978        2.37780       0.251497E+007  0.318133E-004   483124.        161041.     
  382.451        1.00000        2848.14        4.94899        2.37742       0.252168E+007  0.318736E-004   482940.        160980.     
  384.272        1.00000        2910.83        4.68358        2.24992       0.250938E+007  0.289665E-004   442050.        147350.     
  386.094        1.00000        2910.68        4.68286        2.24957       0.251586E+007  0.290216E-004   441891.        147297.     
  387.916        1.00000        2910.52        4.68214        2.24923       0.252228E+007  0.290766E-004   441731.        147244.     
  389.737        1.00000        2910.37        4.68141        2.24888       0.252864E+007  0.291316E-004   441571.        147190.     
  391.559        1.00000        2910.21        4.68068        2.24853       0.253493E+007  0.291865E-004   441410.        147137.     
  393.381        1.00000        2910.06        4.67995        2.24818       0.254117E+007  0.292414E-004   441249.        147083.     
  395.203        1.00000        2909.90        4.67922        2.24782       0.254734E+007  0.292963E-004   441087.        147029.     
  397.024        1.00000        2909.75        4.67848        2.24747       0.255346E+007  0.293511E-004   440924.        146975.     
  398.846        1.00000        2909.59        4.67774        2.24711       0.255953E+007  0.294059E-004   440760.        146920.     
  400.668        1.00000        2909.44        4.67699        2.24675       0.256553E+007  0.294606E-004   440596.        146865.     
  402.489        1.00000        2909.28        4.67624        2.24639       0.257149E+007  0.295154E-004   440432.        146811.     
  404.311        1.00000        2909.12        4.67549        2.24603       0.257739E+007  0.295701E-004   440267.        146756.     
  406.133        1.00000        2908.97        4.67474        2.24567       0.258323E+007  0.296248E-004   440101.        146700.     
  407.954        1.00000        2908.81        4.67398        2.24531       0.258903E+007  0.296795E-004   439934.        146645.     
  409.776        1.00000        2908.65        4.67322        2.24494       0.259477E+007  0.297342E-004   439767.        146589.     
  411.598        1.00000        2908.49        4.67245        2.24457       0.260046E+007  0.297889E-004   439599.        146533.     
  413.419        1.00000        2986.84        4.90751        2.35749       0.264291E+007  0.335089E-004   498005.        166002.     
  415.241        1.00000        2986.65        4.90669        2.35710       0.264862E+007  0.335690E-004   497807.        165936.     
  417.063        1.00000        2986.47        4.90586        2.35670       0.265428E+007  0.336292E-004   497609.        165870.     
  418.884        1.00000        2986.29        4.90503        2.35630       0.265990E+007  0.336894E-004   497410.        165803.     
  420.706        1.00000        2986.10        4.90420        2.35590       0.266547E+007  0.337496E-004   497210.        165737.     
  422.528        1.00000        2985.92        4.90336        2.35550       0.267099E+007  0.338099E-004   497009.        165670.     
  424.349        1.00000        2985.73        4.90251        2.35509       0.267647E+007  0.338703E-004   496807.        165602.     
  426.171        1.00000        2985.55        4.90167        2.35468       0.268191E+007  0.339306E-004   496605.        165535.     
  427.993        1.00000        2985.37        4.90081        2.35427       0.268730E+007  0.339911E-004   496401.        165467.     
  429.814        1.00000        2985.18        4.89996        2.35386       0.269265E+007  0.340516E-004   496197.        165399.     
  431.636        1.00000        2984.99        4.89910        2.35345       0.269795E+007  0.341122E-004   495992.        165331.     
  433.458        1.00000        2984.81        4.89823        2.35303       0.270322E+007  0.341728E-004   495786.        165262.     
  435.279        1.00000        2984.62        4.89736        2.35262       0.270844E+007  0.342335E-004   495579.        165193.     
  437.101        1.00000        2984.44        4.89649        2.35220       0.271362E+007  0.342944E-004   495371.        165124.     
  438.923        1.00000        2984.25        4.89561        2.35177       0.271877E+007  0.343553E-004   495163.        165054.     
  440.744        1.00000        2984.06        4.89473        2.35135       0.272387E+007  0.344162E-004   494953.        164984.     
  442.566        1.00000        2983.87        4.89384        2.35092       0.272893E+007  0.344773E-004   494742.        164914.     
  444.388        1.00000        2983.69        4.89295        2.35050       0.273396E+007  0.345385E-004   494531.        164844.     
  446.210        1.00000        2983.50        4.89205        2.35007       0.273895E+007  0.345999E-004   494319.        164773.     
  448.031        1.00000        2944.61        4.73376        2.27402       0.275189E+007  0.389123E-004   456814.        152271.     
  449.853        1.00000        2944.40        4.73280        2.27356       0.275709E+007  0.389861E-004   456597.        152199.     
  451.675        1.00000        2944.19        4.73184        2.27310       0.276227E+007  0.390602E-004   456379.        152126.     
  453.496        1.00000        2943.98        4.73087        2.27264       0.276741E+007  0.391347E-004   456160.        152053.     
  455.318        1.00000        2943.37        4.69923        2.25744       0.275459E+007  0.412524E-004   449983.        149994.     
  457.140        1.00000        2943.15        4.69824        2.25696       0.275979E+007  0.413401E-004   449760.        149920.     
  458.961        1.00000        2942.92        4.69725        2.25648       0.276497E+007  0.414285E-004   449536.        149845.     
  460.783        1.00000        2942.70        4.69625        2.25600       0.277012E+007  0.415174E-004   449311.        149770.     
  462.605        1.00000        2942.48        4.69524        2.25552       0.277524E+007  0.416070E-004   449085.        149695.     
  464.426        1.00000        2942.25        4.69423        2.25504       0.278034E+007  0.416973E-004   448857.        149619.     
  466.248        1.00000        2942.03        4.69321        2.25455       0.278541E+007  0.417882E-004   448629.        149543.     
  468.070        1.00000        2941.81        4.69219        2.25406       0.279046E+007  0.418798E-004   448399.        149466.     
  469.891        1.00000        2941.58        4.69116        2.25356       0.279548E+007  0.419722E-004   448168.        149389.     
  471.713        1.00000        2941.36        4.69013        2.25306       0.280049E+007  0.420653E-004   447936.        149312.     
  473.535        1.00000        2941.13        4.68909        2.25256       0.280547E+007  0.421592E-004   447703.        149234.     
  475.356        1.00000        2940.90        4.68804        2.25206       0.281043E+007  0.422539E-004   447469.        149156.     
  477.178        1.00000        2940.68        4.68699        2.25156       0.281537E+007  0.423494E-004   447233.        149078.     
  479.000        1.00000        2940.45        4.68593        2.25105       0.282029E+007  0.424457E-004   446997.        148999.     
  480.821        1.00000        2940.22        4.68486        2.25054       0.282519E+007  0.425429E-004   446759.        148920.     
  482.643        1.00000        2939.99        4.68379        2.25002       0.283007E+007  0.426411E-004   446519.        148840.     
  484.465        1.00000        2939.76        4.68271        2.24950       0.283494E+007  0.427402E-004   446279.        148760.     
  486.286        1.00000        2939.54        4.68163        2.24898       0.283979E+007  0.428403E-004   446037.        148679.     
  488.108        1.00000        2939.31        4.68053        2.24846       0.284463E+007  0.429413E-004   445794.        148598.     
  489.930        1.00000        2939.07        4.67943        2.24793       0.284945E+007  0.430435E-004   445550.        148517.     
  491.752        1.00000        2938.84        4.67833        2.24740       0.285426E+007  0.431467E-004   445305.        148435.     
  493.573        1.00000        2955.12        4.73030        2.27236       0.287219E+007  0.443853E-004   457773.        152591.     
  495.395        1.00000        2954.88        4.72915        2.27181       0.287696E+007  0.444929E-004   457515.        152505.     
  497.217        1.00000        2955.32        4.73173        2.27305       0.288206E+007  0.446510E-004   458083.        152694.     
  499.038        1.00000        2955.86        4.73477        2.27451       0.288719E+007  0.448169E-004   458754.        152918.     
  500.860        1.00000        2956.35        4.73757        2.27586       0.289228E+007  0.449813E-004   459373.        153124.     
  502.682        1.00000        2956.93        4.74087        2.27744       0.289740E+007  0.451540E-004   460105.        153368.     
  504.503        1.00000        2956.68        4.73969        2.27687       0.290216E+007  0.452686E-004   459836.        153279.     
  506.325        1.00000        2957.29        4.74313        2.27853       0.290709E+007  0.454468E-004   460599.        153533.     
  508.147        1.00000        2957.93        4.74673        2.28026       0.291245E+007  0.456290E-004   461398.        153799.     
  509.968        1.00000        2958.52        4.75007        2.28186       0.291760E+007  0.458098E-004   462141.        154047.     
  511.790        1.00000        2958.27        4.74885        2.28127       0.292237E+007  0.459311E-004   461864.        153955.     
  513.612        1.00000        2958.97        4.75277        2.28315       0.292760E+007  0.461238E-004   462735.        154245.     
  515.433        1.00000        2959.27        4.75451        2.28399       0.293266E+007  0.462894E-004   463122.        154374.     
  517.255        1.00000        2959.02        4.75326        2.28339       0.293746E+007  0.464166E-004   462839.        154280.     
  519.077        1.00000        2958.77        4.75199        2.28278       0.294226E+007  0.465458E-004   462553.        154184.     
  520.898        1.00000        2958.52        4.75072        2.28217       0.294708E+007  0.466772E-004   462266.        154089.     
  522.720        1.00000        2958.26        4.74944        2.28156       0.295190E+007  0.468109E-004   461977.        153992.     
  524.542        1.00000        2958.01        4.74815        2.28094       0.295674E+007  0.469469E-004   461687.        153896.     
  526.363        1.00000        2957.76        4.74685        2.28031       0.296160E+007  0.470855E-004   461394.        153798.     
  528.185        1.00000        2957.50        4.74553        2.27968       0.296648E+007  0.472267E-004   461099.        153700.     
  530.007        1.00000        2957.25        4.74421        2.27905       0.297137E+007  0.473708E-004   460803.        153601.     
  531.828        1.00000        2956.99        4.74288        2.27841       0.297629E+007  0.475178E-004   460504.        153501.     
  533.650        1.00000        2956.74        4.74154        2.27776       0.298124E+007  0.476679E-004   460204.        153401.     
  535.472        1.00000        2956.48        4.74019        2.27711       0.298622E+007  0.478215E-004   459902.        153301.     
  537.293        1.00000        2956.22        4.73882        2.27646       0.299124E+007  0.479786E-004   459597.        153199.     
  539.115        1.00000        2955.96        4.73745        2.27580       0.299629E+007  0.481395E-004   459290.        153097.     
  540.937        1.00000        2955.70        4.73606        2.27513       0.300139E+007  0.483045E-004   458981.        152994.     
  542.759        1.00000        2955.44        4.73467        2.27446       0.300654E+007  0.484739E-004   458670.        152890.     
  544.580        1.00000        2955.18        4.73329        2.27380       0.300766E+007  0.486480E-004   458363.        152788.     
  546.402        1.00000        2954.92        4.73184        2.27310       0.301702E+007  0.488272E-004   458041.        152680.     
  548.224        1.00000        2954.65        4.73041        2.27241       0.302236E+007  0.490119E-004   457722.        152574.     
  550.045        1.00000        2954.39        4.72896        2.27172       0.302778E+007  0.492027E-004   457402.        152467.     
  551.867        1.00000        2954.12        4.72750        2.27102       0.303329E+007  0.493999E-004   457078.        152359.     
  553.689        1.00000        2953.86        4.72603        2.27031       0.303890E+007  0.496042E-004   456752.        152251.     
  555.510        1.00000        2953.59        4.72454        2.26960       0.304462E+007  0.498164E-004   456424.        152141.     
  557.332        1.00000        2953.32        4.72304        2.26887       0.305047E+007  0.500372E-004   456092.        152031.     
  559.154        1.00000        2953.05        4.72152        2.26815       0.305646E+007  0.502676E-004   455758.        151919.     
  560.975        1.00000        2952.78        4.71999        2.26741       0.306261E+007  0.505086E-004   455420.        151807.     
  562.797        1.00000        2952.50        4.71844        2.26667       0.306895E+007  0.507616E-004   455079.        151693.     
  564.619        1.00000        2952.23        4.71688        2.26591       0.307551E+007  0.510280E-004   454735.        151578.     
  566.440        1.00000        2951.95        4.71529        2.26515       0.308230E+007  0.513096E-004   454387.        151462.     
  568.262        1.00000        2951.68        4.71369        2.26438       0.308939E+007  0.516088E-004   454036.        151345.     
  570.084        1.00000        2951.40        4.71207        2.26360       0.309681E+007  0.519281E-004   453680.        151227.     
  571.905        1.00000        2951.12        4.71042        2.26281       0.310462E+007  0.522709E-004   453321.        151107.     
  573.727        1.00000        2950.84        4.70875        2.26201       0.311290E+007  0.526413E-004   452956.        150985.     
  575.549        1.00000        2950.55        4.70706        2.26120       0.312174E+007  0.530448E-004   452587.        150862.     
  577.370        1.00000        2950.26        4.70534        2.26037       0.313127E+007  0.534882E-004   452212.        150737.     
  579.192        1.00000        2949.98        4.70358        2.25953       0.314166E+007  0.539807E-004   451830.        150610.     
  581.014        1.00000        2949.68        4.70180        2.25867       0.315313E+007  0.545349E-004   451442.        150481.     
  582.835        1.00000        2949.39        4.69997        2.25779       0.316601E+007  0.551686E-004   451046.        150349.     
  584.657        1.00000        2949.09        4.69809        2.25689       0.318075E+007  0.559073E-004   450640.        150213.     
  586.479        1.00000        2948.79        4.69616        2.25596       0.319808E+007  0.567905E-004   450223.        150074.     
  588.301        1.00000        2948.48        4.69415        2.25500       0.321916E+007  0.578821E-004   449792.        149931.     
  590.122        1.00000        2948.16        4.69206        2.25399       0.324606E+007  0.592947E-004   449342.        149781.     
  591.944        1.00000        2947.84        4.68984        2.25293       0.328288E+007  0.612504E-004   448869.        149623.     
  593.766        1.00000        2947.50        4.68745        2.25178       0.333942E+007  0.642726E-004   448359.        149453.     
  595.587        1.00000        2947.14        4.68478        2.25050       0.344814E+007  0.700613E-004   447795.        149265.     
  597.409        1.00000        2946.71        4.68127        2.24881       0.388981E+007  0.923151E-004   447058.        149019.     
  599.231        1.00000        2946.29        4.69752        2.25662       0.302688E+007  0.464018E-004   450104.        150035.     
  601.052        1.00000        2946.04        4.69575        2.25577       0.303000E+007  0.465151E-004   449726.        149909.     
  602.874        1.00000        2945.79        4.69396        2.25491       0.303311E+007  0.466296E-004   449345.        149782.     
  604.696        1.00000        2945.54        4.69216        2.25404       0.303620E+007  0.467451E-004   448962.        149654.     
  606.517        1.00000        2945.29        4.69034        2.25316       0.303929E+007  0.468617E-004   448575.        149525.     
  608.339        1.00000        2945.04        4.68850        2.25228       0.304236E+007  0.469795E-004   448186.        149395.     
  610.161        1.00000        3000.81        4.86887        2.33893       0.308588E+007  0.487534E-004   492487.        164162.     
  611.982        1.00000        3000.55        4.86683        2.33795       0.308898E+007  0.488823E-004   492030.        164010.     
  613.804        1.00000        3000.28        4.86477        2.33696       0.309208E+007  0.490124E-004   491570.        163857.     
  615.626        1.00000        3000.01        4.86269        2.33596       0.309516E+007  0.491440E-004   491106.        163702.     
  617.447        1.00000        2999.74        4.86060        2.33496       0.309823E+007  0.492768E-004   490639.        163546.     
  619.269        1.00000        2999.47        4.85848        2.33394       0.310129E+007  0.494111E-004   490169.        163390.     
  621.091        1.00000        2999.20        4.85635        2.33292       0.310433E+007  0.495468E-004   489694.        163231.     
  622.912        1.00000        2998.93        4.85420        2.33188       0.310737E+007  0.496840E-004   489216.        163072.     
  624.734        1.00000        2998.66        4.85203        2.33084       0.311040E+007  0.498226E-004   488735.        162912.     
  626.556        1.00000        2998.38        4.84984        2.32979       0.311342E+007  0.499628E-004   488249.        162750.     
  628.377        1.00000        2998.11        4.84763        2.32873       0.311642E+007  0.501045E-004   487760.        162587.     
  630.199        1.00000        2997.84        4.84540        2.32766       0.311942E+007  0.502478E-004   487267.        162422.     
  632.021        1.00000        2997.56        4.84315        2.32658       0.312241E+007  0.503927E-004   486770.        162257.     
  633.842        1.00000        2997.28        4.84088        2.32549       0.312539E+007  0.505392E-004   486269.        162090.     
  635.664        1.00000        2997.01        4.83859        2.32438       0.312836E+007  0.506875E-004   485763.        161921.     
  637.486        1.00000        2996.73        4.83628        2.32327       0.313133E+007  0.508375E-004   485254.        161751.     
  639.308        1.00000        2996.45        4.83394        2.32215       0.313428E+007  0.509892E-004   484740.        161580.     
  641.129        1.00000        2996.17        4.83158        2.32102       0.313723E+007  0.511428E-004   484222.        161407.     
  642.951        1.00000        2995.89        4.82920        2.31987       0.314016E+007  0.512982E-004   483700.        161233.     
  644.773        1.00000        2995.61        4.82680        2.31872       0.314310E+007  0.514555E-004   483173.        161058.     
  646.594        1.00000        2995.33        4.82437        2.31755       0.314602E+007  0.516147E-004   482642.        160881.     
  648.416        1.00000        2995.05        4.82191        2.31637       0.314894E+007  0.517759E-004   482105.        160702.     
  650.238        1.00000        2994.76        4.81944        2.31518       0.315185E+007  0.519391E-004   481565.        160522.     
  652.059        1.00000        2994.48        4.81694        2.31398       0.315475E+007  0.521045E-004   481019.        160340.     
  653.881        1.00000        2994.20        4.81441        2.31277       0.315765E+007  0.522719E-004   480469.        160156.     
  655.703        1.00000        2993.91        4.81185        2.31154       0.316055E+007  0.524415E-004   479913.        159971.     
  657.524        1.00000        2993.62        4.80927        2.31030       0.316343E+007  0.526134E-004   479352.        159784.     
  659.346        1.00000        2993.33        4.80666        2.30905       0.316632E+007  0.527875E-004   478787.        159596.     
  661.168        1.00000        2993.05        4.80403        2.30778       0.316919E+007  0.529640E-004   478216.        159405.     
  662.989        1.00000        2992.76        4.80137        2.30650       0.317207E+007  0.531429E-004   477639.        159213.     
  664.811        1.00000        2992.47        4.79867        2.30521       0.317494E+007  0.533243E-004   477057.        159019.     
  666.633        1.00000        2992.17        4.79595        2.30390       0.317780E+007  0.535081E-004   476470.        158823.     
  668.454        1.00000        2991.88        4.79320        2.30258       0.318066E+007  0.536946E-004   475877.        158626.     
  670.276        1.00000        2991.59        4.79042        2.30124       0.318352E+007  0.538837E-004   475278.        158426.     
  672.098        1.00000        2991.29        4.78760        2.29989       0.318638E+007  0.540756E-004   474673.        158224.     
  673.919        1.00000        2991.00        4.78476        2.29852       0.318923E+007  0.542702E-004   474062.        158021.     
  675.741        1.00000        2990.70        4.78188        2.29714       0.319208E+007  0.544678E-004   473445.        157815.     
  677.563        1.00000        2990.40        4.77897        2.29574       0.319493E+007  0.546683E-004   472822.        157607.     
  679.384        1.00000        2990.10        4.77602        2.29433       0.319778E+007  0.548718E-004   472192.        157397.     
  681.206        1.00000        2989.80        4.77304        2.29290       0.320063E+007  0.550785E-004   471555.        157185.     
  683.028        1.00000        2989.50        4.77003        2.29145       0.320348E+007  0.552883E-004   470912.        156971.     
  684.849        1.00000        2989.20        4.76698        2.28998       0.320632E+007  0.555015E-004   470262.        156754.     
  686.671        1.00000        2988.90        4.76389        2.28850       0.320917E+007  0.557180E-004   469605.        156535.     
  688.493        1.00000        2988.59        4.76076        2.28699       0.321202E+007  0.559381E-004   468941.        156314.     
  690.315        1.00000        2988.29        4.75759        2.28547       0.321487E+007  0.561617E-004   468270.        156090.     
  692.136        1.00000        2987.98        4.75439        2.28393       0.321772E+007  0.563890E-004   467591.        155864.     
  693.958        1.00000        2987.67        4.75114        2.28237       0.322057E+007  0.566202E-004   466904.        155635.     
  695.780        1.00000        2987.36        4.74785        2.28079       0.322343E+007  0.568553E-004   466210.        155403.     
  697.601        1.00000        2987.05        4.74452        2.27919       0.322629E+007  0.570944E-004   465507.        155169.     
  699.423        1.00000        2986.74        4.74115        2.27757       0.322915E+007  0.573377E-004   464797.        154932.     
  701.245        1.00000        2986.43        4.73773        2.27593       0.323202E+007  0.575853E-004   464078.        154693.     
  703.066        1.00000        2986.11        4.73426        2.27426       0.323489E+007  0.578373E-004   463350.        154450.     
  704.888        1.00000        2985.80        4.73075        2.27258       0.323776E+007  0.580939E-004   462614.        154205.     
  706.710        1.00000        2985.48        4.72718        2.27087       0.324065E+007  0.583552E-004   461868.        153956.     
  708.531        1.00000        2985.16        4.72357        2.26913       0.324354E+007  0.586215E-004   461114.        153705.     
  710.353        1.00000        2984.84        4.71991        2.26737       0.324643E+007  0.588927E-004   460349.        153450.     
  712.175        1.00000        2984.52        4.71619        2.26559       0.324934E+007  0.591692E-004   459575.        153192.     
  713.996        1.00000        2984.20        4.71242        2.26378       0.325225E+007  0.594511E-004   458791.        152930.     
  715.818        1.00000        2983.87        4.70860        2.26194       0.325517E+007  0.597386E-004   457997.        152666.     
  717.640        1.00000        2983.54        4.70472        2.26007       0.325811E+007  0.600319E-004   457193.        152398.     
  719.461        1.00000        2983.22        4.70078        2.25818       0.326105E+007  0.603311E-004   456377.        152126.     
  721.283        1.00000        2982.89        4.69678        2.25626       0.326401E+007  0.606366E-004   455550.        151850.     
  723.105        1.00000        2982.56        4.69272        2.25431       0.326698E+007  0.609485E-004   454712.        151571.     
  724.926        1.00000        2982.22        4.68859        2.25233       0.326996E+007  0.612670E-004   453863.        151288.     
  726.748        1.00000        2981.89        4.68440        2.25031       0.327295E+007  0.615925E-004   453001.        151000.     
  728.570        1.00000        2981.55        4.68014        2.24827       0.327597E+007  0.619252E-004   452126.        150709.     
  730.391        1.00000        2981.22        4.67581        2.24619       0.327900E+007  0.622653E-004   451239.        150413.     
  732.213        1.00000        2980.88        4.67141        2.24407       0.328204E+007  0.626132E-004   450339.        150113.     
  734.035        1.00000        2980.53        4.66694        2.24192       0.328511E+007  0.629692E-004   449425.        149808.     
  735.857        1.00000        2980.19        4.66239        2.23974       0.328819E+007  0.633336E-004   448497.        149499.     
  737.678        1.00000        2979.84        4.65776        2.23751       0.329130E+007  0.637068E-004   447555.        149185.     
  739.500        1.00000        2979.50        4.65305        2.23525       0.329443E+007  0.640891E-004   446598.        148866.     
  741.322        1.00000        2979.15        4.64825        2.23295       0.329759E+007  0.644809E-004   445626.        148542.     
  743.143        1.00000        2978.80        4.64337        2.23060       0.330077E+007  0.648827E-004   444637.        148212.     
  744.965        1.00000        2978.44        4.63839        2.22821       0.330397E+007  0.652948E-004   443633.        147878.     
  746.787        1.00000        2978.08        4.63333        2.22578       0.330721E+007  0.657178E-004   442611.        147537.     
  748.608        1.00000        2977.73        4.62816        2.22330       0.331048E+007  0.661521E-004   441572.        147191.     
  750.430        1.00000        2977.37        4.62290        2.22077       0.331378E+007  0.665983E-004   440515.        146838.     
  752.252        1.00000        2977.00        4.61753        2.21819       0.331711E+007  0.670569E-004   439439.        146480.     
  754.073        1.00000        2976.64        4.61206        2.21556       0.332049E+007  0.675286E-004   438343.        146114.     
  755.895        1.00000        2976.27        4.60647        2.21288       0.332390E+007  0.680140E-004   437227.        145742.     
  757.717        1.00000        2975.90        4.60076        2.21014       0.332736E+007  0.685138E-004   436091.        145364.     
  759.538        1.00000        2975.52        4.59494        2.20734       0.333086E+007  0.690287E-004   434933.        144978.     
  761.360        1.00000        2975.15        4.58899        2.20448       0.333440E+007  0.695596E-004   433752.        144584.     
  763.182        1.00000        2974.77        4.58290        2.20156       0.333800E+007  0.701073E-004   432547.        144182.     
  765.003        1.00000        2974.38        4.57668        2.19857       0.334165E+007  0.706727E-004   431318.        143773.     
  766.825        1.00000        2974.00        4.57032        2.19551       0.334536E+007  0.712568E-004   430064.        143355.     
  768.647        1.00000        2973.61        4.56381        2.19238       0.334914E+007  0.718608E-004   428783.        142928.     
  770.468        1.00000        2973.22        4.55714        2.18918       0.335297E+007  0.724857E-004   427475.        142492.     
  772.290        1.00000        2972.82        4.55031        2.18590       0.335688E+007  0.731329E-004   426138.        142046.     
  774.112        1.00000        2972.42        4.54331        2.18253       0.336087E+007  0.738037E-004   424770.        141590.     
