|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  734.035        32441.8        3401.29        7.28750        3.50080       0.365425E+007  0.218801E-004  0.125055E+007   416849.     
  735.857        32441.8        3403.29        7.29882        3.50624       0.365822E+007  0.219028E-004  0.125517E+007   418391.     
  737.678        32441.8        3406.57        7.31788        3.51539       0.366326E+007  0.219054E-004  0.126295E+007   420983.     
  739.500        32441.8        3412.50        7.35143        3.53151       0.366987E+007  0.219383E-004  0.127678E+007   425592.     
  741.322        32441.8        3413.97        7.36027        3.53576       0.367352E+007  0.219482E-004  0.128040E+007   426800.     
  743.143        32441.8        3416.20        7.37311        3.54193       0.367757E+007  0.219760E-004  0.128571E+007   428571.     
  744.965        32441.8        3416.06        7.37277        3.54176       0.368008E+007  0.219860E-004  0.128554E+007   428514.     
  746.787        32441.8        3415.93        7.37242        3.54160       0.368257E+007  0.219959E-004  0.128537E+007   428457.     
  748.608        32441.8        3423.28        7.41508        3.56209       0.369013E+007  0.220195E-004  0.130309E+007   434362.     
  750.430        32441.8        3423.14        7.41473        3.56192       0.369260E+007  0.220294E-004  0.130291E+007   434303.     
  752.252        32441.8        3423.01        7.41437        3.56175       0.369505E+007  0.220394E-004  0.130273E+007   434244.     
  754.073        32441.8        3422.87        7.41402        3.56158       0.369749E+007  0.220494E-004  0.130256E+007   434186.     
  755.895        32441.8        3422.73        7.41366        3.56141       0.369993E+007  0.220593E-004  0.130238E+007   434127.     
  757.717        32441.8        3422.59        7.41331        3.56124       0.370235E+007  0.220692E-004  0.130220E+007   434068.     
  759.538        32441.8        3422.46        7.41296        3.56107       0.370476E+007  0.220790E-004  0.130203E+007   434009.     
  761.360        32441.8        3422.32        7.41260        3.56090       0.370716E+007  0.220889E-004  0.130185E+007   433950.     
  763.182        32441.8        3422.18        7.41225        3.56073       0.370955E+007  0.220987E-004  0.130167E+007   433891.     
  765.003        32441.8        3422.04        7.41189        3.56056       0.371192E+007  0.221085E-004  0.130150E+007   433832.     
  766.825        32441.8        3421.90        7.41154        3.56039       0.371429E+007  0.221183E-004  0.130132E+007   433773.     
  768.647        32441.8        3421.77        7.41118        3.56022       0.371665E+007  0.221281E-004  0.130114E+007   433714.     
  770.468        32441.8        3421.63        7.41082        3.56004       0.371900E+007  0.221379E-004  0.130096E+007   433654.     
  772.290        32441.8        3421.49        7.41047        3.55987       0.372134E+007  0.221476E-004  0.130079E+007   433595.     
  774.112        32441.8        3421.35        7.41011        3.55970       0.372366E+007  0.221573E-004  0.130061E+007   433536.     
  775.933        32441.8        3421.21        7.40976        3.55953       0.372598E+007  0.221670E-004  0.130043E+007   433477.     
  777.755        32441.8        3421.08        7.40940        3.55936       0.372828E+007  0.221767E-004  0.130025E+007   433418.     
  779.577        32441.8        3420.94        7.40904        3.55919       0.373058E+007  0.221863E-004  0.130008E+007   433359.     
  781.398        32441.8        3420.80        7.40869        3.55902       0.373287E+007  0.221960E-004  0.129990E+007   433299.     
  783.220        32441.8        3420.66        7.40833        3.55885       0.373514E+007  0.222056E-004  0.129972E+007   433240.     
  785.042        32441.8        3420.52        7.40797        3.55868       0.373741E+007  0.222152E-004  0.129954E+007   433181.     
  786.864        32441.8        3420.38        7.40762        3.55850       0.373967E+007  0.222248E-004  0.129936E+007   433122.     
  788.685        32441.8        3420.25        7.40726        3.55833       0.374191E+007  0.222343E-004  0.129919E+007   433062.     
  790.507        32441.8        3420.11        7.40690        3.55816       0.374415E+007  0.222439E-004  0.129901E+007   433003.     
  792.329        32441.8        3419.97        7.40654        3.55799       0.374638E+007  0.222534E-004  0.129883E+007   432944.     
  794.150        32441.8        3419.83        7.40619        3.55782       0.374860E+007  0.222629E-004  0.129865E+007   432884.     
  795.972        32441.8        3419.69        7.40583        3.55764       0.375081E+007  0.222724E-004  0.129847E+007   432825.     
  797.794        32441.8        3419.55        7.40547        3.55747       0.375300E+007  0.222819E-004  0.129830E+007   432765.     
  799.615        32441.8        3419.41        7.40511        3.55730       0.375520E+007  0.222914E-004  0.129812E+007   432706.     
  801.437        32441.8        3419.28        7.40475        3.55713       0.375738E+007  0.223008E-004  0.129794E+007   432646.     
  803.259        32441.8        3419.14        7.40439        3.55696       0.375955E+007  0.223102E-004  0.129776E+007   432587.     
  805.080        32441.8        3419.00        7.40404        3.55678       0.376171E+007  0.223196E-004  0.129758E+007   432527.     
  806.902        32441.8        3418.86        7.40368        3.55661       0.376386E+007  0.223290E-004  0.129740E+007   432468.     
  808.724        32441.8        3418.72        7.40332        3.55644       0.376601E+007  0.223384E-004  0.129722E+007   432408.     
  810.545        32441.8        3418.58        7.40296        3.55627       0.376814E+007  0.223478E-004  0.129705E+007   432349.     
  812.367        32441.8        3418.44        7.40260        3.55609       0.377027E+007  0.223571E-004  0.129687E+007   432289.     
  814.189        32441.8        3418.30        7.40224        3.55592       0.377239E+007  0.223665E-004  0.129669E+007   432230.     
  816.010        32441.8        3418.16        7.40188        3.55575       0.377450E+007  0.223758E-004  0.129651E+007   432170.     
  817.832        32441.8        3418.02        7.40152        3.55557       0.377660E+007  0.223851E-004  0.129633E+007   432110.     
  819.654        32441.8        3417.88        7.40116        3.55540       0.377869E+007  0.223944E-004  0.129615E+007   432051.     
  821.475        32441.8        3417.74        7.40080        3.55523       0.378077E+007  0.224037E-004  0.129597E+007   431991.     
  823.297        32441.8        3417.60        7.40044        3.55506       0.378285E+007  0.224129E-004  0.129579E+007   431931.     
  825.119        32441.8        3417.46        7.40008        3.55488       0.378492E+007  0.224222E-004  0.129561E+007   431871.     
  826.940        32441.8        3417.33        7.39972        3.55471       0.378697E+007  0.224314E-004  0.129543E+007   431812.     
  828.762        32441.8        3417.19        7.39935        3.55454       0.378902E+007  0.224406E-004  0.129526E+007   431752.     
  830.584        32441.8        3417.05        7.39899        3.55436       0.379106E+007  0.224498E-004  0.129508E+007   431692.     
  832.406        32441.8        3416.91        7.39863        3.55419       0.379309E+007  0.224590E-004  0.129490E+007   431632.     
  834.227        32441.8        3416.77        7.39827        3.55401       0.379512E+007  0.224682E-004  0.129472E+007   431572.     
  836.049        32441.8        3416.63        7.39791        3.55384       0.379713E+007  0.224773E-004  0.129454E+007   431512.     
  837.871        32441.8        3416.49        7.39755        3.55367       0.379914E+007  0.224865E-004  0.129436E+007   431453.     
  839.692        32441.8        3416.35        7.39719        3.55349       0.380114E+007  0.224956E-004  0.129418E+007   431393.     
  841.514        32441.8        3416.21        7.39682        3.55332       0.380313E+007  0.225047E-004  0.129400E+007   431333.     
  843.336        32441.8        3416.07        7.39646        3.55314       0.380512E+007  0.225138E-004  0.129382E+007   431273.     
  845.157        32441.8        3415.93        7.39610        3.55297       0.380709E+007  0.225229E-004  0.129364E+007   431213.     
  846.979        32441.8        3415.79        7.39574        3.55280       0.380906E+007  0.225320E-004  0.129346E+007   431153.     
  848.801        32441.8        3415.65        7.39537        3.55262       0.381102E+007  0.225411E-004  0.129328E+007   431093.     
  850.622        32441.8        3415.51        7.39501        3.55245       0.381297E+007  0.225502E-004  0.129310E+007   431033.     
  852.444        32441.8        3415.37        7.39465        3.55227       0.381492E+007  0.225592E-004  0.129292E+007   430973.     
  854.266        32441.8        3415.22        7.39428        3.55210       0.381685E+007  0.225682E-004  0.129274E+007   430913.     
  856.087        32441.8        3415.08        7.39392        3.55192       0.381878E+007  0.225773E-004  0.129256E+007   430853.     
  857.909        32441.8        3414.94        7.39356        3.55175       0.382070E+007  0.225863E-004  0.129238E+007   430793.     
  859.731        32441.8        3414.80        7.39319        3.55157       0.382262E+007  0.225953E-004  0.129220E+007   430733.     
  861.552        32441.8        3414.66        7.39283        3.55140       0.382452E+007  0.226043E-004  0.129202E+007   430672.     
  863.374        32441.8        3414.52        7.39246        3.55123       0.382642E+007  0.226133E-004  0.129184E+007   430612.     
  865.196        32441.8        3414.38        7.39210        3.55105       0.382831E+007  0.226222E-004  0.129166E+007   430552.     
  867.017        32441.8        3414.24        7.39174        3.55088       0.383020E+007  0.226312E-004  0.129148E+007   430492.     
  868.839        32441.8        3414.10        7.39137        3.55070       0.383207E+007  0.226401E-004  0.129129E+007   430432.     
  870.661        32441.8        3413.96        7.39101        3.55052       0.383394E+007  0.226491E-004  0.129111E+007   430371.     
  872.482        32441.8        3413.82        7.39064        3.55035       0.383580E+007  0.226580E-004  0.129093E+007   430311.     
  874.304        32441.8        3413.68        7.39028        3.55017       0.383766E+007  0.226669E-004  0.129075E+007   430251.     
  876.126        32441.8        3413.54        7.38991        3.55000       0.383950E+007  0.226758E-004  0.129057E+007   430191.     
  877.947        32441.8        3413.40        7.38955        3.54982       0.384134E+007  0.226847E-004  0.129039E+007   430130.     
  879.769        32441.8        3413.25        7.38918        3.54965       0.384318E+007  0.226936E-004  0.129021E+007   430070.     
  881.591        32441.8        3413.11        7.38882        3.54947       0.384500E+007  0.227025E-004  0.129003E+007   430010.     
  883.413        32441.8        3412.97        7.38845        3.54930       0.384682E+007  0.227113E-004  0.128985E+007   429949.     
  885.234        32441.8        3412.83        7.38808        3.54912       0.384863E+007  0.227202E-004  0.128967E+007   429889.     
  887.056        32441.8        3412.69        7.38772        3.54894       0.385044E+007  0.227290E-004  0.128949E+007   429829.     
  888.878        32441.8        3412.55        7.38735        3.54877       0.385224E+007  0.227379E-004  0.128930E+007   429768.     
  890.699        32441.8        3412.41        7.38699        3.54859       0.385403E+007  0.227467E-004  0.128912E+007   429708.     
  892.521        32441.8        3412.27        7.38662        3.54842       0.385581E+007  0.227555E-004  0.128894E+007   429647.     
  894.343        32441.8        3258.23        6.35845        3.05450       0.367957E+007  0.238462E-004   911976.        303992.     
  896.164        32441.8        3258.09        6.35807        3.05432       0.368110E+007  0.238554E-004   911829.        303943.     
  897.986        32441.8        3257.95        6.35770        3.05414       0.368263E+007  0.238645E-004   911681.        303894.     
  899.808        32441.8        3257.80        6.35732        3.05396       0.368415E+007  0.238737E-004   911534.        303845.     
  901.629        32441.8        3257.66        6.35695        3.05378       0.368567E+007  0.238828E-004   911386.        303795.     
  903.451        32441.8        3257.52        6.35657        3.05360       0.368718E+007  0.238919E-004   911239.        303746.     
  905.273        32441.8        3257.38        6.35619        3.05342       0.368868E+007  0.239010E-004   911091.        303697.     
  907.094        32441.8        3257.24        6.35582        3.05324       0.369018E+007  0.239101E-004   910943.        303648.     
  908.916        32441.8        3257.10        6.35544        3.05306       0.369167E+007  0.239192E-004   910796.        303599.     
  910.738        32441.8        3256.95        6.35506        3.05287       0.369316E+007  0.239282E-004   910648.        303549.     
  912.559        32441.8        3256.81        6.35469        3.05269       0.369463E+007  0.239373E-004   910500.        303500.     
  914.381        32441.8        3256.67        6.35431        3.05251       0.369611E+007  0.239463E-004   910353.        303451.     
  916.203        32441.8        3256.53        6.35393        3.05233       0.369758E+007  0.239554E-004   910205.        303402.     
  918.024        32441.8        3256.39        6.35356        3.05215       0.369904E+007  0.239644E-004   910057.        303352.     
  919.846        32441.8        3256.24        6.35318        3.05197       0.370050E+007  0.239735E-004   909909.        303303.     
  921.668        32441.8        3256.10        6.35280        3.05179       0.370195E+007  0.239825E-004   909761.        303254.     
  923.489        32441.8        3255.96        6.35242        3.05161       0.370339E+007  0.239915E-004   909613.        303204.     
  925.311        32441.8        3255.82        6.35204        3.05142       0.370483E+007  0.240005E-004   909465.        303155.     
  927.133        32441.8        3255.67        6.35167        3.05124       0.370627E+007  0.240095E-004   909317.        303106.     
  928.955        32441.8        3255.53        6.35129        3.05106       0.370770E+007  0.240185E-004   909169.        303056.     
  930.776        32441.8        3255.39        6.35091        3.05088       0.370912E+007  0.240275E-004   909021.        303007.     
  932.598        32441.8        3255.25        6.35053        3.05070       0.371054E+007  0.240364E-004   908873.        302958.     
  934.420        32441.8        3255.10        6.35015        3.05051       0.371195E+007  0.240454E-004   908725.        302908.     
  936.241        32441.8        3254.96        6.34977        3.05033       0.371336E+007  0.240543E-004   908576.        302859.     
  938.063        32441.8        3254.82        6.34940        3.05015       0.371476E+007  0.240633E-004   908428.        302809.     
  939.885        32441.8        3254.68        6.34902        3.04997       0.371616E+007  0.240722E-004   908280.        302760.     
  941.706        32441.8        3254.53        6.34864        3.04979       0.371755E+007  0.240812E-004   908132.        302711.     
  943.528        32441.8        3254.39        6.34826        3.04960       0.371893E+007  0.240901E-004   907983.        302661.     
  945.350        32441.8        3254.25        6.34788        3.04942       0.372031E+007  0.240990E-004   907835.        302612.     
  947.171        32441.8        3254.10        6.34750        3.04924       0.372169E+007  0.241079E-004   907686.        302562.     
  948.993        32441.8        3253.96        6.34712        3.04906       0.372306E+007  0.241168E-004   907538.        302513.     
  950.815        32441.8        3253.82        6.34674        3.04887       0.372442E+007  0.241257E-004   907390.        302463.     
  952.636        32441.8        3253.68        6.34636        3.04869       0.372578E+007  0.241346E-004   907241.        302414.     
  954.458        32441.8        3253.53        6.34598        3.04851       0.372713E+007  0.241435E-004   907092.        302364.     
  956.280        32441.8        3253.39        6.34560        3.04833       0.372848E+007  0.241524E-004   906944.        302315.     
  958.101        32441.8        3253.25        6.34522        3.04814       0.372983E+007  0.241613E-004   906795.        302265.     
  959.923        32441.8        3253.10        6.34484        3.04796       0.373116E+007  0.241701E-004   906647.        302216.     
  961.745        32441.8        3252.96        6.34446        3.04778       0.373250E+007  0.241790E-004   906498.        302166.     
  963.566        32441.8        3252.82        6.34408        3.04760       0.373383E+007  0.241878E-004   906349.        302116.     
  965.388        32441.8        3252.67        6.34370        3.04741       0.373515E+007  0.241967E-004   906200.        302067.     
  967.210        32441.8        3252.53        6.34331        3.04723       0.373647E+007  0.242055E-004   906051.        302017.     
  969.031        32441.8        3252.39        6.34293        3.04705       0.373778E+007  0.242143E-004   905903.        301968.     
  970.853        32441.8        3252.24        6.34255        3.04686       0.373909E+007  0.242232E-004   905754.        301918.     
  972.675        32441.8        3252.10        6.34217        3.04668       0.374039E+007  0.242320E-004   905605.        301868.     
  974.496        32441.8        3251.96        6.34179        3.04650       0.374169E+007  0.242408E-004   905456.        301819.     
  976.318        32441.8        3251.81        6.34141        3.04631       0.374299E+007  0.242496E-004   905307.        301769.     
  978.140        32441.8        3251.67        6.34103        3.04613       0.374428E+007  0.242584E-004   905158.        301719.     
  979.962        32441.8        3251.52        6.34064        3.04595       0.374556E+007  0.242672E-004   905009.        301670.     
  981.783        32441.8        3251.38        6.34026        3.04576       0.374684E+007  0.242760E-004   904860.        301620.     
  983.605        32441.8        3251.24        6.33988        3.04558       0.374811E+007  0.242848E-004   904711.        301570.     
  985.427        32441.8        3251.09        6.33950        3.04540       0.374938E+007  0.242936E-004   904562.        301521.     
  987.248        32441.8        3250.95        6.33911        3.04521       0.375065E+007  0.243024E-004   904412.        301471.     
  989.070        32441.8        3250.81        6.33873        3.04503       0.375191E+007  0.243111E-004   904263.        301421.     
  990.892        32441.8        3250.66        6.33835        3.04484       0.375317E+007  0.243199E-004   904114.        301371.     
  992.713        32441.8        3250.52        6.33797        3.04466       0.375442E+007  0.243287E-004   903965.        301322.     
  994.535        32441.8        3250.37        6.33758        3.04448       0.375566E+007  0.243374E-004   903815.        301272.     
  996.357        32441.8        3250.23        6.33720        3.04429       0.375691E+007  0.243462E-004   903666.        301222.     
  998.178        32441.8        3250.08        6.33682        3.04411       0.375814E+007  0.243549E-004   903517.        301172.     
  1000.00        32441.8        3249.94        6.33643        3.04392       0.375937E+007  0.243637E-004   903367.        301122.     
  273.150        32609.0        3382.14        7.04302        3.38336       0.213845E+007  0.141175E-004  0.116147E+007   387158.     
  274.972        32609.0        3382.06        7.04284        3.38327       0.215310E+007  0.141715E-004  0.116138E+007   387128.     
  276.793        32609.0        3381.97        7.04266        3.38319       0.216758E+007  0.142248E-004  0.116129E+007   387098.     
  278.615        32609.0        3381.88        7.04248        3.38310       0.218190E+007  0.142774E-004  0.116120E+007   387068.     
  280.437        32609.0        3381.79        7.04230        3.38301       0.219602E+007  0.143293E-004  0.116111E+007   387038.     
  282.258        32609.0        3381.70        7.04212        3.38292       0.220997E+007  0.143806E-004  0.116102E+007   387008.     
  284.080        32609.0        3381.61        7.04193        3.38284       0.222374E+007  0.144311E-004  0.116093E+007   386978.     
  285.902        32609.0        3381.53        7.04175        3.38275       0.223735E+007  0.144811E-004  0.116084E+007   386947.     
  287.723        32609.0        3381.44        7.04156        3.38266       0.225080E+007  0.145303E-004  0.116075E+007   386917.     
  289.545        32609.0        3381.35        7.04138        3.38257       0.226408E+007  0.145790E-004  0.116066E+007   386886.     
  291.367        32609.0        3381.26        7.04119        3.38248       0.227724E+007  0.146270E-004  0.116057E+007   386855.     
  293.188        32609.0        3381.17        7.04101        3.38239       0.229023E+007  0.146745E-004  0.116047E+007   386824.     
  295.010        32609.0        3381.08        7.04082        3.38230       0.230305E+007  0.147213E-004  0.116038E+007   386794.     
  296.832        32609.0        3380.99        7.04063        3.38221       0.231575E+007  0.147675E-004  0.116029E+007   386762.     
  298.654        32609.0        3380.89        7.04044        3.38212       0.232829E+007  0.148132E-004  0.116019E+007   386731.     
  300.475        32609.0        3380.80        7.04025        3.38203       0.234067E+007  0.148583E-004  0.116010E+007   386700.     
  302.297        32609.0        3380.71        7.04006        3.38194       0.235295E+007  0.149028E-004  0.116001E+007   386669.     
  304.119        32609.0        3380.62        7.03987        3.38185       0.236507E+007  0.149468E-004  0.115991E+007   386637.     
  305.940        32609.0        3380.53        7.03968        3.38175       0.237707E+007  0.149902E-004  0.115982E+007   386606.     
  307.762        32609.0        3380.43        7.03949        3.38166       0.238893E+007  0.150331E-004  0.115972E+007   386574.     
  309.584        32609.0        3380.34        7.03930        3.38157       0.240065E+007  0.150755E-004  0.115963E+007   386542.     
  311.405        32609.0        3380.25        7.03911        3.38148       0.241226E+007  0.151174E-004  0.115953E+007   386511.     
  313.227        32609.0        3380.16        7.03891        3.38138       0.242371E+007  0.151588E-004  0.115944E+007   386479.     
  315.049        32609.0        3380.06        7.03872        3.38129       0.243507E+007  0.151996E-004  0.115934E+007   386447.     
  316.870        32609.0        3379.97        7.03852        3.38120       0.244631E+007  0.152400E-004  0.115924E+007   386415.     
  318.692        32609.0        3379.87        7.03833        3.38110       0.245744E+007  0.152799E-004  0.115915E+007   386382.     
  320.514        32609.0        3379.78        7.03813        3.38101       0.246841E+007  0.153193E-004  0.115905E+007   386350.     
  322.335        32609.0        3379.69        7.03794        3.38091       0.247931E+007  0.153583E-004  0.115895E+007   386318.     
  324.157        32609.0        3379.59        7.03774        3.38082       0.249008E+007  0.153968E-004  0.115886E+007   386285.     
  325.979        32609.0        3379.50        7.03754        3.38073       0.250073E+007  0.154348E-004  0.115876E+007   386253.     
  327.800        32609.0        3379.40        7.03734        3.38063       0.251129E+007  0.154725E-004  0.115866E+007   386220.     
  329.622        32609.0        3379.31        7.03714        3.38053       0.252173E+007  0.155096E-004  0.115856E+007   386187.     
  331.444        32609.0        3379.21        7.03694        3.38044       0.253207E+007  0.155464E-004  0.115846E+007   386155.     
  333.265        32609.0        3379.11        7.03674        3.38034       0.254230E+007  0.155827E-004  0.115837E+007   386122.     
  335.087        32609.0        3379.02        7.03654        3.38025       0.255244E+007  0.156186E-004  0.115827E+007   386089.     
  336.909        32609.0        3378.92        7.03634        3.38015       0.256247E+007  0.156541E-004  0.115817E+007   386056.     
  338.730        32609.0        3378.83        7.03614        3.38005       0.257239E+007  0.156892E-004  0.115807E+007   386023.     
  340.552        32609.0        3378.73        7.03594        3.37996       0.258223E+007  0.157239E-004  0.115797E+007   385989.     
  342.374        32609.0        3378.63        7.03574        3.37986       0.259198E+007  0.157582E-004  0.115787E+007   385956.     
  344.195        32609.0        3378.53        7.03553        3.37976       0.260161E+007  0.157922E-004  0.115777E+007   385923.     
  346.017        32609.0        3378.44        7.03533        3.37966       0.261118E+007  0.158257E-004  0.115767E+007   385889.     
  347.839        32609.0        3378.34        7.03512        3.37956       0.262064E+007  0.158589E-004  0.115757E+007   385856.     
  349.661        32609.0        3378.24        7.03492        3.37947       0.263000E+007  0.158917E-004  0.115747E+007   385822.     
  351.482        32609.0        3378.14        7.03471        3.37937       0.263930E+007  0.159242E-004  0.115736E+007   385788.     
  353.304        32609.0        3378.05        7.03451        3.37927       0.264849E+007  0.159563E-004  0.115726E+007   385754.     
  355.126        32609.0        3377.95        7.03430        3.37917       0.265759E+007  0.159880E-004  0.115716E+007   385720.     
  356.947        32609.0        3377.85        7.03409        3.37907       0.266663E+007  0.160195E-004  0.115706E+007   385687.     
  358.769        32609.0        3377.75        7.03389        3.37897       0.267557E+007  0.160505E-004  0.115696E+007   385652.     
  360.591        32609.0        3377.65        7.03368        3.37887       0.268443E+007  0.160813E-004  0.115686E+007   385618.     
  362.412        32609.0        3377.55        7.03347        3.37877       0.269322E+007  0.161117E-004  0.115675E+007   385584.     
  364.234        32609.0        3377.45        7.03326        3.37867       0.270191E+007  0.161418E-004  0.115665E+007   385550.     
  366.056        32609.0        3377.35        7.03305        3.37857       0.271054E+007  0.161716E-004  0.115655E+007   385516.     
  367.877        32609.0        3377.25        7.03284        3.37847       0.271909E+007  0.162010E-004  0.115644E+007   385481.     
  369.699        32609.0        3377.16        7.03263        3.37837       0.272757E+007  0.162302E-004  0.115634E+007   385447.     
  371.521        32609.0        3377.06        7.03242        3.37826       0.273595E+007  0.162590E-004  0.115624E+007   385412.     
  373.342        32609.0        3376.96        7.03221        3.37816       0.274429E+007  0.162876E-004  0.115613E+007   385378.     
  375.164        32609.0        3376.85        7.03199        3.37806       0.275253E+007  0.163158E-004  0.115603E+007   385343.     
  376.986        32609.0        3376.75        7.03178        3.37796       0.276071E+007  0.163438E-004  0.115592E+007   385308.     
  378.807        32609.0        3376.65        7.03157        3.37786       0.276881E+007  0.163715E-004  0.115582E+007   385273.     
  380.629        32609.0        3376.55        7.03136        3.37775       0.277686E+007  0.163989E-004  0.115572E+007   385238.     
  382.451        32609.0        3376.45        7.03114        3.37765       0.278482E+007  0.164260E-004  0.115561E+007   385203.     
  384.272        32609.0        3376.35        7.03093        3.37755       0.279272E+007  0.164528E-004  0.115551E+007   385168.     
  386.094        32609.0        3376.25        7.03071        3.37744       0.280055E+007  0.164794E-004  0.115540E+007   385133.     
  387.916        32609.0        3376.15        7.03050        3.37734       0.280832E+007  0.165057E-004  0.115529E+007   385098.     
  389.737        32609.0        3376.05        7.03028        3.37724       0.281603E+007  0.165318E-004  0.115519E+007   385063.     
  391.559        32609.0        3375.94        7.03006        3.37713       0.282366E+007  0.165576E-004  0.115508E+007   385028.     
  393.381        32609.0        3375.84        7.02985        3.37703       0.283123E+007  0.165831E-004  0.115498E+007   384992.     
  395.203        32609.0        3375.74        7.02963        3.37693       0.283875E+007  0.166084E-004  0.115487E+007   384957.     
  397.024        32609.0        3375.64        7.02941        3.37682       0.284619E+007  0.166334E-004  0.115476E+007   384921.     
  398.846        32609.0        3375.54        7.02920        3.37672       0.285359E+007  0.166582E-004  0.115466E+007   384886.     
  400.668        32609.0        3375.43        7.02898        3.37661       0.286092E+007  0.166828E-004  0.115455E+007   384850.     
  402.489        32609.0        3375.33        7.02876        3.37651       0.286818E+007  0.167071E-004  0.115444E+007   384815.     
  404.311        32609.0        3375.23        7.02854        3.37640       0.287541E+007  0.167312E-004  0.115434E+007   384779.     
  406.133        32609.0        3375.13        7.02832        3.37630       0.288255E+007  0.167551E-004  0.115423E+007   384743.     
  407.954        32609.0        3375.02        7.02810        3.37619       0.288966E+007  0.167787E-004  0.115412E+007   384707.     
  409.776        32609.0        3374.92        7.02788        3.37608       0.289669E+007  0.168021E-004  0.115401E+007   384671.     
  411.598        32609.0        3374.82        7.02766        3.37598       0.290368E+007  0.168253E-004  0.115391E+007   384635.     
  413.419        32609.0        3374.71        7.02744        3.37587       0.291062E+007  0.168483E-004  0.115380E+007   384599.     
  415.241        32609.0        3374.61        7.02721        3.37576       0.291749E+007  0.168711E-004  0.115369E+007   384563.     
  417.063        32609.0        3374.50        7.02699        3.37566       0.292430E+007  0.168936E-004  0.115358E+007   384527.     
  418.884        32609.0        3374.40        7.02677        3.37555       0.293109E+007  0.169160E-004  0.115347E+007   384491.     
  420.706        32609.0        3374.30        7.02655        3.37544       0.293781E+007  0.169381E-004  0.115336E+007   384455.     
  422.528        32609.0        3374.19        7.02632        3.37534       0.294446E+007  0.169600E-004  0.115325E+007   384418.     
  424.349        32609.0        3374.09        7.02610        3.37523       0.295109E+007  0.169818E-004  0.115315E+007   384382.     
  426.171        32609.0        3373.98        7.02588        3.37512       0.295766E+007  0.170033E-004  0.115304E+007   384345.     
  427.993        32609.0        3373.88        7.02565        3.37501       0.296417E+007  0.170247E-004  0.115293E+007   384309.     
  429.814        32609.0        3360.99        7.00129        3.36331       0.293637E+007  0.174020E-004  0.114057E+007   380190.     
  431.636        32609.0        3360.88        7.00105        3.36320       0.294285E+007  0.174226E-004  0.114046E+007   380153.     
  433.458        32609.0        3360.78        7.00082        3.36308       0.294928E+007  0.174430E-004  0.114034E+007   380115.     
  435.279        32609.0        3360.67        7.00058        3.36297       0.295568E+007  0.174633E-004  0.114023E+007   380077.     
  437.101        32609.0        3360.56        7.00035        3.36286       0.296202E+007  0.174833E-004  0.114012E+007   380040.     
  438.923        32609.0        3360.45        7.00011        3.36274       0.296832E+007  0.175032E-004  0.114001E+007   380002.     
  440.744        32609.0        3360.35        6.99987        3.36263       0.297457E+007  0.175230E-004  0.113989E+007   379964.     
  442.566        32609.0        3360.24        6.99964        3.36252       0.298077E+007  0.175426E-004  0.113978E+007   379926.     
  444.388        32609.0        3360.13        6.99940        3.36240       0.298693E+007  0.175620E-004  0.113967E+007   379888.     
  446.210        32609.0        3360.03        6.99916        3.36229       0.299305E+007  0.175812E-004  0.113955E+007   379851.     
  448.031        32609.0        3359.92        6.99893        3.36218       0.299912E+007  0.176003E-004  0.113944E+007   379813.     
  449.853        32609.0        3359.18        6.98548        3.35571       0.303882E+007  0.209331E-004  0.113481E+007   378271.     
  451.675        32609.0        3359.05        6.98526        3.35561       0.304505E+007  0.209614E-004  0.113470E+007   378233.     
  453.496        32609.0        3358.92        6.98504        3.35551       0.305123E+007  0.209897E-004  0.113459E+007   378196.     
  455.318        32609.0        3358.80        6.98483        3.35540       0.305737E+007  0.210179E-004  0.113447E+007   378158.     
  457.140        32609.0        3358.67        6.98461        3.35530       0.306348E+007  0.210460E-004  0.113436E+007   378120.     
  458.961        32609.0        3358.54        6.98439        3.35519       0.306955E+007  0.210741E-004  0.113424E+007   378081.     
  460.783        32609.0        3358.41        6.98417        3.35509       0.307557E+007  0.211022E-004  0.113413E+007   378043.     
  462.605        32609.0        3358.28        6.98395        3.35498       0.308156E+007  0.211303E-004  0.113402E+007   378005.     
  464.426        32609.0        3358.15        6.98374        3.35488       0.308752E+007  0.211583E-004  0.113390E+007   377967.     
  466.248        32609.0        3358.02        6.98352        3.35477       0.309344E+007  0.211863E-004  0.113379E+007   377929.     
  468.070        32609.0        3357.89        6.98330        3.35467       0.309931E+007  0.212142E-004  0.113367E+007   377890.     
  469.891        32609.0        3357.76        6.98308        3.35456       0.310516E+007  0.212422E-004  0.113356E+007   377852.     
  471.713        32609.0        3357.63        6.98286        3.35446       0.311097E+007  0.212701E-004  0.113344E+007   377813.     
  473.535        32609.0        3357.50        6.98264        3.35435       0.311674E+007  0.212981E-004  0.113332E+007   377775.     
  475.356        32609.0        3357.37        6.98241        3.35424       0.312248E+007  0.213260E-004  0.113321E+007   377736.     
  477.178        32609.0        3357.24        6.98219        3.35414       0.312819E+007  0.213539E-004  0.113309E+007   377698.     
