period(hr),B0x(nT),B0y(nT),B0z(nT),Bex_Re(nT),Bex_Im(nT),Bey_Re(nT),Bey_Im(nT),Bez_Re(nT),Bez_Im(nT)
2.15876827309755637,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-7.93386108152932881e-06,8.79923764195069541e-06,9.42594216721487702e-06,-7.0602537116808725e-06,-2.4318064486225123e-05,1.12482039487456394e-06
2.59052192771706746,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.000155899656809649345,0.000248017012859149191,-0.000242733646838132287,0.000178234267725880949,1.26551412089762408e-06,-2.55319832532206747e-07
3.23815240964633499,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,1.51833322371945956,0.420425548218159972,0.332301367927309077,-1.21571143689728078,0.00169112440818495265,-0.00333695449195195882
3.91775091248611851,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.107823364853568249,-0.0385554061887596056,-0.0408933984853450672,-0.116884901908261507,7.52100205830344426e-05,0.000185722592171895864
3.91779195996796981,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.00266127168226387711,0.0584760925616403249,0.0632507770877904774,0.00318286773897809294,-0.000660027462308674512,-0.000169430461284041274
4.31753654619511273,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-11.616477790031805,-3.71508034645478435,-2.75259163678004892,8.6175381293309794,0.115582035773587485,-0.526249690973006667
4.80806273261605455,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.51643783693364842,-0.096099000405577728,-0.0775570804227351251,0.422639664222211442,0.00192971770267180709,-0.0223696655455462023
4.80812455619798307,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.40411152432547004,-0.62726912763628806,-0.513992644328946202,-0.329365875286325771,0.0282812774777624343,0.0146201316155724625
5.61661823838244167,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.228381724324350666,0.79632865525881158,1.18003640763661544,0.375168492101507045,-0.0733052104193094856,-0.0575454103872261591
5.61667448173885653,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.274971630933383615,-0.490606702286176422,-0.746126182346145583,0.389465940078703721,0.0667992853585512858,-0.00879850367977502712
6.47630481929266999,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,109.173504037021303,-23.4140417494019601,-16.5409864968508487,-72.7289008316483603,6.51051364968253399,-9.97494282562847445
7.64651304886859595,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,4.06117943391791414,-3.63556950501595821,-2.88805547258553474,-3.17044255941940278,-0.00138735011868007865,-0.57885615504862642
7.64661729257826295,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.368852877555279957,7.01841584915960937,5.52440282131484395,0.242205467497050853,0.530801653354776359,0.524597227503476482
9.91692910862788857,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.483257208877294175,0.255331547130658754,-6.13329929490467407,10.5506130685805886,1.99789280598401575,-0.988165235657742613
9.9170167774820559,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.289454388989423883,-0.358071685336433188,1.35935510828566564,-10.1986528670364862,-1.2360284956679628,1.42436722096477197
9.92491981951349622,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.0368903520821921155,-0.0178646108007330801,-0.0398859624116177924,-0.00280702170069685453,0.0217033465990969024,0.0932857358508915602
12.95260963858534,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-287.873116371986498,689.787101534442286,311.020111152355298,115.659539834498204,55.3523795643233925,86.1774628775681606
18.6381309951367271,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.277058201934408999,-0.284275953808730719,-0.193398197784887316,-0.216837601739797492,0.153010085062284418,0.169334410026706905
18.638440665047483,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.233839134855230668,0.312564030358657874,0.231929197643751195,0.195181342608790942,-0.271324782598036052,-0.0845795053564089017
18.6660655260319359,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-4.39469761111058688,-7.23978789070952189,-5.35370137610516394,3.38785062335728071,-1.62200253695732499,0.010956569446989306
18.6663761249026194,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,9.51514523333844409,7.01291505216795485,5.11403678166607278,-7.20699898222392221,2.01071569977625586,-0.82554924932492213
18.6678986634151052,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-3.50536326715428004,11.6625747987686736,8.73329135377252896,2.48314532861843418,1.16373573225291693,1.41238862666165232
42.2890365142768943,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.0603096187774384007,-0.0496636971146553474,0.0296027464899266679,-0.0287124014377612979,0.00211950382348824462,0.0466551368444640957
42.3056269428561222,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.0981191629596812054,0.172106664412364996,-0.0765319099303294337,0.0369418144710262908,-21.063789751772191,-11.2848031300820466
42.315044531808887,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-0.093880111527427923,-0.0595546283621772865,0.0365851134204476791,-0.0453895580408436444,-0.0389847658303530409,-0.119566653597246386
42.4313819502081628,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,-2.09281306637808662,1.03565329644936743,-0.656911086500273411,-1.01465547523509048,-0.0133345319968682929,0.00502919108441095275
42.459307194098912,16.1384518107186281,-0.118559471879032638,-1828.8673948042549,0.863218860561232981,-0.485329741293763162,-0.0482543652732366282,0.232318120210372375,-0.0594106920017281048,0.213647614064926605
