4609.2	264.03
5721.6	276.03
6841.6	287.9
7964	299.66
9088	311.29
10214	322.8
11341	334.19
12470	345.46
13602	356.6
14735	367.62
15871	378.53
17010	389.31
18151	399.96
19294	410.5
20439	420.91
21586	431.21
22735	441.38
23887	451.42
25040	461.35
26196	471.16
27353	480.84
28511	490.4
29671	499.84
30832	509.16
31996	518.35
33161	527.43
34327	536.38
35495	545.21
36665	553.92
37836	562.51
39008	570.97
40182	579.32
41357	587.54
42534	595.64
43713	603.62
44893	611.47
46075	619.21
47260	626.82
48454	634.31
49651	641.68
50852	648.93
52059	656.05
53267	663.06
54482	669.94
55698	676.7
56918	683.34
58138	689.85
59365	696.25
60594	702.52
61827	708.67
63062	714.7
64301	720.61
65544	726.39
66806	732.06
68079	737.6
69368	743.02
70652	748.32
71962	753.49
73310	758.55
74700	763.48
76091	768.29
77484	772.98
78877	777.55
80272	782
81667	786.32
83064	790.52
84463	794.6
85862	798.56
87263	802.4
88664	806.11
90067	809.71
91470	813.18
92874	816.53
94279	819.76
95686	822.86
97094	825.85
98502	828.71
99913	831.45
1.0132e+05	834.07
1.0274e+05	836.56
1.0415e+05	838.94
1.0556e+05	841.19
1.0698e+05	843.32
1.0839e+05	845.33
1.0978e+05	847.22
1.1117e+05	848.99
1.1257e+05	850.63
1.1397e+05	852.15
1.1536e+05	853.56
1.1676e+05	854.83
1.1816e+05	855.99
1.1957e+05	857.03
1.2097e+05	857.94
1.2237e+05	858.73
1.2378e+05	859.4
1.2519e+05	859.95
1.266e+05	860.38
1.2801e+05	860.68
1.2942e+05	860.86
1.3084e+05	NaN
